
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	0.8494703	5.869682E-07	0	0.6150661	0.3000777	0.1177282	-0.1528625	
1	0.1534688	0.2344284	0	0.1534688	0.1332363	0.0284726	-0.02142334	
2	0.1534688	0	0	0.3878972	0.3318609	0.3181511	-0.07455444	
3	0.1534688	0	0	0.6223333	0.6443966	0.8620447	0.01293604	
4	-0.08096313	0.2344284	0	0.1534689	0.99151	1.134539	-0.2236023	
5	0.1534688	0	0	0.1534689	0.8448033	1.529163	-0.7493591	
6	0.1534688	0.2344284	0	6.483135	1.62491	2.331869	-3.302185	
7	0.1534688	0	0	32.97395	6.376022	3.599149	-9.822937	
8	0.1534688	-0.7033081	0	46.10214	13.50631	5.993605	-13.32358	
9	-5.941772	0	0	55.245	22.09059	9.577957	-3.32074	
10	-10.6304	-0.234436	0	62.98125	30.92356	14.57108	0.7856357	
11	-10.39597	0	0	96.27059	40.61266	18.72735	-12.13889	
12	-0.5498352	0	0	110.8054	43.74406	17.92324	-20.17444	
13	-0.5498352	0	0	120.8859	47.1594	14.68559	-23.67404	
14	-0.5498352	-7.267395	0	120.4171	53.3261	13.27928	-20.02859	
15	-0.7842712	-17.11353	0	115.0252	56.92281	12.2009	-15.85941	
16	-0.5498352	-24.61536	0	102.1314	63.01755	8.59876	-12.3237	
17	-0.5498352	-27.19412	0	100.0215	68.87321	7.696272	-10.07962	
18	-0.5498352	-28.13184	0	100.0215	72.09192	12.29087	-3.499725	
19	-0.5498352	-28.13184	0	100.2559	73.5836	17.45368	1.70697	
20	-1.018677	-27.8974	0	110.3365	74.77986	17.63628	0.08097463	
21	-0.7842712	-27.8974	0	113.853	76.25407	9.537578	-9.911072	
22	-0.5498352	-27.8974	0	113.853	75.04623	4.18896	-15.16473	
23	-0.5498352	-27.8974	0	113.853	75.92005	6.835493	-13.6456	
24	-0.3153992	-27.66296	0	113.853	76.26852	11.94799	-9.155945	
25	-0.5498352	-27.8974	0	113.853	75.32841	15.09796	-6.584229	
26	-0.7842712	-27.8974	0	113.853	75.69952	17.26165	-4.18396	
27	-0.5498352	-28.13184	0	113.853	75.57754	18.02212	-0.05822754	
28	-0.5498352	-28.60071	0	106.5856	74.17402	17.37631	-1.695892	
29	-0.5498352	-33.75821	0	63.68455	70.76571	16.02142	0.8420784	
30	-0.5498352	-38.91571	0	28.98861	66.67525	17.20265	10.9312	
31	-1.018677	-38.91571	0	28.98861	65.24136	18.95593	14.76839	
32	-0.7842712	-47.12082	0	21.72122	64.33939	21.89148	20.91438	
33	-0.5498352	-56.73254	0	3.669955	63.21196	24.98067	29.20883	
34	-0.5498352	-58.608	0	0.387904	58.87305	23.03964	35.2054	
35	-0.3153992	-45.24536	0	0.387904	52.48501	19.78574	34.18462	
36	0.153469	-13.1282	0	0.387904	42.71059	17.70066	29.81811	
37	-0.08096313	-0.7033081	0	0.387904	38.90229	14.43151	22.3524	
38	0.153469	-0.9377136	0	-0.08096313	38.99406	13.96178	21.07026	
39	0.3878974	-0.7033081	0	0.387904	39.52935	13.98914	20.94645	
40	-0.08096313	-0.7033081	0	0.1534757	40.54554	13.78615	20.7536	
41	0.1534691	-0.7033081	0	0.1534757	41.42618	14.14745	20.53181	
42	0.1534691	-0.7033081	0	0.6223401	43.68486	15.50567	19.88993	
43	-0.08096313	-0.4688721	0	-0.08096313	46.19598	16.52985	19.80424	
