
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	2.109873	6.095214	0	-0.2344055	-0.006958008	0.2967117	-0.02029419	
1	0.02026526	0.234436	0	0.02026526	0	0	0	
2	-0.2141724	0.234436	0	0.02026526	0	0	0	
3	-0.2141724	-2.109894	0	2.130159	-1.206379E-05	0.03575759	-0.00125237	
4	-1.620758	-0.4688721	0	0.02026534	-0.000145443	0.06136391	-0.002127944	
5	-0.4486084	-0.4688721	0	0.02026534	0.02545956	0.06149695	-0.002543797	
6	-0.6830444	-0.4688721	0	0.2547013	0.09211358	0.06202117	0.001496177	
7	-0.91745	-0.4688721	0	0.2547013	0.2624064	0.05966598	0.05520005	
8	-0.91745	-3.047607	0	2.364587	0.3976598	0.04922033	0.1661625	
9	-3.496216	-0.7033081	0	0.7235659	0.4029473	0.04964067	0.1763223	
10	-0.91745	-0.4688721	0	0.2547014	0.3875023	0.04934512	0.1714522	
11	-0.6830444	-0.7033081	0	0.02026543	0.3875023	0.04934512	0.1714522	
12	-0.6830444	-0.9377441	0	0.02026543	0.3875023	0.04934512	0.1714522	
13	-0.6830444	-3.047607	0	2.130159	0.28468	0.05394647	0.1730067	
14	-3.496216	-0.4688721	0	0.4891301	0.3976598	0.04922033	0.1661625	
15	-1.151886	-0.4688721	0	0.2547016	0.4033645	0.050607	0.2019316	
16	-0.91745	-0.234436	0	0.02026564	0.3640507	0.305579	0.4459727	
17	0.2546935	-4.002056E-07	0	0.02026564	0.5171379	0.5423389	0.5650154	
18	0.2546935	0.4688641	0	11.50743	0.8359063	0.4109685	0.533996	
19	-0.2141724	-1.406586	0	24.63563	2.072379	0.1621122	0.3525173	
20	-2.08963	-2.109894	0	36.59166	2.71184	0.1866306	-0.109314	
21	-0.6830444	-14.06592	0	37.29496	2.823622	0.5205731	0.3324313	
22	-0.91745	-21.80219	0	37.52939	4.213542	0.5670028	1.85181	
23	-1.151886	-30.47617	0	29.08984	4.787659	-0.1366577	5.013227	
24	-1.151886	-41.0256	0	15.25835	4.432403	-0.863739	14.38294	
25	-11.93576	-48.99628	0	4.708916	4.645654	-0.9705811	22.86023	
26	-23.89178	-49.23071	0	0.2547072	6.65765	-1.62326	30.97673	
27	-33.03467	-25.31866	0	-0.2141724	10.79213	-2.899536	37.02768	
28	-58.11887	-2.34433	0	-0.2141724	16.27363	-3.932678	43.73257	
29	-74.99799	-0.4688721	0	0.0202712	26.10143	-6.845764	38.70491	
30	-76.63901	-2.578766	0	1.661301	38.53989	-15.2442	28.75227	
31	-74.76355	-1.406586	0	0.4891356	48.033	-24.12552	22.75798	
32	-75.46686	-1.406586	0	0.4891356	55.76483	-42.16754	5.260106	
33	-77.81119	-5.626373	0	-0.4486084	57.56986	-53.25009	-7.18335	
34	-78.04562	-13.59705	0	-0.2141724	56.30111	-67.37204	-19.5914	
35	-78.51447	-26.49081	0	2.130165	52.24617	-80.78833	-30.15054	
36	-76.4046	-28.36627	0	1.661301	44.59074	-93.01581	-37.86887	
37	-79.68665	-27.66296	0	-0.2141418	38.69026	-100.2945	-46.46689	
38	-84.60971	-12.19046	0	24.4012	36.66542	-101.9184	-54.4476	
39	-90.70496	-3.395788E-06	0	52.53305	34.95314	-104.1702	-68.06277	
40	-92.34598	-3.395788E-06	0	68.70885	33.58745	-105.9538	-81.3078	
41	-92.58041	-1.875458	0	64.02021	32.76873	-108.5704	-91.36487	
42	-90.93939	-0.9377441	0	78.555	31.92515	-111.0161	-95.36801	
43	-94.45587	-0.7033081	0	40.10815	30.33593	-110.5704	-95.71567	
44	-99.1445	-1.17215	0	71.99091	27.73623	-109.9954	-94.0777	
45	-102.1921	-11.25275	0	83.24364	25.99259	-110.5998	-93.74307	
46	-103.3643	-13.59705	0	83.94694	25.46462	-110.7599	-95.56308	
47	-100.0822	-26.25638	0	84.41579	22.90538	-108.9001	-94.82889	
48	-103.5987	-27.8974	0	84.88467	19.87881	-108.2912	-92.5433	
49	-105.943	-27.8974	0	84.88467	15.94579	-106.944	-89.32013	
50	-107.5841	-27.8974	0	84.65024	12.07899	-105.2094	-86.19293	
51	-107.5841	-27.66296	0	84.65024	9.483955	-103.1656	-84.09924	
52	-108.2874	-39.85345	0	84.41579	7.791529	-101.19	-83.81842	
53	-105.4742	-42.19775	0	85.35354	5.579103	-97.651	-84.17053	
54	-107.1152	-41.96332	0	85.8224	4.842291	-95.77304	-84.39639	
55	-107.3496	-42.19775	0	85.8224	6.340977	-93.62457	-84.05582	
56	-107.3496	-42.43219	0	86.05683	6.679821	-91.492	-82.18469	
57	-107.3496	-42.19775	0	87.69786	3.316478	-86.50281	-82.02002	
58	-103.3643	-42.19775	0	93.55866	-3.479889	-78.47452	-87.00092	
59	-105.7086	-42.19775	0	100.1228	-14.49789	-69.98035	-95.05096	
60	-107.3496	-42.19775	0	111.6099	-25.88007	-61.26105	-101.3556	
61	-108.7562	-42.66663	0	113.4854	-34.93567	-54.30511	-109.4181	
62	-108.7562	-43.60437	0	113.7198	-38.78619	-50.68658	-115.0258	
63	-108.7562	-44.30765	0	111.8444	-37.74503	-53.6705	-117.1693	
64	-105.2397	-44.30765	0	113.7198	-40.73932	-50.88336	-119.0314	
65	-107.3496	-55.09152	0	115.3608	-41.68054	-49.03271	-121.5894	
66	-107.3496	-60.48346	0	116.2986	-42.02643	-46.55359	-123.0126	
67	-107.1152	-62.59335	0	116.7674	-44.18546	-43.41785	-125.834	
68	-107.1152	-64.46881	0	114.1887	-46.18115	-42.77292	-127.0493	
69	-102.1921	-67.51642	0	117.2363	-47.18381	-39.44489	-130.4846	
70	-106.8808	-72.20508	0	119.1118	-48.82932	-34.38608	-135.1937	
71	-106.8808	-89.78748	0	124.5037	-52.0459	-32.61526	-136.2013	
72	-108.5218	-103.1501	0	130.1301	-58.95041	-33.47562	-134.1571	
73	-107.3496	-107.8387	0	133.1777	-64.33884	-35.85931	-130.9016	
74	-106.8808	-108.0732	0	132.7088	-63.64975	-38.56213	-129.6511	
75	-103.3643	-110.6519	0	135.0531	-61.71564	-37.56931	-131.352	
76	-105.4742	-110.6519	0	134.5842	-61.66806	-36.93491	-132.8584	
77	-104.7709	-110.183	0	135.0531	-64.48611	-35.80756	-134.9537	
78	-105.2397	-110.4175	0	135.0531	-66.08359	-37.77472	-133.8755	
79	-105.2397	-106.4321	0	130.8333	-63.76169	-39.62964	-131.6216	
80	-100.7855	-109.2453	0	132.9432	-59.58914	-41.68289	-130.2056	
81	-103.5987	-110.183	0	135.2876	-52.3667	-41.31763	-130.5761	
82	-105.2397	-111.8241	0	135.2876	-46.42746	-43.31357	-130.3302	
83	-106.6463	-110.6519	0	135.0531	-43.82364	-45.08423	-129.9635	
84	-106.6463	-111.8241	0	135.0531	-43.46228	-45.62875	-129.7775	
85	-106.6463	-108.7764	0	133.1777	-43.65021	-46.09088	-128.8499	
86	-103.1299	-110.6519	0	135.2876	-44.26263	-47.97675	-126.9005	
87	-105.2397	-110.8863	0	135.0531	-44.55377	-49.50204	-125.6424	
88	-105.0053	-110.6519	0	135.2876	-45.86606	-49.08524	-125.8349	
89	-105.0053	-110.6519	0	134.8187	-47.48578	-48.10797	-126.1239	
90	-104.7709	-106.4321	0	130.8333	-48.38239	-46.70215	-126.3019	
91	-100.5511	-109.0108	0	132.7088	-47.10165	-46.39954	-125.7901	
92	-103.5987	-110.183	0	135.0531	-45.21552	-44.68936	-125.6291	
93	-105.0053	-111.5896	0	135.0531	-45.21832	-43.97397	-124.5405	
94	-106.6463	-112.0585	0	135.2875	-44.56973	-43.88416	-123.5155	
95	-106.4119	-112.0585	0	134.5842	-43.87411	-43.79614	-122.4351	
96	-105.943	-108.3076	0	133.4121	-44.35504	-43.03778	-121.6339	
97	-103.1299	-110.183	0	135.0531	-45.11432	-41.18204	-121.3469	
98	-105.0053	-110.6519	0	135.0531	-44.72318	-40.67975	-120.963	
99	-105.0053	-110.183	0	135.0531	-43.96265	-39.08936	-122.1636	
100	-105.0053	-110.6519	0	135.0531	-43.11087	-37.60193	-123.157	
101	-105.0053	-106.1977	0	130.5989	-42.76978	-37.00824	-123.4219	
102	-100.7856	-108.7764	0	133.1777	-42.62643	-35.8511	-124.1659	
103	-103.8332	-110.8863	0	134.5842	-41.68622	-34.06256	-124.7101	
104	-104.7709	-110.4174	0	135.0531	-40.43445	-33.56403	-123.8388	
105	-106.4119	-112.2929	0	135.0531	-39.62601	-34.47653	-121.709	
106	-106.6463	-112.0585	0	134.5842	-38.87439	-34.22061	-120.8687	
107	-105.9431	-108.7764	0	132.7088	-39.3364	-33.73962	-120.1637	
108	-102.8954	-110.6519	0	135.0531	-39.84363	-32.9245	-120.3956	
109	-105.2397	-110.183	0	135.0531	-39.49966	-33.09155	-120.7957	
110	-105.0053	-110.6519	0	134.8187	-39.22079	-30.74265	-122.7944	
111	-104.7709	-110.6519	0	134.8187	-39.60049	-30.49323	-122.9059	
112	-104.7709	-105.9632	0	131.0678	-39.93503	-30.07288	-123.4846	
113	-101.02	-109.2453	0	132.7088	-40.06012	-29.34296	-124.0927	
114	-104.302	-110.183	0	135.0531	-40.18164	-28.76282	-124.2926	
115	-105.2397	-110.8863	0	134.8187	-40.23871	-29.06271	-123.9227	
116	-104.7709	-110.6519	0	134.8187	-40.38101	-29.30215	-123.6145	
117	-104.7709	-110.4174	0	135.0531	-40.453	-29.49698	-123.1357	
118	-105.0053	-105.2599	0	130.3645	-40.5885	-29.72043	-122.6864	
119	-100.5511	-110.6519	0	135.0531	-40.70035	-30.0116	-122.266	
120	-105.0053	-110.6519	0	135.0531	-40.77917	-30.04553	-122.091	
121	-105.2397	-110.8863	0	134.8187	-40.77472	-30.28836	-121.7194	
122	-106.1775	-112.0585	0	135.0531	-40.79401	-30.66736	-121.3755	
123	-106.6463	-111.5896	0	135.0531	-40.64764	-31.70486	-120.3025	
124	-106.6463	-109.0109	0	132.9432	-40.69543	-34.41574	-118	
125	-103.3643	-110.8863	0	134.5842	-40.22446	-39.85095	-113.9808	
126	-104.5365	-110.6519	0	135.2876	-40.4646	-46.55661	-109.8094	
127	-105.2397	-110.6519	0	134.8187	-39.19382	-51.69504	-107.3042	
128	-104.7709	-110.8863	0	134.5842	-36.54724	-54.68362	-106.0004	
129	-104.7709	-106.4321	0	131.3022	-36.56573	-55.06235	-109.4	
130	-101.4888	-109.2453	0	133.1777	-37.76907	-57.93439	-112.3095	
131	-103.5987	-110.4174	0	135.2876	-43.93665	-65.65833	-111.1032	
132	-105.4742	-111.824	0	135.0531	-49.3031	-72.85959	-108.9539	
133	-106.6463	-111.824	0	135.2876	-50.92999	-80.03125	-105.8635	
134	-106.6463	-111.824	0	135.0531	-53.05939	-87.31717	-102.0195	
135	-106.6463	-108.7764	0	133.4121	-54.4245	-93.00903	-100.9643	
136	-103.3643	-111.1207	0	134.8187	-55.46252	-93.03964	-105.0766	
137	-105.4742	-110.8863	0	135.522	-56.28198	-94.43774	-108.4209	
138	-105.4742	-110.6519	0	135.7564	-56.30734	-96.14114	-108.2726	
139	-105.7086	-111.3552	0	135.522	-56.50244	-98.11633	-106.7859	
140	-105.4742	-107.1354	0	131.5366	-54.966	-99.37848	-108.5234	
141	-101.4888	-109.7141	0	133.4121	-53.79169	-100.3268	-108.708	
142	-104.302	-111.1207	0	135.9908	-53.47226	-103.6688	-105.6884	
143	-105.7086	-112.0585	0	135.522	-55.95929	-97.26068	-110.7349	
144	-106.8808	-112.2929	0	135.522	-54.42642	-95.55405	-112.3625	
145	-106.8808	-111.824	0	135.522	-53.09464	-94.17657	-113.8167	
146	-106.8808	-109.4797	0	133.4121	-53.62738	-91.1001	-116.4621	
147	-103.3643	-110.8863	0	135.7564	-52.80548	-89.21307	-117.6405	
148	-105.7086	-111.1207	0	135.522	-51.88937	-88.47101	-118.2232	
149	-105.4742	-111.1207	0	135.522	-51.51233	-87.68494	-118.7761	
150	-105.2397	-111.1207	0	135.0531	-51.1044	-86.63104	-119.7213	
151	-105.2397	-107.1354	0	131.7711	-51.18799	-85.7482	-120.3803	
152	-101.4888	-109.4797	0	133.6465	-51.48495	-86.64774	-119.7889	
153	-104.0676	-110.8863	0	135.7564	-51.64743	-87.56757	-119.1504	
154	-105.4742	-112.5273	0	135.2876	-52.12189	-89.56485	-118.0207	
155	-106.4119	-112.5273	0	135.522	-52.20575	-90.88702	-117.7033	
156	-106.6463	-112.2929	0	135.522	-52.14453	-92.51089	-117.2232	
157	-106.8808	-109.4797	0	133.4121	-52.22241	-94.17975	-117.2853	
158	-103.5987	-110.6519	0	135.522	-52.52994	-96.18585	-117.4602	
159	-105.4742	-111.1207	0	135.522	-53.72681	-97.37256	-117.9848	
160	-105.4742	-111.1207	0	135.522	-54.02277	-99.34723	-118.2617	
