All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-14_14:39:49	0	Presets_dockPreset_1	False	20.05656	42.37894	43.41412	36.6958	0	150	0	150	54.17697	172.0619	116.6111	78.66901	0.7142777	980.7158	195.0472	242.8716	0	357.2742	33.86492	12.77809	138.88	1	2	0	1	0	0	0	0	
	3	2018-11-14_14:40:42	0	Ltd Random	False	35.52787	94.56147	37.78791	69.76285	90	90	0	150	90	150	0	59.79275	0.6333333	2395.726	656.4078	469.099	0	807.149	46.79929	133.187	283.0855	9	4	2	1	0	2	0	2	
	5	2018-11-14_14:41:08	0	Ltd Random	True	14.31763	97.33213	97.85874	97.08772	90	129.1868	0	89.99999	5.122642E-06	150	90	75.0345	0.6102076	1459.55	266.3147	344.146	0	524.8932	33.40144	97.25165	193.543	25	14	1	1	4	2	5	0	
	7	2018-11-14_14:41:25	0	Ltd Random	True	8.011583	90.76156	99.66713	94.29359	30	69.70279	0	89.99999	5.008957E-06	90	5.008957E-06	94.55104	0.3107809	552.1544	108.5421	150.0364	0	224.5858	0	68.99005	0	9	0	2	1	6	1	1	1	
	9	2018-11-14_14:41:43	0	Presets_dockPreset_4	True	12.18387	78.71743	84.34684	80.02264	110	38.31155	0	1.611493E-43	16.74045	109.5504	9.879578	91.06926	0.3160911	1106.983	217.7874	305.6994	0	448.2339	0	11.51991	123.7428	11	0	2	1	2	0	0	8	
	11	2018-11-14_14:42:00	0	Presets_dockPreset_2	False	11.24122	97.06656	91.59086	94.01544	90	90	0	89.99999	72.99396	45.47397	163.9032	80.75528	0.6137457	1411.495	125.6555	217.5528	0	231.1498	121.8115	99.15032	616.1754	13	10	1	1	0	0	2	0	
	13	2018-11-14_14:42:19	0	Ltd Random	False	10.9272	87.35282	96.07715	91.02221	30	107.9327	0	90.00001	5.008957E-06	5.008956E-06	150	88.03847	0.4199253	955.7703	209.3479	133.1575	0	332.1901	30.19658	8.166616	242.7117	16	0	0	1	0	9	5	4	
	15	2018-11-14_14:42:50	0	Ltd Random	False	24.32737	96.78162	43.39172	73.35307	90	90	0	150	90	60	0	71.5372	0.5333334	2104.039	413.7828	308.5124	0	700.2482	56.22582	204.5734	420.6961	17	5	10	1	1	0	0	2	
	17	2018-11-14_14:43:12	0	Ltd Random	False	13.54769	86.11235	95.7234	90.12729	30	109.1047	0	90.00001	5.008957E-06	5.008957E-06	90	85.17903	0.3545608	1625.322	452.9227	295.1498	0	439.7371	26.07926	18.80864	392.6245	24	2	2	1	7	9	2	4	
	19	2018-11-14_14:43:26	0	Ltd Random	True	8.379169	81.06944	84.06531	82.09741	90	50.48157	0	89.99999	1.024528E-05	90	90	90.09209	0.4560906	634.439	146.0511	193.8752	0	217.5529	0	59.19849	17.7612	15	0	14	1	0	1	1	0	
	21	2018-11-14_14:43:38	0	Presets_dockPreset_3	True	9.459097	89.83398	80.87389	85.50008	110	113.2647	0	135	70.41875	118.1556	36.9462	84.03916	0.6486503	1214.714	121.9046	150.0365	0	240.0584	56.26268	287.2982	359.154	7	0	1	1	0	4	0	2	
	23	2018-11-14_14:43:54	0	Presets_dockPreset_5	True	9.379158	98.63995	91.70482	94.85969	1.611493E-43	0	0	89.99999	40.34033	30.53703	95.02344	89.61162	0.2843342	1015.666	214.2839	290.4613	0	346.9883	41.94561	9.466846	112.5199	35	7	9	1	19	2	0	0	
	25	2018-11-14_14:44:10	0	Ltd Random	False	13.76446	91.2315	99.30843	94.21349	90	128.9933	0	29.99999	5.008957E-06	5.008956E-06	150	77.11839	0.4433259	2284.905	320.0321	454.5635	0	773.8276	26.56693	14.61753	695.2972	30	2	0	1	12	12	3	3	
	27	2018-11-14_14:44:38	0	Presets_dockPreset_1	False	23.77864	98.41716	56.60164	80.27969	1.611493E-43	150	0	150	87.47974	112.5413	4.50987	61.38485	0.5605899	1810.442	518.3292	227.8679	0	479.1788	66.51788	155.622	362.9262	55	36	5	1	1	1	0	14	
	29	2018-11-14_14:44:47	0	Ltd Random	False	5.616582	86.42612	95.536	90.04342	90	129.1983	0	89.99999	5.008957E-06	90	5.008957E-06	94.40786	0.4435536	499.1005	125.8989	150.7398	0	148.4043	0	52.58432	21.47318	4	0	2	1	0	1	1	2	
