All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-07_09:06:43	0	Presets_dockPreset_4	False	21.87232	87.53832	95.81304	89.14365	110	38.32712	0	1.611493E-43	39.96442	79.31299	3.933167	87.8266	0.3017085	847.5897	252.4833	125.4211	0	248.7323	9.646877	41.01825	170.2882	20	0	0	1	3	0	0	19	
	3	2018-11-07_09:06:54	0	Ltd Random	False	7.091324	83.32933	91.54425	86.16328	90	50.85971	0	29.99999	1.024528E-05	90	90	91.5172	0.3898441	866.814	268.4247	298.6663	0	70.32961	9.644933	85.3573	134.3911	13	4	0	1	2	2	4	2	
	5	2018-11-07_09:07:08	0	Presets_dockPreset_2	True	10.57051	95.21646	98.90166	95.93829	90	90	0	89.99999	18.28577	56.61441	173.1193	88.04729	0.5755772	619.5959	94.00616	145.5823	0	145.5823	17.90506	16.09283	200.4274	8	2	2	1	2	0	1	1	
	7	2018-11-07_09:07:18	0	Presets_dockPreset_1	True	6.790085	95.90472	68.40733	70.07866	1.611493E-43	150	0	150	89.62051	64.29529	6.97325	77.55571	0.5120989	2603.794	163.868	251.3111	0	196.2196	72.4654	401.9037	1518.027	23	2	9	1	0	0	7	6	
	9	2018-11-07_09:07:46	0	BAD DATA	False	23.51473	90.16177	70.29288	81.1307	30	109.1026	0	150	90	0	0	83.80533	0.4212251	993.1877	46.41757	134.564	0	508.7175	76.40755	112.4418	114.6393	10	2	2	1	0	0	4	4	
	11	2018-11-07_09:08:15	0	Presets_dockPreset_3	True	24.19256	96.51221	86.57121	91.16557	110	113.298	0	135	70.48187	106.5963	51.13068	71.67173	0.6516743	1027.742	86.73982	154.0218	0	303.5894	62.20186	177.8524	243.3373	19	0	3	1	2	8	4	2	
	13	2018-11-07_09:08:33	0	Presets_dockPreset_5	True	13.72898	96.20918	94.36855	94.91655	1.611493E-43	1.611493E-43	0	89.99999	23.02673	148.0962	98.78647	88.09566	0.3998993	1003.937	130.3442	233.9632	0	263.5016	92.3223	114.7054	169.1002	12	3	7	1	2	2	0	0	
	15	2018-11-07_09:08:49	0	Ltd Random	True	12.74906	92.58302	95.50117	93.66767	90	129.5914	0	150	4.695755E-06	150	150	82.84172	0.7439905	831.3436	99.39915	101.2747	0	270.769	66.05012	123.6493	170.2014	4	0	0	1	0	3	0	2	
	17	2018-11-07_09:09:10	0	Ltd Random	False	14.085	96.28568	95.95095	96.09661	90	90	0	150	5.008957E-06	5.008956E-06	150	73.74637	0.5333334	2014.056	216.3807	206.0658	0	463.7066	51.24937	76.33328	1000.32	31	4	5	1	0	7	13	4	
	19	2018-11-07_09:09:21	0	Presets_dockPreset_1	False	7.029928	97.80048	88.35297	93.31796	5.401107E-31	150	0	150	68.71817	120.087	27.44888	82.38387	0.5736156	1668.076	69.86072	131.9852	0	275.692	104.2179	922.1954	164.125	14	3	0	1	0	4	2	6	
	21	2018-11-07_09:09:38	0	Presets_dockPreset_4	True	10.59418	82.66125	92.89947	86.84315	110	38.61148	0	1.611493E-43	60.02335	96.78173	92.59959	85.06007	0.4422402	1118.819	254.3586	399.7065	0	150.9742	51.10574	105.6463	157.0275	25	4	2	1	7	7	2	4	
