All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-14_15:04:02	1	Ltd Random	True	4.920259	93.0567	73.24847	84.3157	90	128.9954	0	90	90	0	0	87.51381	0.4433282	1424.442	304.7615	277.8019	0	263.2672	78.48931	220.837	279.2849	19	0	0	1	0	1	10	10	
	2	2018-11-14_15:04:05	1	ZEROING DATA	True	2.245843	98.40455	99.89207	99.00845	1.165967E-09	2.154078E-20	0	1.165967E-09	0	0	0	100	2.591038E-12	1109.227	161.9925	238.4174	0	242.6371	165.9594	177.2935	122.9268	20	3	2	1	12	1	1	1	
	3	2018-11-14_15:04:08	1	Ltd Random	False	3.309052	91.33562	88.39648	89.56812	30	108.127	0	150	90	60	0	92.97613	0.4868077	711.9381	108.3075	131.282	0	202.5493	71.84347	95.46323	102.4925	8	2	1	1	0	0	2	4	
	4	2018-11-14_15:04:11	1	ZEROING DATA	True	2.306152	99.5116	99.7226	99.60081	2.143755E-10	5.521197E-21	0	1.070927E-09	0	0	0	100	1.428113E-12	1137.208	170.6665	230.4467	0	306.4026	156.9198	132.998	139.7745	10	1	3	1	3	1	1	1	
	5	2018-11-14_15:04:14	1	Ltd Random	True	3.134274	90.18586	89.74357	89.50985	30	107.8011	0	150	90	60	0	93.85618	0.4864457	649.5767	112.9614	141.5969	0	190.7928	78.33346	72.10667	53.78553	6	2	2	1	0	0	1	2	
	6	2018-11-14_15:04:16	1	ZEROING DATA	True	2.429744	98.79528	99.74012	99.1058	4.903497E-11	2.877577E-22	0	2.400433E-10	0	0	0	100	3.211981E-13	1152.803	168.0528	241.2305	0	315.346	160.4193	125.8253	141.929	6	1	1	1	1	1	1	1	
	7	2018-11-14_15:04:20	1	Ltd Random	True	3.901296	92.07519	81.55689	87.15414	30	69.99619	0	150	90	0	0	93.86	0.3777736	735.1824	117.6968	196.2195	0	220.1317	80.98788	66.7364	53.41018	11	1	2	1	0	4	4	2	
	8	2018-11-14_15:04:23	1	ZEROING DATA	True	2.010594	98.63248	97.71745	98.16787	5.047421E-09	1.947849E-18	0	2.479964E-08	0	0	0	100	3.31634E-11	928.6541	94.2187	173.4797	0	288.6088	165.4101	131.1339	75.80277	24	5	8	1	5	1	2	3	
	9	2018-11-14_15:04:30	1	Ltd Random	False	7.480568	84.29203	85.11021	84.58881	90	128.995	0	90	5.008957E-06	5.008957E-06	90	92.39478	0.4433278	567.4287	117.6848	250.3733	0	155.6629	0	6.734813	36.97278	8	2	0	1	0	1	7	0	
	10	2018-11-14_15:04:32	1	ZEROING DATA	True	2.184558	99.77208	99.17249	99.46232	2.142492E-09	7.249638E-20	0	2.142492E-09	0	0	0	100	4.761094E-12	858.8965	214.0145	303.1205	0	316.9741	2.031382	6.461517	16.29459	12	1	7	1	1	1	3	1	
	11	2018-11-14_15:04:40	1	Presets_dockPreset_1	False	7.179956	96.47392	94.08714	94.35808	0	150	0	150	71.81754	107.1643	85.24197	86.55692	0.6269153	1126.327	252.7177	262.095	0	180.0438	93.27797	107.9666	230.2261	6	4	1	1	0	0	0	2	
