All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-11_13:23:04	0	Presets_dockPreset_1	True	11.88685	98.43831	89.40988	94.25308	1.611493E-43	150	0	150	4.839966	68.01895	100.1075	81.87209	0.5255182	1260.845	258.3448	225.2892	0	536.145	18.65305	85.93839	136.475	21	8	1	1	1	9	2	2	
	3	2018-11-11_13:23:42	0	BAD DATA	False	33.71387	91.33324	40.31673	68.72369	110	38.35376	0	1.611493E-43	3.920105	94.83768	138.7034	69.94572	0.4286833	2039.448	665.0154	514.3438	0	299.1351	272.0743	44.27142	244.6086	33	2	11	1	4	18	0	0	
	5	2018-11-11_13:24:02	0	BAD DATA	True	19.1232	93.7841	74.28419	85.07047	90	90	0	90.00001	74.80706	120.6364	18.72327	66.7601	0.537963	3166.524	904.3178	557.2446	0	751.2413	218.8714	314.4451	420.4031	23	4	4	1	10	1	0	4	
	7	2018-11-11_13:24:39	0	BAD DATA	True	32.67836	89.8738	92.62599	90.20139	110	113.2489	0	135	43.21767	104.2196	41.79383	50.63803	0.6083112	3546.756	819.105	989.0676	0	763.7794	115.1525	281.9475	577.7044	26	2	4	1	0	0	4	16	
	9	2018-11-11_13:24:52	0	Ltd Random	False	8.021872	81.03876	92.57879	85.1918	90	90	0	30	4.695755E-06	150	150	78.62273	0.5666667	1870.272	175.5896	191.2965	0	347.8972	244.9472	383.1596	527.382	23	0	4	1	0	8	2	10	
	11	2018-11-11_13:25:02	0	Presets_dockPreset_2	False	7.073397	96.17543	95.57819	94.46569	90	90	0	89.99999	19.16373	15.32877	148.5665	85.91036	0.5033988	991.5623	147.3776	286.2415	0	183.5602	82.22237	81.16443	210.9963	22	0	0	1	5	8	4	5	
	13	2018-11-11_13:25:19	0	Ltd Random	True	9.891786	91.24248	91.76586	90.44999	30	107.9411	0	90.00001	5.008957E-06	90	5.008957E-06	89.8291	0.3532678	1389.911	242.0552	289.758	0	346.5469	158.626	132.1926	220.7326	10	0	0	1	0	4	6	2	
	15	2018-11-11_13:25:33	0	Presets_dockPreset_4	False	9.144055	85.28922	73.79998	77.75771	110	38.29199	0	8.526621E-41	61.68139	85.89246	18.66884	87.63632	0.349483	1823.299	287.648	737.9918	0	390.9281	115.1019	45.92325	245.7061	17	4	10	1	2	0	0	2	
	17	2018-11-11_13:25:49	0	Ltd Random	True	11.31554	98.29162	98.54642	98.37484	30	107.8004	0	89.99999	5.008957E-06	5.008956E-06	150	77.85022	0.4197783	1544.988	321.1718	214.2708	0	434.1262	105.3616	105.3619	364.6958	52	9	2	1	9	9	7	18	
	19	2018-11-11_13:26:04	0	Ltd Random	False	7.128283	90.44886	88.00837	89.00494	30	108.1842	0	150	5.008957E-06	90	5.008957E-06	87.98028	0.4202047	1147.617	206.0658	326.7982	0	316.4832	56.74537	58.47949	183.045	20	6	2	1	0	12	0	2	
	21	2018-11-11_13:26:19	0	Presets_dockPreset_3	False	9.846964	97.51199	62.14394	81.92857	110	113.2679	0	135	60.47223	48.5025	178.9373	70.2278	0.7179778	2661.978	157.0694	368.9959	0	447.7354	186.3676	726.2111	775.5991	10	3	0	1	1	6	0	0	
	23	2018-11-11_13:26:28	0	Presets_dockPreset_5	True	5.757333	95.9656	89.91301	91.69911	2.247683E-42	0	0	90	86.05621	117.1745	50.83879	85.953	0.3822995	1398.61	221.7727	277.8019	0	217.5529	95.30569	290.817	295.3599	34	5	23	1	0	0	4	4	
	25	2018-11-11_13:26:46	0	Presets_dockPreset_2	True	12.13228	98.36895	85.31017	91.05794	90	90	0	89.99999	59.67401	20.42123	34.19226	81.61076	0.4269861	1693.527	232.8567	226.227	0	297.9375	190.5125	274.0421	471.9523	28	3	5	1	6	6	0	8	
	27	2018-11-11_13:27:01	0	Ltd Random	True	9.084722	97.32905	92.04778	92.86493	30	30	0	29.99999	4.695755E-06	150	150	85.55296	0.4333333	1525.459	353.7578	451.047	0	257.02	69.72407	130.0412	263.8696	19	0	3	1	9	4	0	4	
