All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-12_11:01:17	0	Ltd Random	True	18.57277	93.61698	97.20221	95.12878	90	50.87872	0	150	5.008957E-06	90	5.008957E-06	87.38925	0.4231986	422.5882	112.0586	72.20494	0	124.4834	0	92.35674	21.48452	14	2	0	1	0	3	8	3	
	3	2018-11-12_11:02:28	0	BAD DATA	False	64.02435	96.83326	71.95647	85.07365	110	37.49591	0	1.611493E-43	60.9729	35.32492	171.5977	34.82573	0.4615461	4618.421	509.8897	781.1268	0	643.7506	295.596	1292.251	1095.81	62	12	16	1	31	0	4	0	
	5	2018-11-12_11:02:57	0	BAD DATA	False	27.96688	97.23579	58.9511	80.25695	90	90	0	89.99999	5.122642E-06	90	150	57.44593	0.5666667	2912.854	733.606	705.4063	0	529.6625	140.8186	291.7044	511.658	37	5	3	1	6	20	4	0	
	7	2018-11-12_11:03:51	0	Presets_dockPreset_2	True	28.12712	99.3237	94.9138	96.58913	90	90	0	89.99999	17.64529	169.0139	132.1592	40.14028	0.6542427	4036.756	308.4747	347.8971	0	413.7346	184.1538	1405.31	1377.185	46	3	7	1	21	0	9	6	
	9	2018-11-12_11:04:38	0	Ltd Random	True	13.83107	88.21835	71.45535	80.64824	30	30	0	150	90	0	0	89.20061	0.3333333	856.7101	153.0842	156.3661	0	124.249	78.62083	154.4417	189.9484	21	2	16	1	0	1	2	2	
	11	2018-11-12_11:05:09	0	Ltd Random	False	20.68608	94.69019	40.23791	71.16241	30	30	0	90.00001	90	150	0	67.40919	0.4333333	2452.347	349.7742	192.7033	0	446.5931	82.97053	709.0557	671.2498	61	4	10	1	27	19	0	2	
	13	2018-11-12_11:05:33	0	Ltd Random	True	12.90483	95.55132	58.85027	79.28159	90	129.5396	0	29.99999	90	60	0	82.37577	0.4439328	679.5402	83.69225	124.4834	0	113.2345	78.04025	126.1784	153.9117	41	1	0	1	39	0	0	2	
	15	2018-11-12_11:06:08	0	Presets_dockPreset_1	False	28.38486	58.85376	95.97231	73.92116	1.611493E-43	150	0	150	47.6952	74.48236	2.084656	76.95808	0.4714025	1149.465	265.1426	285.3036	0	354.4591	87.25884	43.81714	113.4838	18	4	0	1	0	0	0	16	
	17	2018-11-12_11:06:45	0	Ltd Random	True	20.16087	92.06653	54.59654	75.42355	90	90	0	150	90	90	0	83.22816	0.5666667	943.6489	105.725	286.2415	0	177.9319	72.14443	143.6665	157.9397	1	0	0	1	0	0	0	2	
	19	2018-11-12_11:07:31	0	Ltd Random	False	24.17927	94.8955	99.55608	96.89067	90	90	0	150	90	90.00001	0	30.78953	0.5666667	8395.687	229.5071	271.0033	0	338.5243	75.10593	3983.227	3498.32	28	8	0	1	0	9	5	7	
