All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-20_10:24:07	1	Presets_dockPreset_2	False	3.426605	92.27641	87.90217	89.20513	90	90	0	90	89.55499	171.1514	141.23	69.06328	0.746596	3301.043	91.89805	102.4468	0	129.8753	195.8965	1380.519	1400.407	10	0	2	1	0	2	6	0	
	2	2018-11-20_10:24:09	1	ZEROING DATA	True	1.475663	99.31625	98.51467	98.32918	5.25436E-06	3.075179E-13	0	5.25436E-06	0	0	0	100	1.167636E-08	2031.852	142.2865	212.6298	0	233.977	190.2203	607.9807	644.7581	4	1	1	1	1	0	0	1	
	3	2018-11-20_10:24:11	1	Ltd Random	False	2.471658	91.60757	95.22648	92.72031	90	90	0	90.00001	30	180	180	86.87209	0.7333333	1443.004	188.0282	108.0731	0	190.3684	107.4636	190.1668	658.904	2	0	0	1	2	0	0	0	
	4	2018-11-20_10:24:13	1	ZEROING DATA	True	1.353503	99.51159	98.50056	99.02402	2.039208E-05	4.623128E-12	0	2.039208E-05	0	0	0	100	4.531574E-08	1678.672	214.7217	155.4284	0	155.6808	132.0123	353.1117	667.7173	12	1	1	1	4	3	1	2	
	5	2018-11-20_10:24:18	1	Presets_dockPreset_1	True	5.429867	77.18114	84.67793	80.3726	1.491052E-31	150	0	150	74.41815	119.739	55.03936	85.69317	0.6102183	1001.556	325.3916	145.8168	0	145.5643	130.257	110.9062	143.6198	17	17	0	1	0	1	0	0	
	6	2018-11-20_10:24:21	1	ZEROING DATA	True	2.41154	99.149	99.13023	98.54192	1.611493E-43	7.985209E-22	0	3.430682E-10	0	0	0	100	3.811869E-13	831.7565	53.58374	45.47984	0	300.8775	167.0619	152.8721	111.8815	19	9	3	1	1	2	1	5	
	7	2018-11-20_10:24:28	1	Presets_dockPreset_4	True	7.541873	96.73006	94.95261	95.77373	110	37.8262	0	1.611493E-43	49.61977	79.69181	117.3676	78.31121	0.4383393	2193.759	405.0986	465.5818	0	402.653	69.35755	126.8156	724.2527	41	1	0	1	29	9	1	2	
	8	2018-11-20_10:24:31	1	ZEROING DATA	True	2.119095	99.186	97.57967	97.60836	5.63185E-09	1.013735E-19	0	0	0	0	0	100	6.257611E-12	1575.241	266.2239	195.5163	0	134.655	107.1099	188.202	683.5337	37	9	9	1	13	2	2	2	
	9	2018-11-20_10:24:33	1	Ltd Random	False	1.947389	86.08457	97.76221	88.64861	30	30	0	90	30	90	90	95.03413	0.4	646.7303	158.7105	103.8533	0	114.4624	54.41146	90.11637	125.1761	9	4	0	1	0	2	3	0	
	10	2018-11-20_10:24:35	1	ZEROING DATA	True	2.705126	99.28368	98.33356	98.33207	2.835195E-12	2.679637E-25	0	8.481204E-12	0	0	0	100	1.257378E-14	1127.106	98.07635	240.0583	0	269.2785	116.7406	173.3779	229.5741	33	9	7	1	7	6	3	1	
	11	2018-11-20_10:24:37	1	Ltd Random	True	1.883852	93.22049	95.06163	93.55444	90	90	0	90	30	90	90	92.92342	0.5333334	638.4726	131.9853	121.2014	0	147.4578	36.5976	83.82659	117.404	11	2	2	1	2	3	2	0	
	12	2018-11-20_10:24:40	1	ZEROING DATA	True	2.711703	99.44249	98.86616	98.39885	7.890324E-12	6.910246E-25	0	7.890324E-12	0	0	0	100	1.753405E-14	1446.604	203.3554	255.0619	0	260.1167	172.0135	222.6122	333.4445	33	9	5	1	7	2	3	7	
	13	2018-11-20_10:24:44	1	Presets_dockPreset_3	True	3.778844	95.7211	96.72462	95.74149	110	113.3096	0	135	20.29531	10.66305	107.3737	88.93923	0.551824	1126.517	130.6814	130.5786	0	219.4284	144.2389	251.86	249.7299	10	0	2	1	1	2	5	0	
	14	2018-11-20_10:24:47	1	ZEROING DATA	True	3.006348	98.94891	98.41132	98.56033	4.168952E-13	1.627156E-27	0	5.103571E-13	0	0	0	100	1.03028E-15	1455.749	244.3625	285.7726	0	346.6408	119.0251	96.36935	363.5791	43	9	9	1	13	5	3	4	
	15	2018-11-20_10:24:52	1	Ltd Random	False	4.844182	86.41164	90.12802	84.19909	30	109.4397	0	150	5.008957E-06	5.008956E-06	150	84.97816	0.4882663	1792.149	248.9893	287.6481	0	333.6191	111.626	124.5093	685.7572	16	8	2	1	0	6	2	0	
	16	2018-11-20_10:24:55	1	ZEROING DATA	True	3.062024	99.42603	98.31079	98.77852	5.75417E-14	3.929764E-28	0	2.833759E-13	0	0	0	100	3.787973E-16	1522.208	201.8024	299.3697	0	300.1165	199.6124	115.0089	406.2978	32	11	7	1	3	5	3	3	
	17	2018-11-20_10:24:59	1	Ltd Random	False	3.066592	89.68353	91.9283	86.55669	30	30	0	90	5.008957E-06	5.008957E-06	90	96.19379	0.2666667	620.6709	97.05481	179.8093	0	122.3735	65.48057	25.08178	130.8709	11	0	2	1	1	6	2	2	
	18	2018-11-20_10:25:01	1	ZEROING DATA	True	2.12194	99.70697	99.20461	99.29176	1.687496E-09	9.490828E-20	0	5.05943E-09	0	0	0	100	7.496584E-12	861.2604	37.77269	166.4467	0	232.5275	148.3693	54.09291	222.0512	21	3	3	1	7	3	3	3	
	19	2018-11-20_10:25:06	1	Presets_dockPreset_5	False	4.778192	95.73769	64.51154	77.37061	1.490317E-32	0	0	90	88.45352	73.55984	137.8023	87.31978	0.4331286	1249.769	144.0963	341.8018	0	289.26	102.9896	135.3013	236.3203	24	18	5	1	2	0	0	0	
	20	2018-11-20_10:25:09	1	ZEROING DATA	True	3.475692	98.82784	99.00941	98.59786	0	0	0	2.05652E-15	0	0	0	100	2.285023E-18	1355.075	100.9026	251.0767	0	212.2577	169.3177	371.4001	250.1201	48	13	9	1	7	9	3	8	
	21	2018-11-20_10:25:16	1	Ltd Random	True	6.252459	96.64215	89.25513	92.86255	90	129.3326	0	90	1.024528E-05	90	90	84.09351	0.543703	1200.338	193.9636	170.6665	0	336.5067	160.2946	114.0092	224.8979	22	0	13	1	0	6	1	2	
	22	2018-11-20_10:25:20	1	ZEROING DATA	True	4.063916	97.42777	99.05854	97.65013	3.545671E-18	1.988462E-37	0	3.545671E-18	0	0	0	100	7.879269E-21	1868.249	220.2607	354.9301	0	263.3726	277.8443	276.6186	475.2229	51	13	16	1	10	4	7	1	
	23	2018-11-20_10:25:23	1	Ltd Random	False	2.593671	94.74429	93.96777	91.05698	30	109.3443	0	150	30	90	180	91.77357	0.6548271	796.9079	146.4048	109.4798	0	149.8159	98.21143	102.538	190.4579	4	4	0	1	0	0	0	0	
	24	2018-11-20_10:25:26	1	ZEROING DATA	True	2.886209	99.11703	99.16708	98.21284	3.824237E-13	1.734662E-26	0	1.875889E-12	0	0	0	100	2.509236E-15	1496.889	150.2847	257.1719	0	313.6561	155.0477	203.5782	417.1502	35	9	6	1	10	2	5	3	
	25	2018-11-20_10:25:33	1	Presets_dockPreset_1	True	6.794477	96.17326	94.2684	94.55092	0	150	0	150	21.15609	51.79132	148.4453	81.04872	0.5793252	1491.82	255.2966	354.9301	0	163.5627	180.4469	99.43828	438.1456	22	12	3	1	0	2	0	6	
	26	2018-11-20_10:25:36	1	ZEROING DATA	True	3.30078	98.89295	98.70053	97.92267	0	2.814427E-30	0	2.025926E-14	0	0	0	100	2.251029E-17	1600.482	105.8274	360.0875	0	354.5971	205.8497	140.9243	433.1964	39	13	5	1	7	2	5	7	
	27	2018-11-20_10:25:39	1	Ltd Random	False	3.187545	75.66093	89.26237	75.63821	90	50.70734	0	90	90	0	0	94.27771	0.3563415	887.0902	116.1798	126.3588	0	312.614	129.0086	66.54322	136.3856	8	0	2	1	0	0	4	4	
	28	2018-11-20_10:25:45	1	ZEROING DATA	True	5.29781	98.50224	97.69284	97.80977	5.949615E-24	0	0	5.949615E-24	0	0	0	100	1.322137E-26	1614.737	170.8811	361.7285	0	303.6093	224.0053	310.4528	244.0601	71	25	12	1	14	7	7	6	
	29	2018-11-20_10:25:53	1	Presets_dockPreset_4	True	8.32352	91.43536	58.48716	77.0467	110	38.07782	0	0	77.50671	32.68665	19.93838	83.45168	0.3091217	3220.98	315.5258	433.2305	0	607.3054	266.4207	515.6849	1082.813	27	0	4	1	21	3	0	0	
	30	2018-11-20_10:25:59	1	ZEROING DATA	True	5.421078	99.08022	96.51349	97.62833	1.786736E-24	0	0	0	0	0	0	100	1.985262E-27	1785.323	273.6702	276.1609	0	212.0729	195.2732	405.343	422.802	63	9	1	1	31	4	10	9	
	31	2018-11-20_10:26:05	1	Ltd Random	False	6.55431	95.21471	92.71081	88.16689	90	90	0	30	30	30	180	83.90267	0.5	2064.035	277.9989	217.3185	0	478.5133	252.2452	347.9362	490.0234	11	2	1	1	6	0	0	2	
	32	2018-11-20_10:26:09	1	ZEROING DATA	True	3.179997	98.89297	97.60214	98.0253	4.646323E-14	2.409172E-29	0	1.559375E-14	0	0	0	100	6.895221E-17	1916.578	230.4259	217.7873	0	134.5848	177.5242	305.6089	850.6465	33	15	1	1	7	1	3	6	
	33	2018-11-20_10:26:11	1	Ltd Random	False	2.470285	69.72402	64.81261	54.99253	30	109.2398	0	90	90	150	0	94.89326	0.5213776	732.442	113.715	146.2854	0	178.1683	61.93832	82.86182	149.473	1	0	0	1	0	0	0	2	
	34	2018-11-20_10:26:25	1	ZEROING DATA	True	14.11959	98.65781	40.96622	68.20066	0	0	0	0	0	0	0	100	0	4516.967	383.3224	525.8308	0	648.9338	646.9352	1002.8	1309.142	221	43	51	1	95	10	8	16	
	35	2018-11-20_10:26:32	1	Presets_dockPreset_3	False	5.984211	97.11729	93.57906	93.03938	110	113.2715	0	135	79.47577	20.44992	43.12109	87.62154	0.5570203	1223.843	119.769	156.3661	0	170.7183	125.6415	311.0185	340.3301	8	0	1	1	1	2	4	0	
	36	2018-11-20_10:26:34	1	ZEROING DATA	True	2.420252	99.54416	98.64177	96.45842	2.145295E-10	4.342588E-22	0	2.610028E-10	0	0	0	100	5.283693E-13	1346.959	202.0802	231.1499	0	284.1318	176.3135	94.24023	359.0435	12	1	3	1	1	0	2	5	
	37	2018-11-20_10:26:37	1	Ltd Random	False	2.481038	86.52731	79.76973	83.10423	30	107.8622	0	150	1.024528E-05	90	90	93.973	0.5198469	711.2761	196.2195	123.3112	0	122.8426	84.84624	81.93481	102.1218	5	0	0	1	0	6	0	0	
