All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-02_12:17:27	0	Ltd Random	False	30.21419	93.81449	65.10111	81.07015	90	129.1492	0	29.99999	90	2.414837E-06	0	79.698	0.3768324	1366.122	108.7765	284.8348	0	444.0146	151.2437	164.7815	212.4722	20	0	2	1	4	4	2	10	
	3	2018-11-02_12:18:26	0	BAD DATA	True	58.11505	93.09198	96.2365	94.23628	90	50.41177	0	30	5.122642E-06	150	90	34.58538	0.4560131	5733.396	1219.117	1449.493	0	1114.651	567.8375	660.5629	721.73	56	3	0	1	8	23	9	14	
	5	2018-11-02_12:19:13	0	Ltd Random	False	24.58047	83.59106	56.90163	71.59109	90	50.87128	0	30	90	90.00001	0	63.03297	0.389857	4724.155	557.4822	580.9222	0	560.5268	91.15381	918.5015	2015.567	47	8	12	1	6	8	0	14	
	7	2018-11-02_12:20:06	0	Presets_dockPreset_1	True	40.88349	97.86118	97.01724	96.00532	1.611493E-43	150	0	150	20.03482	21.66961	48.90671	56.81563	0.4340124	3561.682	799.1085	619.1348	0	789.7312	83.26351	329.3123	941.1318	46	23	2	1	1	6	7	8	
	9	2018-11-02_12:20:25	0	Ltd Random	False	15.65824	87.54795	98.40801	91.76804	30	69.18277	0	90.00001	5.008957E-06	150	5.008956E-06	86.72565	0.3768697	656.4406	109.9487	151.4431	0	214.2709	8.013306	144.585	28.17954	27	0	2	1	2	10	3	12	
	11	2018-11-02_12:21:03	0	Presets_dockPreset_2	True	29.87608	98.36891	94.55298	96.56501	90	90	0	89.99999	6.574036	81.19498	156.9753	44.38503	0.5719382	2836.342	263.7998	354.2268	0	255.5309	237.119	438.9172	1286.748	79	23	13	1	11	23	7	2	
	13	2018-11-02_12:22:24	0	Ltd Random	False	15.3284	78.0959	89.50075	81.91984	30	69.60184	0	150	30	90	90	83.80421	0.5106687	1138.646	276.3952	248.0293	0	271.9457	23.8404	79.14252	239.2926	11	2	0	1	0	4	2	3	
	15	2018-11-02_12:22:53	0	Presets_dockPreset_3	False	16.90186	91.2757	81.06796	85.30187	110	113.262	0	135	14.31941	137.4847	65.34901	75.73395	0.6393501	905.2394	229.04	133.1573	0	292.3367	36.1685	37.9648	176.5721	24	1	2	1	0	12	0	9	
	17	2018-11-02_12:24:06	0	Presets_dockPreset_4	True	56.53487	85.77164	97.64237	90.31423	110	38.383	0	0	45.75623	124.8375	152.5831	34.13903	0.5239553	3616.472	737.0541	502.3877	0	1003.369	196.1626	668.1437	509.3541	66	2	14	1	10	26	10	5	
	19	2018-11-02_12:24:27	0	Ltd Random	True	15.52585	91.94038	55.57755	76.28149	30	69.69232	0	150	90	90	0	64.3597	0.4774359	5112.354	309.4505	209.3478	0	293.2744	86.91949	2026.25	2187.108	16	6	4	1	0	3	0	4	
	21	2018-11-02_12:24:46	0	Ltd Random	False	11.47656	93.60391	61.42542	79.14968	90	90	0	30	90	0	0	89.42992	0.3333333	1023.37	105.9633	260.9229	0	146.7544	66.5215	188.7648	254.4429	20	2	4	1	0	4	6	6	
	23	2018-11-02_12:25:08	0	Presets_dockPreset_5	True	10.84581	99.07006	41.44259	64.59074	0	0	0	89.99999	57.90955	159.5111	173.9079	86.14211	0.5348095	1006.603	94.60053	221.7728	0	333.3623	88.5886	119.9518	148.3266	11	1	5	1	7	0	0	0	
	25	2018-11-02_12:25:18	0	Ltd Random	True	5.842412	89.28387	92.74158	90.72749	30	109.0827	0	150	30	90	30	93.6986	0.4878697	507.3742	9.367954	124.249	0	214.0364	24.15109	79.70102	55.8686	5	0	1	1	0	1	3	0	
	27	2018-11-02_12:25:32	0	Ltd Random	False	8.082762	88.61577	70.23319	76.98164	90	129.5125	0	89.99999	30	180	30	87.96177	0.6105694	463.3633	114.0154	110.1831	0	185.9046	2.281952	2.258547	48.71962	15	1	0	1	12	0	0	2	
	29	2018-11-02_12:25:47	0	Ltd Random	False	9.679013	87.47786	43.46659	66.38316	90	50.5687	0	89.99999	90	150	0	91.35618	0.5228541	585.2975	131.0476	80.87911	0	119.6338	58.95642	43.45681	151.3237	3	0	2	1	0	0	0	2	
	31	2018-11-02_12:26:01	0	Presets_dockPreset_1	False	6.553698	96.58472	44.93732	72.91863	0	150	0	150	85.29997	133.4723	103.9062	79.02419	0.691865	776.4096	136.0535	162.4614	0	173.2453	76.89205	83.84283	143.9145	33	33	1	1	0	0	0	0	
	33	2018-11-02_12:26:39	0	Presets_dockPreset_2	False	30.10494	94.59451	85.26363	90.1714	90	90	0	90	23.55377	104.7397	170.7652	41.72147	0.6322874	2106.6	357.6499	339.4574	0	438.3879	116.8624	65.57388	788.6674	83	40	14	1	1	12	10	6	
	35	2018-11-02_12:27:15	0	Presets_dockPreset_4	False	11.57267	92.72719	94.04324	92.83525	110	38.41229	0	0	25.14389	124.6246	8.130188	87.48956	0.3403455	918.5374	162.9303	207.4723	0	242.1684	65.50407	102.3553	138.1074	33	0	12	1	5	2	0	15	
	37	2018-11-02_12:27:32	0	Ltd Random	True	9.914196	95.36759	61.39554	80.52203	30	108.1079	0	90	90	90.00001	0	88.0093	0.4534532	1252.889	176.7618	183.3259	0	257.4064	70.33072	369.2734	195.7903	9	0	0	1	3	1	2	4	
	39	2018-11-02_12:28:07	0	Presets_dockPreset_3	True	21.87294	96.22938	85.48038	91.43699	110	113.2975	0	135	86.67761	133.271	89.7992	31.35544	0.7422726	5260.598	185.2013	216.3806	0	203.7214	169.4564	3126.737	1359.101	36	0	11	1	2	15	6	2	
	41	2018-11-02_12:28:33	0	Ltd Random	False	16.99471	93.68481	62.74981	79.94473	30	69.56631	0	90	90	90	0	83.05547	0.4106292	1427.009	290.4615	207.4721	0	321.4063	71.91025	234.4841	301.2748	21	6	6	1	8	0	0	2	
	43	2018-11-02_12:28:45	0	Ltd Random	True	7.38184	98.08201	99.74501	98.76997	90	90	0	90	5.008956E-06	5.008956E-06	5.008956E-06	93.70992	0.3	558.5082	179.1061	211.4575	0	134.3295	0	0	33.61487	16	4	1	1	5	1	5	3	
	45	2018-11-02_12:28:58	0	Ltd Random	False	10.09948	98.07591	99.42838	98.43555	90	90	0	90	5.008957E-06	90	5.008957E-06	88.6295	0.4	632.6763	187.3112	130.5787	0	177.2306	0	77.64902	59.90686	25	1	2	1	11	3	5	5	
	47	2018-11-02_12:29:13	0	Ltd Random	False	8.459049	99.72028	99.48334	99.58776	90	50.30704	0	90	5.008956E-06	5.008956E-06	5.008956E-06	95.54514	0.2558967	494.9749	111.5897	227.6334	0	144.4101	0	0	11.34154	9	1	5	1	1	1	1	3	
	49	2018-11-02_12:29:22	0	Presets_dockPreset_5	False	5.953172	93.65384	82.88919	88.68314	1.611493E-43	0	0	90	88.22504	155.6607	122.5352	80.2346	0.5071344	1502.15	154.4906	143.238	0	257.8752	131.4482	547.9818	267.1167	36	2	24	1	5	5	2	0	
	51	2018-11-02_12:29:52	0	Ltd Random	True	22.46637	93.59286	63.68097	80.42597	30	69.63416	0	150	90	0	0	67.20088	0.3773713	3644.834	525.5965	351.6481	0	615.3839	228.6343	951.0753	972.4985	56	16	12	1	1	13	8	8	
	53	2018-11-02_12:30:15	0	Ltd Random	True	16.75258	97.31615	97.42314	96.98501	30	107.9437	0	150	5.008957E-06	5.008957E-06	90	85.02592	0.4199374	790.5308	269.6083	234.4321	0	191.0736	0	5.890778	89.52618	23	11	2	1	0	3	7	2	
	55	2018-11-02_12:30:41	0	Presets_dockPreset_2	False	21.04374	98.29848	96.82627	97.3411	90	90	0	90	82.16003	148.4838	69.84947	40.02711	0.6338814	4756.842	416.1168	401.1131	0	341.8212	126.1107	1915.534	1556.147	52	2	5	1	11	17	13	4	
	57	2018-11-02_12:31:21	0	Ltd Random	False	31.10657	99.75658	93.64017	96.99992	90	50.04559	0	90	5.008957E-06	5.008957E-06	90	71.58427	0.3556062	1880.129	485.9776	635.7798	0	401.8166	37.32211	17.46188	301.7717	60	9	11	1	15	7	4	16	
	59	2018-11-02_12:31:44	0	Ltd Random	True	17.96955	97.58199	97.31908	97.04709	90	129.5768	0	90	5.122642E-06	150	90	64.80287	0.6106409	2267.011	354.9302	371.5748	0	776.9064	111.4058	209.9414	442.253	34	4	1	1	9	2	8	11	
	61	2018-11-02_12:32:00	0	Ltd Random	True	10.9199	91.09683	98.23444	93.80431	30	69.1044	0	90	1.024528E-05	90	90	82.9609	0.410116	962.7133	241.6993	278.2708	0	238.4174	0	92.23502	112.0908	42	4	12	1	17	1	7	2	
	63	2018-11-02_12:32:17	0	Presets_dockPreset_4	True	12.13434	94.98502	98.75548	95.729	110	37.09705	0	0	45.76281	24.94937	79.26249	89.81463	0.3300797	872.2951	206.0658	268.4246	0	276.6299	12.86948	10.18985	98.11571	20	4	4	1	5	0	3	5	
	65	2018-11-02_12:32:31	0	Presets_dockPreset_1	False	7.200513	94.99589	95.47331	94.79084	9.642102E-32	150	0	150	35.47711	32.9418	24.90555	89.57015	0.4370272	766.4929	164.1023	238.6516	0	226.2269	41.32035	29.17443	67.01727	18	13	0	1	0	6	0	0	
	67	2018-11-02_12:32:57	0	Presets_dockPreset_3	False	20.46161	90.5575	49.44992	66.25558	110	113.2485	0	135	47.59138	141.5594	179.2643	66.31111	0.8074041	1926.333	469.0985	571.3109	0	459.9555	101.2423	102.116	222.6098	4	0	4	1	0	0	0	0	
	69	2018-11-02_12:33:21	0	Ltd Random	True	10.86689	84.36521	89.64673	86.61504	90	50.30139	0	150	1.024528E-05	90	90	82.22982	0.5225571	1413.931	347.9525	304.058	0	326.5639	28.05441	115.723	291.5791	19	4	2	1	0	11	3	0	
	71	2018-11-02_12:33:39	0	Presets_dockPreset_5	True	10.94019	97.1968	96.60571	96.78236	0	0	0	90	25.20779	15.43085	153.2114	81.10497	0.3153889	1597.007	235.1907	121.2014	0	418.0476	71.35215	44.74335	706.4716	66	7	38	1	0	9	6	8	
