All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-20_10:09:14	0	Presets_dockPreset_2	False	1.822094	97.7447	40.00182	68.37216	90	90	0	89.99999	39.80267	157.4176	156.8282	94.63914	0.6933872	390.9302	94.00723	109.9482	0	117.6849	26.51637	0	42.77356	5	0	1	1	4	0	0	0	
	3	2018-11-20_10:09:35	0	Presets_dockPreset_1	False	18.75209	95.42033	61.57683	74.46027	1.611493E-43	150	0	150	36.97468	109.1716	21.96111	68.97044	0.5201194	2890.644	568.9664	594.0504	0	814.1822	358.7549	133.5698	421.1187	24	10	1	1	0	0	0	14	
	5	2018-11-20_10:09:45	0	Ltd Random	False	5.121859	93.36509	93.9241	92.40878	90	90	0	29.99999	90	0	0	93.82227	0.3333333	941.1334	284.1315	109.4797	0	218.0218	51.55495	47.17382	230.7715	8	0	2	1	0	0	2	6	
	7	2018-11-20_10:09:54	0	Ltd Random	True	4.421454	88.14925	36.64721	64.52673	90	51.03357	0	29.99999	90	150	0	91.82582	0.456704	947.6745	120.9669	191.2965	0	149.3332	119.7293	91.99013	274.3585	9	2	2	1	0	0	0	6	
	9	2018-11-20_10:10:02	0	Ltd Random	False	4.829838	88.28819	52.78255	70.36295	90	90	0	29.99999	90	90	0	93.37447	0.4333333	1045.983	138.0804	131.7508	0	505.9043	50.71035	41.55708	177.9801	1	0	0	1	0	0	0	2	
	11	2018-11-20_10:10:19	0	Ltd Random	False	14.31182	91.65521	81.60763	86.68932	90	129.5327	0	150	30	90	90	80.22482	0.6439252	839.8567	191.0232	186.1389	0	180.747	27.47415	71.83537	182.638	16	2	0	1	0	8	4	2	
	13	2018-11-20_10:10:30	0	Ltd Random	True	4.488569	83.81479	93.32546	87.85237	90	50.85611	0	90.00001	30	30	90	94.34664	0.4231735	687.0865	185.0533	112.0584	0	214.0364	40.43885	25.35092	110.1484	4	2	0	1	0	1	1	0	
	15	2018-11-20_10:10:41	0	Presets_dockPreset_3	True	7.660409	94.09473	92.45081	93.05756	110	113.2978	0	135	51.9365	7.925694	129.1136	79.96772	0.6080818	1028.298	161.2296	135.5017	0	151.4431	88.31081	90.26144	401.5512	30	0	2	1	1	5	16	6	
	17	2018-11-20_10:10:51	0	Ltd Random	False	3.595123	96.73251	88.27261	90.41555	90	128.9841	0	89.99999	5.122642E-06	90	150	90.18963	0.6099824	948.7919	180.5285	149.3332	0	270.2244	70.75587	98.59303	179.3569	7	2	1	1	0	2	3	0	
	19	2018-11-20_10:11:00	0	Ltd Random	True	5.663166	98.01695	94.02999	96.00857	90	129.1935	0	89.99999	1.024528E-05	90	90	86.24043	0.5435483	1065.118	93.43929	119.0914	0	242.8716	138.0451	174.4014	297.2699	18	0	4	1	5	3	5	2	
	21	2018-11-20_10:11:06	0	Ltd Random	True	3.246824	95.41003	94.6319	93.97263	30	30	0	89.99999	1.024528E-05	90	90	93.19804	0.3666667	830.3972	244.4411	129.6409	0	131.2819	42.61348	84.96887	197.4507	15	5	7	1	0	2	2	0	
	23	2018-11-20_10:11:14	0	Presets_dockPreset_4	False	3.712917	76.22774	85.4953	76.54546	110	37.39157	0	4.12127E-35	55.62854	66.90921	62.87326	92.33835	0.3697807	1100.653	210.9888	220.1317	0	303.1207	72.68681	107.7742	185.951	13	4	0	1	8	0	2	0	
	25	2018-11-20_10:11:22	0	Presets_dockPreset_5	False	4.175517	89.38937	58.46775	71.69292	2.639161E-36	1.611493E-43	0	89.99999	80.0005	61.78516	2.516174	93.91287	0.2603354	1120.636	297.9631	254.3587	0	236.0731	22.77603	52.41417	257.0514	17	6	12	1	0	0	0	2	
	27	2018-11-20_10:11:32	0	Ltd Random	True	7.132537	87.92986	51.28446	71.62137	30	69.56015	0	89.99999	90	0	0	85.09753	0.3106224	3084.364	183.5601	183.5604	0	246.3099	135.6057	1049.896	1285.432	20	0	2	1	4	4	4	8	
	29	2018-11-20_10:11:43	0	Presets_dockPreset_4	True	7.374735	84.54155	65.17466	74.86483	110	38.67828	0	1.611493E-43	87.97754	64.8653	69.91855	86.23889	0.4127107	2596.849	244.2781	363.8386	0	321.4063	182.6995	1123.92	360.7073	1	0	0	1	2	0	0	0	
	31	2018-11-20_10:12:02	0	Ltd Random	True	4.617985	81.50385	40.54926	63.31593	90	129.6724	0	30	90	0	0	86.45966	0.3774138	2625.868	270.5345	299.6042	0	298.6056	102.6146	788.677	865.8325	10	2	0	1	4	0	4	2	
	33	2018-11-20_10:12:10	0	Ltd Random	True	6.370899	98.5099	81.81715	90.89657	90	90	0	89.99999	90	60	0	74.56858	0.4666667	2412.5	179.8093	141.128	0	155.8973	107.3493	838.2689	990.0471	48	5	2	1	28	10	2	2	
	35	2018-11-20_10:12:17	0	Presets_dockPreset_1	True	4.12751	97.96753	83.11421	91.49324	4.728564E-32	150	0	150	74.2495	90.36719	88.65765	86.18533	0.6147493	1034.453	240.1923	198.3295	0	155.4447	105.7641	128.7561	205.9665	16	13	1	1	0	1	2	0	
	37	2018-11-20_10:12:25	0	Ltd Random	True	3.826881	90.98591	94.65408	92.36758	30	68.97388	0	30	90	60	0	93.49099	0.309971	1117.19	201.7729	133.3918	0	205.0785	65.01434	192.4363	319.4961	12	2	2	1	0	1	2	6	
	39	2018-11-20_10:12:34	0	Presets_dockPreset_3	True	5.893978	89.39232	91.96822	90.45421	110	113.2987	0	135	34.78046	87.98734	139.902	76.22189	0.689965	1056.881	96.64835	141.1279	0	176.8153	134.4883	185.65	322.1511	37	0	8	1	0	11	10	8	
	41	2018-11-20_10:12:41	0	Ltd Random	True	3.066644	89.55606	96.42695	91.20147	30	107.8512	0	150	5.008956E-06	5.008956E-06	5.008956E-06	95.66998	0.3198346	547.1672	170.0863	148.6299	0	151.6775	12.72696	5.72453	58.32196	11	2	2	1	0	4	2	4	
	43	2018-11-20_10:12:47	0	Presets_dockPreset_2	False	3.302698	97.43081	93.85335	93.13086	90	90	0	89.99999	8.417787	43.35036	7.142426	95.55234	0.3654562	486.7473	112.9963	114.4028	0	118.6217	38.86487	28.67338	73.18822	9	1	2	1	1	0	3	2	
	45	2018-11-20_10:12:58	0	Presets_dockPreset_5	True	6.649062	98.04737	96.76658	96.57677	1.611493E-43	1.611493E-43	0	89.99999	37.81716	163.8593	66.73553	84.01411	0.3982355	1249.272	128.7305	221.7726	0	219.4556	153.3255	257.2548	268.7338	43	17	13	1	2	6	1	6	
	47	2018-11-20_10:13:12	0	Presets_dockPreset_3	True	10.5444	89.19314	77.49846	83.66566	110	113.2711	0	135	71.80694	89.86688	104.6993	71.17327	0.6940491	2298.974	222.1054	193.172	0	158.3488	127.5344	528.983	1068.83	16	0	8	1	0	4	0	4	
	49	2018-11-20_10:13:22	0	Ltd Random	False	3.972306	90.92091	91.49423	91.02057	90	129.0014	0	29.99999	1.024528E-05	90	90	88.00566	0.4766683	1219.057	258.0026	296.3221	0	333.8311	57.63499	108.8818	164.384	19	0	3	1	6	3	6	2	
	51	2018-11-20_10:13:26	0	Ltd Random	True	1.765571	89.97549	96.03448	91.43623	90	50.56421	0	29.99999	5.008956E-06	5.008956E-06	5.008956E-06	98.75817	0.1895158	378.7062	103.5867	114.8717	0	97.75815	14.15237	2.044312	46.29312	2	0	0	1	0	2	1	2	
	53	2018-11-20_10:13:31	0	Ltd Random	False	2.768242	85.84289	96.49233	89.02237	30	30	0	30	30	30	30	97.70702	0.2	469.6622	73.61157	86.03649	0	103.8534	59.01291	72.91188	74.23592	8	0	0	1	2	0	2	4	
	55	2018-11-20_10:13:37	0	Ltd Random	False	3.301255	88.70675	38.97514	65.95898	90	90	0	150	90	150	0	93.1326	0.6333333	754.2009	132.4541	120.0292	0	162.4614	62.04303	78.33984	198.8733	1	0	0	1	0	0	0	2	
	57	2018-11-20_10:13:46	0	Presets_dockPreset_2	False	6.649141	99.31928	70.87628	84.51127	90	90	0	89.99999	49.11306	169.4433	52.70291	83.97908	0.6013992	1599.027	180.6228	135.5017	0	154.232	66.76181	148.7417	913.1671	9	5	1	1	1	2	0	0	
	59	2018-11-20_10:13:53	0	Presets_dockPreset_1	True	4.063849	98.53234	95.93066	96.42348	1.281961E-30	150	0	150	5.128907	113.2863	47.91886	87.64213	0.518149	978.6175	239.6042	248.029	0	150.4438	68.62209	113.9502	157.9683	20	15	1	1	0	4	2	0	
	61	2018-11-20_10:14:00	0	Ltd Random	True	3.712549	96.03287	96.10516	95.54219	90	90	0	150	1.024528E-05	90	90	91.95983	0.5666667	847.599	207.4723	116.9816	0	164.3461	72.72712	96.74057	189.3313	4	1	0	1	0	2	2	0	
	63	2018-11-20_10:14:06	0	Ltd Random	True	2.94822	93.6397	96.08241	93.76454	30	69.09241	0	150	90	2.414837E-06	0	95.04436	0.3767693	620.4764	94.35931	97.28922	0	142.8867	88.76586	62.80082	134.3747	8	0	1	1	0	0	5	4	
	65	2018-11-20_10:14:12	0	Ltd Random	True	4.06664	96.44245	97.34899	96.354	90	129.1119	0	150	5.122642E-06	150	90	89.69831	0.676791	915.4732	95.3186	133.3917	0	136.1098	114.2447	209.0438	227.3644	5	1	0	1	0	4	1	0	
	67	2018-11-20_10:14:28	0	Ltd Random	False	10.96794	83.12015	79.75837	78.10868	90	129.6596	0	30	30	180	30	60.17952	0.5440662	5622.257	596.7958	319.7652	0	595.2228	252.5343	2289.236	1568.701	13	6	1	1	0	4	2	0	
	69	2018-11-20_10:14:35	0	Ltd Random	True	4.131507	89.51808	99.16618	93.60384	90	129.0768	0	89.99999	5.008957E-06	90	5.008957E-06	91.46962	0.4434187	710.6246	127.1132	112.5273	0	244.1373	53.06302	75.51111	98.27258	16	1	0	1	2	9	3	3	
