
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	1.64101	2.109925	0	0.703291	0.0175673	-0.4555359	0.0328362	
1	-0.267395	0.7032928	0	-0.0329895	0.001902477	-0.3536987	0.009374891	
2	-0.267395	0	0	-0.267395	-0.002526987	-0.4660339	0.02244581	
3	-0.267395	-1.406586	0	0.904754	-0.002526987	-0.4660339	0.02244581	
4	-1.205139	0.4688645	0	-0.267395	-0.001164545	-0.6863708	0.02826023	
5	0.2014612	0.2344284	0	-0.267395	0.02447542	-0.6707458	0.02825195	
6	0.6703256	2.668037E-08	0	-0.5018311	0.08842623	-0.2452393	0.01338593	
7	0.9047541	0.7032928	0	-0.267395	0.1920851	0.4828616	-0.01266479	
8	0.4358897	-1.17215	0	1.608055	0.1671249	0.3802828	-0.01080322	
9	-1.439575	-0.234436	0	-0.0329895	0.1120932	0.09316795	0.005299326	
10	-0.267395	-0.4688721	0	-0.267395	0.004572927	1.222932	0.09109768	
11	-0.267395	-0.234436	0	-0.0329895	-0.09924316	4.346022	0.02296883	
12	-0.5018311	-4.68866	0	-0.0329895	-0.1785583	13.08103	-0.1166382	
13	-0.0329895	-23.91208	0	2.545783	-0.1595764	22.25939	-0.3659363	
14	-2.142853	-34.46152	0	0.9047541	-0.0632019	27.89438	-0.06890869	
15	-0.9707031	-33.75821	0	-0.267395	-0.0748291	30.02876	0.5977681	
16	-0.267395	-39.15015	0	7.703286	0.01966654	32.20727	0.8309986	
17	0.4358892	-45.71423	0	7.937722	0.2522749	34.48903	1.001257	
18	0.4358892	-45.4798	0	7.937722	0.5351042	35.70396	3.970053	
19	0.4358892	-45.01096	0	8.875443	1.144778	35.75827	7.357075	
20	-10.34799	-32.82047	0	6.296692	1.700208	37.20433	8.818088	
21	-27.93039	-32.35162	0	4.421235	2.195179	38.91592	10.64494	
22	-45.04391	-14.06592	0	1.373619	1.72022	40.56173	13.52639	
23	-62.39188	-8.439545	0	-0.267395	0.147747	41.06361	14.54857	
24	-62.86075	-1.875458	0	1.608055	2.769498	38.87436	10.18182	
25	-60.51642	-0.7033081	0	1.608055	8.419197	36.52689	1.782534	
26	-36.60437	0.4688689	0	0.2014618	7.064288	33.53585	-8.561646	
27	-9.87912	1.406598	0	0.4358902	1.12177	31.77594	-15.832	
