All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-27_19:11:59	0	Ltd Random	False	46.80969	90.08967	88.33047	88.60569	30	69.10797	0	90	30	90	30	26.00334	0.3767866	7657.906	738.4605	1370.489	0	1923.75	1205.952	845.5842	1573.675	146	10	20	1	50	60	0	6	
	2	2018-11-27_19:12:02	0	ZEROING DATA	True	2.39024	99.05578	98.33826	98.43687	0	0	0	0	0	0	0	100	0	703.0362	18.2971	201.6115	0	195.2935	100.2091	143.7609	43.86404	8	1	1	1	1	5	0	1	
	3	2018-11-27_19:12:07	0	Presets_dockPreset_1	False	4.585902	58.29992	89.86143	71.18855	0	150	0	150	62.21103	119.4784	92.14807	89.07184	0.6375973	755.37	148.1869	88.1464	0	156.1171	52.49014	113.2972	197.1325	10	2	0	1	0	6	1	2	
	4	2018-11-27_19:12:12	0	ZEROING DATA	True	5.11034	98.82784	97.51818	98.01175	0	1.611493E-43	0	7.380169E-23	0	0	0	100	8.200188E-26	1691.729	210.9919	166.9156	0	287.1762	245.4145	378.8349	402.3955	28	1	3	1	3	7	6	9	
	5	2018-11-27_19:12:17	0	Presets_dockPreset_2	False	5.482812	95.87329	64.20052	69.92138	90	90	0	89.99999	85.54315	28.6633	133.2178	91.46912	0.5749159	835.5675	147.4577	159.6482	0	181.2159	72.58056	76.92918	197.7359	3	3	0	1	0	0	0	0	
	6	2018-11-27_19:12:20	0	ZEROING DATA	True	2.23581	99.49049	99.54805	99.45522	1.415245E-09	2.224091E-20	0	1.415245E-09	0	0	0	100	3.144989E-12	923.5213	177.3891	221.5382	0	222.3175	152.2121	2.171367	147.8929	11	1	3	1	1	1	5	1	
	7	2018-11-27_19:12:26	0	Ltd Random	True	6.073081	82.74827	76.96954	79.58327	90	90	0	150	30	90	90	88.98174	0.6	629.0677	23.91202	104.5567	0	255.062	66.41881	57.43728	121.6808	12	0	2	1	0	10	0	0	
	8	2018-11-27_19:12:28	0	ZEROING DATA	True	1.945313	99.47904	99.10821	99.1636	3.347649E-08	1.24647E-17	0	5.529235E-08	0	0	0	100	9.863205E-11	747.2042	6.798523	226.4613	0	293.2827	50.40397	145.6796	24.57806	9	1	1	1	3	3	1	1	
	9	2018-11-27_19:12:45	0	Presets_dockPreset_4	True	16.80489	83.99114	63.92809	73.90657	110	37.55585	0	1.611493E-43	11.85526	70.58559	96.1868	80.91106	0.3624261	3286.501	320.2211	442.8418	0	427.3695	148.2743	663.8726	1283.919	7	0	6	1	2	0	0	0	
	10	2018-11-27_19:12:48	0	ZEROING DATA	True	2.938486	99.47901	99.49771	99.34058	6.078847E-13	1.28334E-27	0	0	0	0	0	100	6.754275E-16	1141.827	232.9958	91.89737	0	185.2312	139.3366	188.9949	303.3708	17	1	5	1	1	3	3	5	
	11	2018-11-27_19:12:55	0	Presets_dockPreset_3	True	6.834347	96.16009	81.88027	87.96789	110	113.2468	0	135	5.532681	30.44678	144.2884	88.27268	0.5983496	876.5091	219.194	148.1611	0	164.5712	74.57745	123.8637	146.1415	8	0	4	1	2	2	0	0	
	12	2018-11-27_19:12:58	0	ZEROING DATA	True	3.356289	99.31624	98.94276	98.91477	9.263954E-15	8.071049E-31	0	1.130023E-14	0	0	0	100	2.284909E-17	1306.504	219.7047	255.7653	0	321.8332	96.46021	124.1037	288.6371	20	1	1	1	3	7	3	5	
	13	2018-11-27_19:13:03	0	Presets_dockPreset_5	True	4.180181	96.31767	97.25883	95.88551	5.490644E-35	1.611493E-43	0	89.99999	10.5296	41.71304	50.11578	97.43894	0.2137316	480.2389	86.97418	17.58238	0	191.9998	27.21653	39.12683	117.3392	7	3	1	1	0	4	1	0	
	14	2018-11-27_19:13:05	0	ZEROING DATA	True	2.290026	99.46278	95.70219	97.24361	1.611493E-43	0	0	7.971231E-10	0	0	0	100	8.856923E-13	517.9314	16.64465	18.98901	0	244.4539	21.07062	84.1548	132.6183	14	1	1	1	1	8	4	2	
	15	2018-11-27_19:13:23	0	Ltd Random	False	17.8263	95.43971	67.12439	81.0104	30	108.8978	0	150	90	90.00001	0	59.67313	0.5209975	4757.689	917.0978	687.1199	0	611.8675	195.4711	401.7285	1944.401	24	6	4	1	3	0	0	12	
	16	2018-11-27_19:13:28	0	ZEROING DATA	True	4.359256	99.46813	97.67141	97.9795	3.390331E-20	1.307103E-40	0	1.498631E-19	0	0	0	100	2.041848E-22	1988.276	208.6053	586.5488	0	430.6909	222.7523	106.752	432.9273	40	5	13	1	9	4	0	9	
	17	2018-11-27_19:13:35	0	Presets_dockPreset_4	False	7.714908	84.2507	90.89082	85.17237	110	38.2905	0	1.611493E-43	40.13153	51.97832	26.85858	88.42133	0.2969543	1727.648	155.8973	188.9521	0	225.094	207.0418	420.3765	530.2864	29	2	0	1	4	2	12	10	
