All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-02_08:38:14	1	Ltd Random	False	5.433676	91.78445	98.64669	94.71001	90	129.9213	0	30	5.008956E-06	5.008956E-06	5.008956E-06	95.61698	0.2776904	535.0165	148.3954	166.4466	0	187.5456	0	6.537567	26.09126	10	2	0	1	3	1	2	5	
	2	2018-11-02_08:38:16	1	ZEROING DATA	True	1.902335	92.67399	99.40781	95.5194	5.119592E-08	4.165465E-17	0	1.712443E-08	0	0	0	100	7.59115E-11	446.0841	212.3954	130.8131	0	93.30392	0	9.571655	0	6	5	0	1	0	1	1	1	
	3	2018-11-02_08:38:26	1	Presets_dockPreset_1	True	10.00023	89.49326	47.29022	70.52541	0	150	0	150	89.42633	8.330337	18.45861	74.20275	0.4624614	2778.225	429.4647	342.9742	0	466.7394	82.95709	703.219	752.8699	37	29	0	1	0	6	2	0	
	4	2018-11-02_08:38:30	1	ZEROING DATA	True	3.956972	92.02281	99.78889	95.30582	0	1.811015E-36	0	1.619895E-17	0	0	0	100	1.799883E-20	1323.776	65.62617	277.0986	0	307.824	144.8142	291.8007	236.6119	13	7	2	1	2	1	1	1	
	5	2018-11-02_08:38:57	1	Ltd Random	True	26.08545	84.79957	62.285	74.70444	90	90	0	150	90	90	0	59.93475	0.5666667	3261.794	718.2996	730.7247	0	776.6257	151.9011	370.1273	514.1144	25	2	14	1	0	6	0	4	
	6	2018-11-02_08:39:02	1	ZEROING DATA	True	5.073815	99.47887	97.2511	98.42016	1.054999E-23	0	0	1.490113E-23	0	0	0	100	2.827902E-26	1414.316	223.8821	352.3513	0	387.5167	149.3794	108.5538	192.6325	33	11	9	1	9	1	0	3	
	7	2018-11-02_08:39:08	1	Ltd Random	True	6.269877	91.87393	39.87075	69.49019	30	30	0	90	90	90.00001	0	88.4249	0.3666667	1829.858	164.8058	264.9083	0	151.1372	83.71935	566.0676	599.2199	14	12	0	1	0	1	0	2	
	8	2018-11-02_08:39:15	1	ZEROING DATA	True	6.308774	99.08831	89.00285	94.74137	3.173286E-29	0	0	9.464375E-29	0	0	0	100	1.404185E-31	2230.015	237.5502	294.2122	0	295.3136	170.9296	557.0204	674.9891	65	19	25	1	17	1	0	3	
	9	2018-11-02_08:39:24	1	Presets_dockPreset_4	True	8.928827	83.05385	96.44755	88.57948	110	37.64874	0	5.287318E-39	0.5380249	81.24289	55.08475	84.31979	0.3161271	2067.215	370.2389	395.9555	0	811.6036	43.77	121.4843	324.1625	41	0	10	1	16	7	10	0	
	10	2018-11-02_08:39:26	1	ZEROING DATA	True	2.534423	97.07495	99.06782	97.73536	5.890802E-11	1.147902E-23	0	0	0	0	0	100	6.545336E-14	1000.516	207.7261	184.498	0	207.4531	29.94427	170.3839	200.5111	18	5	2	1	5	5	1	1	
	11	2018-11-02_08:39:58	1	Presets_dockPreset_3	True	31.77374	84.59242	95.55485	88.74524	110	113.2603	0	135	75.10965	135.9085	4.905853	37.21613	0.6379826	5763.626	804.8054	980.3948	0	945.9321	66.32385	1649.132	1317.038	18	0	0	1	0	6	4	8	
	12	2018-11-02_08:40:03	1	ZEROING DATA	True	4.825422	99.12594	97.29858	98.04762	0	0	0	0	0	0	0	100	0	1873.877	286.1425	263.736	0	226.0915	152.4221	641.3737	304.1118	24	3	16	1	3	1	0	1	
	13	2018-11-02_08:40:29	1	Presets_dockPreset_2	False	25.9118	93.64777	87.11951	88.39975	90	90	0	90	25.43927	42.46985	126.5408	64.41219	0.5160554	3204.941	594.8894	397.3624	0	607.8821	36.0463	117.3867	1451.374	22	8	4	1	8	0	2	0	
	14	2018-11-02_08:40:34	1	ZEROING DATA	True	4.531434	99.34882	99.48241	99.38226	1.137872E-21	0	0	1.137872E-21	0	0	0	100	2.528605E-24	1334.661	240.0585	294.2121	0	328.9081	13.0234	50.43318	408.0255	18	3	5	1	5	3	1	1	
	15	2018-11-02_08:40:39	1	Ltd Random	True	5.383807	90.96786	93.78171	91.67429	30	30	0	90	1.024528E-05	90	90	93.51299	0.3666667	630.8049	150.7902	215.6776	0	130.0593	0	90.61136	43.66647	13	0	4	1	0	4	6	0	
	16	2018-11-02_08:40:43	1	ZEROING DATA	True	3.612421	99.20454	99.35787	99.21606	1.456771E-16	7.072309E-34	0	4.369585E-16	0	0	0	100	6.473728E-19	992.8032	173.0614	205.5969	0	297.6782	5.806293	177.7492	132.9115	10	5	1	1	1	1	1	1	
	17	2018-11-02_08:40:51	1	Presets_dockPreset_5	False	8.000863	80.89032	79.16377	77.43501	0	0	0	90	52.5215	48.38266	132.5085	69.03333	0.3593475	5117.386	243.5747	277.3331	0	346.4906	82.49963	2852.643	1314.844	54	12	30	1	2	2	0	10	
	18	2018-11-02_08:40:56	1	ZEROING DATA	True	4.197752	99.38136	98.15839	98.76791	0	0	0	7.031362E-19	0	0	0	100	7.812625E-22	2750.922	217.7873	107.8387	0	168.3222	219.3087	1066.679	970.9857	35	7	11	1	9	1	0	7	
	19	2018-11-02_08:41:11	1	Presets_dockPreset_4	False	15.61581	68.06382	91.95234	77.74076	110	36.73117	0	0	23.98899	84.75043	156.1976	65.72662	0.4574091	2931.358	436.9811	381.8896	0	653.8312	135.4663	172.1429	1151.048	61	0	6	1	26	8	10	12	
	20	2018-11-02_08:41:21	1	ZEROING DATA	True	9.591274	99.111	99.42262	99.23476	1.611493E-43	0	0	0	0	0	0	100	0	1643.689	136.9438	364.5417	0	445.6909	133.7917	184.4633	378.2574	69	3	35	1	21	1	7	3	
	21	2018-11-02_08:41:31	1	Presets_dockPreset_2	False	9.967447	94.1061	69.27524	82.93161	90	90	0	90	76.53724	45.90265	24.71096	85.50742	0.4635009	1130.018	186.1036	168.3221	0	358.2121	74.09483	160.8791	182.406	20	0	2	1	14	2	0	2	
	22	2018-11-02_08:41:34	1	ZEROING DATA	True	3.191888	98.33944	98.16554	98.06298	4.011991E-14	1.803482E-29	0	4.011991E-14	0	0	0	100	8.915536E-17	1260.322	228.3458	259.7507	0	268.65	153.0222	124.5191	226.0346	27	10	10	1	1	1	0	5	
	23	2018-11-02_08:41:49	1	Presets_dockPreset_1	True	14.48356	93.72605	57.55133	75.55351	0	150	0	150	50.43575	86.13284	114.3073	58.44943	0.6120843	2140.019	462.2085	432.527	0	352.3423	75.93506	380.6594	436.3456	64	59	0	1	0	4	2	0	
	24	2018-11-02_08:41:53	1	ZEROING DATA	True	4.189721	98.43246	97.03474	97.67496	0	8.603874E-39	0	1.101241E-18	0	0	0	100	1.223601E-21	1872.324	91.09357	330.7835	0	311.6942	165.0483	687.1558	286.5485	31	22	1	1	1	1	0	7	
	25	2018-11-02_08:42:24	1	Presets_dockPreset_3	True	30.15396	96.37843	96.8186	96.46323	110	113.2739	0	135	58.27078	179.591	4.83551	42.82481	0.6677457	4247.023	697.2281	754.1675	0	863.8548	272.2034	672.8554	986.7129	26	4	4	1	2	5	4	8	
	26	2018-11-02_08:42:27	1	ZEROING DATA	True	3.170584	98.33944	98.96996	98.51029	0	0	0	0	0	0	0	100	0	1642.423	220.8288	292.3368	0	290.4675	141.3164	374.5215	322.9521	18	3	4	1	2	3	3	3	
	27	2018-11-02_08:42:32	1	Presets_dockPreset_5	False	5.378025	97.48277	92.06459	94.73057	0	0	0	90	43.69196	104.8202	133.8052	82.38229	0.4136859	1020.914	167.8533	198.5639	0	247.3258	91.50818	151.2031	164.4592	55	17	27	1	0	6	4	2	
	28	2018-11-02_08:42:35	1	ZEROING DATA	True	2.651107	99.15343	96.16573	97.82083	0	0	0	1.617776E-11	0	0	0	100	1.797529E-14	1011.622	59.07681	94.24162	0	237.5495	129.6151	166.3827	324.7565	39	11	16	1	9	1	0	3	
	29	2018-11-02_08:42:43	1	Ltd Random	True	7.548423	94.12417	95.27254	94.35219	30	108.0738	0	150	5.008957E-06	90	5.008957E-06	92.6021	0.420082	706.2188	181.9193	211.4575	0	219.6628	0	93.17911	0	6	4	0	1	0	1	2	1	
	30	2018-11-02_08:42:47	1	ZEROING DATA	True	4.295517	98.71115	99.85733	99.19711	9.570375E-20	1.087266E-39	0	4.603545E-19	0	0	0	100	6.178426E-22	1081.555	184.2149	250.8423	0	399.9897	3.278136	243.2302	0	38	15	10	1	10	1	3	1	
	31	2018-11-02_08:43:01	1	Ltd Random	False	13.19056	85.52589	89.53139	87.05479	30	69.50287	0	30	5.122642E-06	90	150	82.08113	0.4105587	1845.452	402.4709	534.7394	0	511.9998	56.21685	97.56033	242.4651	25	2	10	1	8	5	0	1	
