All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-27_19:47:35	0	Ltd Random	True	6.014835	98.03107	99.6054	98.55719	90	129.1248	0	89.99999	5.008956E-06	5.008956E-06	5.008956E-06	91.2601	0.3434719	743.0914	219.9356	126.5933	0	221.5382	14.31009	7.235779	153.4783	24	1	1	1	6	7	7	5	
	3	2018-11-27_19:47:51	0	Presets_dockPreset_4	True	11.43426	88.16618	98.60263	92.47531	110	37.2215	0	1.611493E-43	39.23724	39.34897	116.997	82.97845	0.3808941	1325.414	258.4204	130.5786	0	444.2485	24.18588	192.221	275.7585	40	0	2	1	26	3	5	5	
	5	2018-11-27_19:48:03	0	Presets_dockPreset_1	True	7.907195	95.61605	98.07432	96.15627	1.611493E-43	150	0	150	6.491667	20.08936	115.6279	84.01852	0.4913432	961.8893	273.1241	196.4537	0	271.2486	16.8851	38.33212	165.8461	30	19	0	1	0	0	5	6	
	7	2018-11-27_19:48:20	0	Ltd Random	False	9.995857	97.16451	95.73541	96.46507	90	129.6901	0	29.99999	5.008956E-06	5.008956E-06	5.008956E-06	92.9494	0.2774334	741.7803	280.9622	191.5309	0	211.1014	11.23306	0	46.95279	17	1	0	1	1	9	5	4	
	9	2018-11-27_19:48:33	0	Presets_dockPreset_2	True	7.78317	97.94569	96.19643	97.04903	90	90	0	90.00001	34.59459	131.6677	124.7237	82.85612	0.6233177	1272.106	186.5035	184.7324	0	297.1581	100.2675	222.0438	281.4008	15	5	2	1	3	1	2	2	
	11	2018-11-27_19:48:53	0	Ltd Random	True	17.10126	95.28185	83.6666	90.15968	30	30	0	89.99999	90	150	0	56.21275	0.4333333	5894.624	423.6187	329.6112	0	697.3481	145.6666	2009.416	2288.963	50	22	4	1	4	7	6	8	
	13	2018-11-27_19:49:12	0	Presets_dockPreset_3	False	13.57894	95.30679	34.18176	68.11416	110	113.2593	0	135	82.72293	8.10788	8.569763	56.51322	0.5085109	6393.896	418.4335	520.4391	0	794.49	312.6674	2150.508	2197.355	17	0	3	1	2	8	0	4	
	15	2018-11-27_19:49:23	0	Presets_dockPreset_5	True	6.009149	97.26192	96.80556	96.44364	1.611493E-43	0	0	89.99999	41.1207	38.69956	115.9961	90.3799	0.3175738	928.335	123.6022	176.0584	0	310.1536	48.45319	53.35059	216.7172	31	13	3	1	0	0	8	8	
	17	2018-11-27_19:49:39	0	Ltd Random	True	12.1866	97.32056	97.17091	96.89681	30	69.58823	0	30	90	0	0	81.99928	0.2439869	3959.08	194.1099	158.945	0	276.4561	113.7784	1394.095	1821.695	44	16	4	1	0	9	8	9	
	19	2018-11-27_19:49:59	0	Presets_dockPreset_1	False	8.379368	94.06243	91.30267	92.26767	0	150	0	150	48.34579	145.0848	128.3294	78.25341	0.6908445	1409.891	218.4908	239.1206	0	349.0776	124.5148	193.3118	285.3752	19	16	0	1	0	2	0	2	
