All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-14_10:03:00	0	Presets_dockPreset_1	True	9.304486	83.34013	88.09843	85.0732	6.74445E-42	150	0	150	31.93192	76.9056	144.8268	89.12785	0.6151826	736.8546	83.92664	146.9889	0	237.4796	24.48434	39.15594	204.819	2	2	0	1	0	1	0	0	
	2	2018-11-14_10:03:04	0	ZEROING DATA	True	3.882216	98.69758	99.43372	98.56454	1.611493E-43	1.062545E-35	0	3.93201E-17	0	0	0	100	4.3689E-20	1117.292	142.0632	262.7983	0	258.1122	71.08096	101.7259	281.5108	21	7	1	1	1	6	1	5	
	3	2018-11-14_10:03:14	0	BAD DATA	False	10.07253	93.02911	41.1526	67.3082	90	90	0	89.99999	23.69084	137.3866	102.4519	83.12563	0.5928103	1539.25	212.1584	186.1391	0	322.3439	49.61565	43.72601	725.2672	6	2	0	1	4	0	0	0	
	4	2018-11-14_10:03:49	0	ZEROING DATA	True	35.41275	99.58326	99.82357	99.32336	1.611493E-43	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1979.228	310.7161	637.1862	0	685.1508	51.79045	109.373	185.0112	60	1	17	1	5	31	5	1	
	5	2018-11-14_10:04:29	0	Presets_dockPreset_3	False	39.20549	88.01926	70.50484	79.83437	110	113.2587	0	135	28.9537	38.65982	120.2319	48.34232	0.6067824	3592.83	683.8383	943.5889	0	1108.16	88.99947	135.9088	632.3344	20	0	6	1	6	4	4	0	
	6	2018-11-14_10:04:36	0	ZEROING DATA	True	7.466702	99.80463	99.22715	99.18704	0	0	0	0	0	0	0	100	0	1297.666	212.4512	330.7835	0	344.5594	64.48277	108.4874	236.9015	24	3	1	1	5	7	5	3	
	7	2018-11-14_10:04:44	0	Ltd Random	True	7.440602	95.93993	91.28574	93.226	30	107.9659	0	29.99999	90	0	0	93.64091	0.2866287	674.519	141.6761	191.531	0	123.7243	53.52258	51.85693	112.2082	17	2	0	1	11	0	4	2	
	8	2018-11-14_10:04:48	0	ZEROING DATA	True	3.960525	99.01823	99.67404	98.98817	3.354501E-18	1.346565E-36	0	3.354501E-18	0	0	0	100	7.454447E-21	720.6383	110.3182	220.3661	0	93.1689	158.9304	52.0033	85.8513	12	1	1	1	1	5	1	3	
	9	2018-11-14_10:05:01	0	Presets_dockPreset_4	False	12.53198	89.79084	75.83356	82.54363	110	38.60156	0	1.611493E-43	30.58359	178.8956	38.97137	79.23886	0.4411691	1352.739	278.974	211.2233	0	410.7592	90.66525	121.1291	239.9886	43	0	4	1	34	4	0	2	
	10	2018-11-14_10:05:21	0	ZEROING DATA	True	20.27385	98.82782	97.97038	98.07973	1.611493E-43	1.611493E-43	0	0	0	0	0	100	0	2134.781	489.4948	505.6698	0	494.1815	188.1775	245.8354	211.4216	224	55	71	1	63	15	10	11	
	11	2018-11-14_10:05:32	0	Ltd Random	False	11.37782	93.161	86.03044	89.26182	90	90	0	89.99999	30	180	90	81.21868	0.6333333	727.6899	107.601	148.8643	0	110.4221	50.05949	133.4995	177.2436	23	0	2	1	10	4	1	6	
	12	2018-11-14_10:05:45	0	ZEROING DATA	True	12.00966	99.4774	99.3011	98.87317	1.611493E-43	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1697.975	270.0717	408.3807	0	227.1588	119.0534	325.7846	347.5261	53	3	19	1	1	18	3	9	
	13	2018-11-14_10:05:53	0	Presets_dockPreset_5	False	8.664739	97.52637	84.43937	89.38519	0	0	0	89.99999	1.644287	103.9352	75.09854	91.82285	0.3007533	1152.417	201.3772	180.2783	0	374.0337	59.13974	178.5441	159.0436	15	7	3	1	0	4	2	2	
	14	2018-11-14_10:05:59	0	ZEROING DATA	True	5.237436	99.05576	98.44379	98.25546	0	0	0	1.085784E-23	0	0	0	100	1.206427E-26	1191.883	50.87184	99.39911	0	369.0989	120.6438	337.4824	214.387	31	1	5	1	12	8	6	1	
	15	2018-11-14_10:06:12	0	Ltd Random	True	13.17885	90.74702	97.42646	93.14049	30	69.74399	0	30	5.008957E-06	5.008957E-06	90	89.86176	0.24416	1034.409	224.8201	214.0365	0	399.4721	12.03113	12.53812	171.511	37	14	2	1	2	6	4	11	
	16	2018-11-14_10:06:18	0	ZEROING DATA	True	6.347588	99.55456	99.48102	99.30192	2.117446E-29	1.611493E-43	0	2.117446E-29	0	0	0	100	4.705435E-32	789.7258	107.8388	195.282	0	222.3214	45.20972	22.34006	196.7339	51	5	23	1	13	3	1	7	
	17	2018-11-14_10:06:28	0	Presets_dockPreset_1	False	9.080543	94.21651	92.03103	91.7393	1.611493E-43	150	0	150	38.67157	83.62405	105.8198	74.99242	0.5867949	2553.67	230.3642	221.3037	0	228.1023	156.2494	588.8236	1128.828	17	10	0	1	0	4	4	0	
	18	2018-11-14_10:06:35	0	ZEROING DATA	True	7.714446	99.90025	99.71205	99.48482	0	1.611493E-43	0	3.925874E-35	0	0	0	100	4.362082E-38	1980.452	125.6481	345.3183	0	363.6115	155.1251	219.7972	770.952	42	15	3	1	5	11	5	3	
	19	2018-11-14_10:06:50	0	Ltd Random	True	14.0357	89.18441	95.74982	91.57842	30	68.95038	0	150	5.008956E-06	5.008956E-06	5.008956E-06	90.70956	0.2766115	755.0893	124.2415	201.8459	0	252.0145	27.23308	37.95624	111.7981	25	2	0	1	0	16	6	4	
	20	2018-11-14_10:06:58	0	ZEROING DATA	True	8.40663	99.64184	98.17345	98.92535	3.802142E-39	1.611493E-43	0	1.731293E-38	0	0	0	100	2.346194E-41	1082.542	211.2445	177.6994	0	397.1067	90.53341	111.5616	94.39733	33	1	1	1	11	11	5	4	
	21	2018-11-14_10:07:06	0	Presets_dockPreset_2	False	7.963295	96.93024	70.126	83.99698	90	90	0	89.99999	70.22964	39.03455	157.9626	85.76525	0.5969187	1188.375	225.4804	230.2122	0	372.7469	31.0181	77.78646	251.1311	8	1	7	1	0	0	0	0	
	22	2018-11-14_10:07:15	0	ZEROING DATA	True	8.599136	99.18599	99.29628	99.1057	1.562414E-39	1.611493E-43	0	1.562414E-39	0	0	0	100	3.472418E-42	1314.986	257.1712	279.6774	0	370.4033	161.6281	76.33833	169.7676	74	23	23	1	7	9	7	5	
	23	2018-11-14_10:07:25	0	Presets_dockPreset_3	True	10.37208	88.59897	97.23111	91.55978	110	113.2483	0	135	32.68164	132.5449	93.56653	77.60526	0.6856015	1329.229	141.4315	155.8973	0	600.8491	28.70163	114.6118	287.7375	19	2	4	1	0	6	1	6	
	24	2018-11-14_10:07:33	0	ZEROING DATA	True	7.292984	99.08831	98.46175	98.74564	2.995645E-33	1.611493E-43	0	3.640631E-33	0	0	0	100	7.373639E-36	1633.506	283.8271	225.9925	0	257.9453	145.7623	337.5364	382.4421	28	1	1	1	11	5	7	3	
	25	2018-11-14_10:07:40	0	Presets_dockPreset_4	False	6.659928	92.17945	86.99868	88.96344	110	37.49124	0	1.611493E-43	5.682046	43.76979	99.7439	93.45483	0.3296522	719.4858	191.2966	101.2747	0	254.5931	23.88824	11.77337	136.6597	12	0	2	1	9	0	2	0	
	26	2018-11-14_10:07:44	0	ZEROING DATA	True	4.712718	99.80812	99.14724	99.49856	3.978463E-21	1.611493E-43	0	0	0	0	0	100	4.420514E-24	700.9867	180.408	181.6849	0	67.28197	41.88548	121.5911	108.1353	21	1	7	1	5	7	1	1	
	27	2018-11-14_10:07:57	0	Ltd Random	True	12.69375	97.86207	38.35029	71.71271	90	90	0	89.99999	90	150	0	68.85309	0.5666667	2627.139	155.6629	174.8863	0	242.8716	98.0688	157.4566	1798.193	33	11	4	1	9	0	0	10	
	28	2018-11-14_10:08:05	0	ZEROING DATA	True	7.243027	99.75358	98.75665	99.16614	3.803461E-33	1.611493E-43	0	3.803461E-33	0	0	0	100	8.452137E-36	2110.979	243.7587	314.842	0	499.1565	193.2194	166.181	693.8215	34	5	1	1	3	13	5	7	
	29	2018-11-14_10:08:11	0	Presets_dockPreset_5	True	5.943737	99.57368	99.15182	99.2663	1.611493E-43	0	0	89.99999	58.61893	28.58792	37.68359	96.19593	0.2387672	298.8416	64.23444	36.10252	0	120.9669	24.54922	20.42316	32.56529	14	1	3	1	7	3	1	1	
	30	2018-11-14_10:08:16	0	ZEROING DATA	True	4.706538	99.52706	98.23993	98.93766	0	0	0	3.509022E-21	0	0	0	100	3.898913E-24	513.0427	51.1062	20.63001	0	192.1727	113.9121	59.74373	75.47795	21	3	1	1	1	3	9	6	
	31	2018-11-14_10:08:23	0	Ltd Random	False	7.665002	96.69004	94.53632	93.20702	90	90	0	150	30	30	90	89.89679	0.5333334	627.8513	161.0548	111.1208	0	159.123	12.37513	20.60036	163.5774	10	6	1	1	1	0	2	0	
	32	2018-11-14_10:08:30	0	ZEROING DATA	True	6.937309	99.21854	97.66372	98.2876	1.174604E-31	1.611493E-43	0	1.927618E-31	0	0	0	100	3.446913E-34	992.0775	150.389	229.9776	0	358.5632	46.53464	44.61625	161.9973	31	1	5	1	3	9	8	6	
	33	2018-11-14_10:08:37	0	Presets_dockPreset_4	False	6.8813	98.6505	70.2129	83.49844	110	37.58746	0	3.531415E-30	87.86806	67.50797	87.41745	91.30006	0.4337566	617.5876	188.0144	217.7873	0	111.3552	17.31012	0	83.12049	15	1	4	1	11	0	0	0	
	34	2018-11-14_10:08:42	0	ZEROING DATA	True	4.117258	99.70344	99.03893	99.41595	2.380037E-18	1.842557E-38	0	1.611493E-43	0	0	0	100	2.644485E-21	625.3911	231.2545	124.4833	0	52.0439	139.2107	38.52465	39.87411	21	1	1	1	7	3	1	9	
	35	2018-11-14_10:08:59	0	Presets_dockPreset_3	False	17.18157	97.1348	48.94284	73.8726	110	113.2432	0	135	84.49733	99.36185	30.13928	67.46705	0.6358241	2498.502	277.0987	656.8784	0	559.7191	89.19212	128.1982	787.4144	19	0	11	1	8	0	0	0	
	36	2018-11-14_10:09:10	0	ZEROING DATA	True	10.46369	99.31625	99.03613	98.92647	1.611493E-43	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1457.692	234.8323	247.7946	0	297.5627	190.0381	88.16996	399.2938	50	1	1	1	1	19	13	15	
	37	2018-11-14_10:09:20	0	Ltd Random	True	9.888456	95.47288	84.41584	89.71552	90	90	0	30	90	60	0	89.74166	0.4	1175.738	132.5902	112.2929	0	359.3843	44.15126	225.062	302.2576	9	0	2	1	6	0	0	2	
	38	2018-11-14_10:09:27	0	ZEROING DATA	True	6.996859	99.73951	98.54102	98.92358	5.340762E-32	1.611493E-43	0	1.806925E-32	0	0	0	100	7.941874E-35	967.8808	215.6765	256.9374	0	166.9166	167.4224	50.37245	110.5557	33	1	7	1	1	13	4	7	
	39	2018-11-14_10:09:40	0	Ltd Random	False	13.51733	96.01109	66.17838	83.19749	90	129.5843	0	150	30	180	30	76.96312	0.677316	1149.469	260.823	145.1134	0	218.2572	61.3973	164.1961	299.6823	18	1	2	1	0	11	0	4	
	40	2018-11-14_10:09:48	0	ZEROING DATA	True	7.652631	98.66047	97.2689	97.85534	4.482765E-35	1.611493E-43	0	7.181377E-35	0	0	0	100	1.296016E-37	1563.839	249.1004	289.289	0	370.5032	131.4087	220.1379	303.3991	45	9	13	1	1	9	7	6	
	41	2018-11-14_10:09:57	0	Presets_dockPreset_2	False	8.853672	94.19418	56.12936	75.6451	90	90	0	89.99999	82.26599	36.93562	108.863	77.22318	0.5534052	1530.393	115.2985	125.1867	0	397.1278	97.71715	165.84	629.2227	35	0	0	1	33	0	2	0	
	42	2018-11-14_10:10:02	0	ZEROING DATA	True	5.247257	98.93262	99.32815	98.74873	8.407207E-24	1.611493E-43	0	8.407207E-24	0	0	0	100	1.868268E-26	2408.309	191.8571	255.9998	0	294.3549	138.3907	772.2207	755.4869	26	3	1	1	3	11	3	5	
	43	2018-11-14_10:10:14	0	Ltd Random	False	11.73567	97.49286	85.46517	87.73408	90	50.86099	0	150	90	90.00001	0	81.06588	0.5231789	1445.486	244.2782	396.8934	0	290.7598	86.97736	118.7983	307.779	21	12	4	1	0	0	0	6	
	44	2018-11-14_10:10:22	0	ZEROING DATA	True	7.170342	98.53535	97.30082	97.97976	9.186389E-33	1.611493E-43	0	1.487161E-32	0	0	0	100	2.673111E-35	1328.723	227.2838	304.7618	0	355.0453	71.36726	163.0102	207.2545	27	1	7	1	7	7	4	1	
	45	2018-11-14_10:10:29	0	Ltd Random	False	6.944891	91.34622	50.0443	69.11327	30	69.68375	0	30	90	90	0	93.50076	0.3440931	594.3165	88.38085	99.86806	0	195.9851	20.6665	23.43273	165.9832	13	0	2	1	10	0	0	2	
	46	2018-11-14_10:10:34	0	ZEROING DATA	True	5.706094	99.30108	99.19339	98.81852	2.327414E-26	1.611493E-43	0	2.327414E-26	0	0	0	100	5.17203E-29	1078.028	171.0807	164.3367	0	141.1827	115.6379	132.2855	353.5042	39	1	1	1	15	10	9	3	
	47	2018-11-14_10:10:43	0	Ltd Random	False	8.900952	85.37856	61.01812	70.02354	90	128.9579	0	29.99999	5.008957E-06	90	5.008957E-06	86.29263	0.3766199	1849.483	269.6514	177.9339	0	408.6695	47.93556	580.368	364.9243	18	0	0	1	10	4	0	6	
	48	2018-11-14_10:10:49	0	ZEROING DATA	True	5.35572	99.21975	98.50166	98.57773	2.792951E-24	1.611493E-43	0	9.416831E-25	0	0	0	100	4.149594E-27	1697.25	130.3399	254.5931	0	208.8832	190.3375	502.5039	410.5923	23	3	1	1	3	7	7	2	
	49	2018-11-14_10:10:55	0	Presets_dockPreset_1	False	6.252937	97.67026	76.61162	84.61354	1.611493E-43	150	0	150	53.55545	147.2737	66.6914	84.82186	0.6305784	581.7245	116.9816	141.5969	0	148.1727	16.30255	48.67224	109.9987	24	21	0	1	0	0	0	4	
	50	2018-11-14_10:11:01	0	ZEROING DATA	True	5.531382	99.64629	99.64367	99.36294	0	1.611493E-43	0	7.168625E-25	0	0	0	100	7.965138E-28	1087.033	59.9986	332.4245	0	302.6677	42.98736	192.2808	156.6736	29	5	7	1	1	11	3	3	
	51	2018-11-14_10:11:13	0	Presets_dockPreset_5	True	12.1441	99.04542	87.99541	93.84182	0	0	0	90	25.95996	112.8546	80.47488	75.59418	0.343655	2287.428	537.5367	238.1828	0	666.7245	245.3107	232.451	367.2222	72	23	31	1	14	4	0	2	
	52	2018-11-14_10:11:17	0	ZEROING DATA	True	3.883245	98.74354	99.43671	98.82652	0	0	0	2.133875E-17	0	0	0	100	2.370972E-20	1235.905	37.50906	157.3038	0	193.8272	172.6811	310.8745	363.7097	14	7	3	1	1	1	3	1	
	53	2018-11-14_10:11:28	0	Presets_dockPreset_2	False	10.55768	95.30318	83.67118	86.06293	90	90	0	90	63.0124	77.2741	56.04492	84.90351	0.518146	957.79	192.6548	186.8423	0	279.0222	54.44492	30.3963	214.4297	18	2	2	1	12	0	0	2	
	54	2018-11-14_10:11:35	0	ZEROING DATA	True	6.829285	99.57158	95.07938	97.50208	3.42654E-31	1.611493E-43	0	3.42654E-31	0	0	0	100	7.614533E-34	1442.292	242.5013	299.6042	0	313.5713	85.69118	239.5295	261.3946	50	3	7	1	23	13	2	2	
	55	2018-11-14_10:11:50	0	Presets_dockPreset_4	False	14.5696	91.29287	70.94226	78.454	110	37.62317	0	1.611493E-43	39.90405	130.1049	65.72605	83.02264	0.4259535	1728.769	439.3256	394.0801	0	269.2018	130.4034	122.1038	373.6539	16	0	4	1	13	0	0	0	
	56	2018-11-14_10:12:05	0	ZEROING DATA	True	15.31114	98.98357	99.46728	98.61369	1.611493E-43	1.611493E-43	0	0	0	0	0	100	0	2373.05	565.0181	596.6296	0	264.2049	220.8646	362.5199	363.8127	103	25	35	1	13	14	7	11	
	57	2018-11-14_10:12:16	0	Ltd Random	False	10.61343	96.17407	89.9917	93.11066	90	129.0714	0	150	90	60	0	64.35613	0.576746	3118.824	198.2639	206.5345	0	330.4579	150.2589	1039.505	1193.803	40	3	0	1	0	8	12	18	
	58	2018-11-14_10:12:23	0	ZEROING DATA	True	7.244405	99.08833	99.36892	98.51002	3.916208E-33	1.611493E-43	0	6.371298E-33	0	0	0	100	1.143056E-35	1647.636	286.8269	324.4539	0	369.1137	198.992	230.4159	237.8341	81	25	23	1	13	4	5	11	
	59	2018-11-14_10:12:32	0	Presets_dockPreset_1	False	9.082188	97.53557	91.62798	94.73898	0	150	0	150	52.70511	103.5739	152.61	72.57642	0.6765434	2145.265	535.4192	399.2377	0	403.2229	88.06873	236.413	482.9036	20	13	0	1	0	3	4	0	
	60	2018-11-14_10:12:37	0	ZEROING DATA	True	4.365969	98.75586	98.58787	98.11436	0	2.72659E-40	0	2.001369E-19	0	0	0	100	2.223744E-22	1469.804	56.02917	306.8714	0	306.4273	184.6407	271.6826	344.1536	20	1	1	1	3	8	2	6	
	61	2018-11-14_10:12:43	0	Ltd Random	False	5.7802	93.44295	84.76109	87.95966	90	50.95789	0	150	90	0	0	91.13628	0.4232865	816.004	102.6812	260.4539	0	150.9742	72.76542	60.92529	168.2036	14	0	6	1	0	0	6	4	
	62	2018-11-14_10:12:47	0	ZEROING DATA	True	4.062154	99.77207	98.90101	99.14729	3.497304E-18	7.806723E-38	0	5.723062E-18	0	0	0	100	1.024485E-20	1106.074	176.1688	188.9523	0	335.3619	145.8286	86.82358	172.9385	24	3	1	1	5	3	7	5	
	63	2018-11-14_10:12:55	0	Presets_dockPreset_3	True	8.373867	98.22777	92.79218	94.92426	110	113.3128	0	135	19.52028	57.853	51.67383	87.74895	0.541511	824.9971	165.7435	223.1793	0	134.0951	46.59339	22.16116	233.2246	12	0	1	1	1	8	0	2	
	64	2018-11-14_10:12:59	0	ZEROING DATA	True	3.711963	99.5116	99.81479	99.62414	1.904771E-16	3.410257E-34	0	2.32404E-16	0	0	0	100	4.698679E-19	1107.431	224.7963	246.388	0	324.2435	29.76001	72.91414	209.3296	20	1	1	1	1	7	5	5	
	65	2018-11-14_10:13:09	0	Ltd Random	True	9.554839	89.81349	94.71112	90.57513	90	50.89325	0	90	90	60	0	86.7256	0.4232147	1181.079	224.7964	197.1573	0	326.7982	48.46617	70.53227	313.3293	20	4	7	1	4	0	0	6	
	66	2018-11-14_10:13:13	0	ZEROING DATA	True	4.127437	99.64004	96.90527	98.27161	1.511057E-18	1.469584E-38	0	1.511057E-18	0	0	0	100	3.357904E-21	1201.152	112.1822	179.3405	0	392.0811	148.949	178.1828	190.4163	24	1	1	1	1	11	8	2	
	67	2018-11-14_10:13:21	0	Ltd Random	False	7.841281	95.01167	85.00929	87.88836	90	129.0147	0	30	5.008957E-06	150	5.008956E-06	85.45017	0.4433497	1397.667	220.6005	244.7471	0	413.3036	39.09037	185.5478	294.3773	23	2	0	1	15	2	0	6	
	68	2018-11-14_10:13:24	0	ZEROING DATA	True	3.300766	99.59793	97.87702	98.85514	1.321132E-14	2.758233E-30	0	4.430654E-15	0	0	0	100	1.960219E-17	1473.053	159.3729	251.3111	0	99.20566	130.1408	689.0533	143.9687	18	1	1	1	5	3	2	6	
	69	2018-11-14_10:13:34	0	Ltd Random	False	9.669676	94.9635	90.89577	89.76919	90	129.096	0	90	5.008957E-06	90	5.008957E-06	86.63565	0.44344	1146.822	166.6403	336.4099	0	281.3593	62.16083	115.0603	185.1919	18	0	2	1	3	6	4	5	
	70	2018-11-14_10:13:39	0	ZEROING DATA	True	4.234028	99.38136	99.11784	99.1466	5.778978E-19	5.289406E-39	0	5.778978E-19	0	0	0	100	1.284217E-21	1247.893	177.54	319.7652	0	201.5365	136.8654	275.1168	137.069	19	5	1	1	1	3	5	5	
	71	2018-11-14_10:13:43	0	Presets_dockPreset_5	True	4.711409	98.3364	97.32413	96.45014	1.059802E-41	0	0	90	10.9748	70.0821	78.02762	96.55022	0.2767606	475.3441	38.81693	52.04395	0	175.1444	77.60636	53.60112	78.13126	7	1	3	1	2	2	1	0	
	72	2018-11-14_10:13:47	0	ZEROING DATA	True	2.942944	99.8372	99.82141	99.61092	0	0	0	7.235042E-13	0	0	0	100	8.038935E-16	608.9371	25.78752	30.47625	0	221.9557	64.54536	147.3437	118.8288	10	1	1	1	3	1	3	3	
	73	2018-11-14_10:13:55	0	Ltd Random	False	8.560319	96.60026	88.84393	90.02597	90	129.5368	0	90	30	90	180	84.71042	0.677263	801.5229	158.2415	188.7178	0	162.9302	14.8353	37.73352	239.0647	13	0	2	1	11	0	0	0	
	74	2018-11-14_10:13:59	0	ZEROING DATA	True	3.889294	98.99161	97.2253	98.08755	2.27307E-17	8.154836E-36	0	2.27307E-17	0	0	0	100	5.051267E-20	1285.288	169.3806	287.1792	0	299.4835	48.6041	125.0808	355.56	23	1	1	1	5	7	7	2	
	75	2018-11-14_10:14:14	0	Ltd Random	True	14.81219	97.4627	58.53337	80.49139	90	90	0	90	90	0	0	81.70171	0.4	2293.353	181.216	168.5566	0	266.3148	202.9802	583.947	890.3376	17	1	2	1	9	3	2	2	
	76	2018-11-14_10:14:18	0	ZEROING DATA	True	3.350503	98.82242	98.7001	98.74153	7.08707E-15	5.688674E-31	0	7.08707E-15	0	0	0	100	1.574904E-17	1384.667	208.5079	234.1975	0	201.5139	179.5703	267.4945	293.3823	22	1	3	1	7	5	3	3	
	77	2018-11-14_10:14:29	0	Ltd Random	True	11.4834	97.82068	93.5483	94.86562	90	129.1585	0	30	5.122642E-06	150	90	72.89693	0.5435095	1838.34	224.3515	307.3403	0	539.428	152.5536	241.3572	373.3097	41	2	1	1	28	6	2	3	
	78	2018-11-14_10:14:34	0	ZEROING DATA	True	4.17522	99.3866	98.43469	98.70773	1.048704E-18	1.742389E-38	0	3.54094E-19	0	0	0	100	1.558664E-21	1154.135	193.0738	284.6003	0	93.87119	145.2522	243.6391	193.698	32	1	1	1	5	5	11	9	
	79	2018-11-14_10:14:46	0	Ltd Random	True	12.40753	85.96299	91.91289	88.40292	30	107.7823	0	30	5.008957E-06	5.008957E-06	90	91.56314	0.2864248	1004.823	272.6443	120.0292	0	257.2704	74.15527	67.21814	213.5059	14	2	0	1	2	7	5	0	
	80	2018-11-14_10:14:49	0	ZEROING DATA	True	3.23104	99.38136	99.58997	99.25671	8.021225E-15	7.433373E-30	0	8.021225E-15	0	0	0	100	1.782494E-17	661.4813	172.7005	184.2636	0	2.109886	21.05077	90.04919	191.3072	13	1	1	1	1	9	3	1	
	81	2018-11-14_10:14:56	0	Ltd Random	False	6.780264	94.77761	77.75404	83.85902	30	69.76859	0	150	90	90.00001	0	90.34278	0.4775206	944.3407	211.2723	200.205	0	321.0959	43.46924	49.67013	118.6283	8	7	0	1	0	0	0	2	
	82	2018-11-14_10:15:01	0	ZEROING DATA	True	5.007057	99.57673	97.83699	98.76027	4.40779E-23	1.611493E-43	0	2.176088E-22	0	0	0	100	2.907631E-25	1062.359	76.55661	201.6115	0	289.1573	117.9911	209.7843	167.2582	19	1	1	1	5	7	3	2	
	83	2018-11-14_10:15:09	0	Ltd Random	False	7.361152	97.06313	69.81654	81.12788	30	69.37457	0	90	90	0	0	90.31635	0.3104162	783.4567	115.3404	139.2526	0	323.8533	32.2175	29.4257	143.3672	32	25	4	1	1	0	2	2	
	84	2018-11-14_10:15:13	0	ZEROING DATA	True	4.234152	98.87254	98.52623	98.6125	1.990291E-19	3.028964E-39	0	5.940613E-19	0	0	0	100	8.812116E-22	999.9824	105.0991	191.2965	0	212.5564	81.19981	172.753	237.0774	11	1	1	1	1	3	3	2	
