All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-13_15:02:11	0	Presets_dockPreset_2	True	28.54116	94.27713	98.75771	95.65298	90	90	0	89.99999	2.455134	148.0332	152.8704	52.53376	0.6370652	2096.65	215.1298	186.8423	0	394.6278	175.4303	743.1341	381.4863	51	0	4	1	16	12	11	9	
	3	2018-11-13_15:02:55	0	BAD DATA	True	9.246636	96.64316	64.08549	81.23866	0	150	0	150	13.50131	151.0469	12.10724	88.0149	0.5296171	938.3109	116.3477	270.0657	0	344.8494	17.76868	75.76628	113.5134	8	9	0	1	0	0	0	0	
	5	2018-11-13_15:03:15	0	BAD DATA	False	6.98169	54.16667	89.72668	62.30445	90	90	0	150	90	90	0	90.8976	0.5666667	508.1372	29.30039	175.1208	0	65.01051	98.30339	37.58691	102.8153	8	0	0	1	0	0	0	9	
	7	2018-11-13_15:03:40	0	Presets_dockPreset_4	True	14.16255	94.66816	92.43195	92.99775	110	38.31967	0	1.611493E-43	66.95637	172.7497	156.4872	69.25139	0.6050144	1966.039	184.9668	281.7874	0	103.15	176.6735	633.7521	585.7089	35	0	4	1	22	10	0	0	
	9	2018-11-13_15:03:58	0	Presets_dockPreset_3	True	12.50867	84.52721	88.81432	85.87308	110	113.261	0	135	43.83807	102.3181	124.8825	67.25263	0.6992219	1932.534	221.5381	191.062	0	637.1861	178.8956	323.5531	380.2992	30	11	0	1	0	10	3	6	
	11	2018-11-13_15:04:24	0	Ltd Random	True	15.57704	95.50948	47.93139	74.76305	90	128.9618	0	89.99999	90	90.00001	0	30.20037	0.5432909	7089.858	313.351	434.6371	0	447.0618	168.6151	2099.703	3626.492	84	0	52	1	2	13	0	18	
	13	2018-11-13_15:04:34	0	Presets_dockPreset_1	False	2.3493	58.98453	90.88966	71.95969	1.611493E-43	150	0	150	11.83066	36.76478	7.242277	97.47785	0.3953752	102.9826	10.78387	11.95605	0	14.53477	0	2.225006	63.48294	7	2	0	1	0	0	0	6	
	15	2018-11-13_15:04:52	0	BAD DATA	True	12.64971	75.22488	59.3961	63.91582	0	1.611493E-43	0	89.99999	28.34308	80.84964	19.59993	92.87465	0.2431029	866.0323	173.2091	248.7322	0	101.978	16.81882	137.9332	187.3608	17	12	4	1	0	0	0	2	
	17	2018-11-13_15:05:05	0	Presets_dockPreset_4	True	8.425665	83.04004	83.79989	82.97114	110	37.47992	0	1.611493E-43	54.15432	102.6217	93.50563	91.98936	0.4419573	469.9709	51.12794	191.2964	0	42.43214	18.07623	107.9382	59.09993	10	0	4	1	2	1	4	0	
	19	2018-11-13_15:05:15	0	Ltd Random	False	3.937819	74.21568	52.10773	62.29906	30	68.92917	0	90.00001	30	180	90	94.56738	0.5432546	506.2333	97.99258	9.142822	0	104.7911	20.69181	117.5959	156.0191	2	2	0	1	0	0	0	0	
