All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-13_12:37:12	0	Ltd Random	False	19.75769	95.10416	58.93748	78.79738	90	90	0	150	90	90	0	59.14646	0.5666667	3633.68	348.8348	334.5347	0	384.0764	213.9397	781.5777	1570.717	32	12	0	1	1	8	0	12	
	3	2018-11-13_12:37:45	0	Presets_dockPreset_2	True	27.44842	92.1608	90.97121	91.61197	90	90	0	89.99999	23.98773	115.8593	149.1633	56.14143	0.6211225	2516.337	312.029	327.9704	0	380.2487	183.105	161.6161	1151.369	37	0	4	1	0	21	6	6	
	5	2018-11-13_12:38:11	0	Presets_dockPreset_1	True	17.85722	89.28988	94.52146	91.40663	0	150	0	150	67.84458	55.37396	109.0577	62.22577	0.591418	3001.341	544.39	608.3509	0	367.1206	102.5382	235.9504	1142.991	33	17	0	1	0	9	4	4	
	7	2018-11-13_12:38:40	0	Ltd Random	True	23.67338	78.75381	60.90341	70.83488	90	50.43439	0	150	5.122642E-06	90	150	56.69461	0.5893716	2380.386	179.1944	194.3443	0	511.0618	219.0041	305.5413	971.2389	52	4	2	1	0	31	0	16	
	9	2018-11-13_12:39:05	0	Presets_dockPreset_4	False	18.99326	79.40588	37.09756	51.99179	110	37.51938	0	1.611493E-43	68.67401	139.2783	31.9621	69.61231	0.4304819	4059.666	355.1643	674.2261	0	499.8091	96.85315	228.8221	2204.79	23	6	8	1	10	0	0	0	
	11	2018-11-13_12:40:01	0	Presets_dockPreset_3	True	52.50784	96.79734	95.45235	95.93804	110	113.2973	0	135	3.3638	79.21512	91.42583	-37.77564	0.5914468	6243.896	1006.293	1154.577	0	1593.668	409.9843	389.8834	1689.484	236	40	20	1	39	41	21	76	
	13	2018-11-13_12:40:22	0	Ltd Random	True	13.68409	93.98709	74.69604	85.15435	90	129.5932	0	29.99999	90	60	0	64.80394	0.4439924	5058.768	328.3912	291.3991	0	538.2558	159.0367	1744.606	1997.08	31	0	4	1	12	8	2	6	
	15	2018-11-13_12:40:45	0	Presets_dockPreset_5	True	16.41386	72.19317	49.02855	59.76283	1.611493E-43	0	0	89.99999	17.21466	123.7392	136.4886	73.79497	0.4082694	2577.178	655.0602	520.6734	0	515.5975	189.1209	192.9309	503.7925	45	27	8	1	0	12	0	0	
	17	2018-11-13_12:41:08	0	Ltd Random	True	11.21295	96.10824	59.07908	79.43044	90	90	0	150	90	90	0	77.38208	0.5666667	2570.103	303.3549	270.769	0	191.9998	400.4474	623.8352	779.6975	7	2	2	1	0	2	0	2	
	19	2018-11-13_12:41:23	0	Presets_dockPreset_1	True	9.13133	76.59432	90.37656	81.78987	1.611493E-43	150	0	150	62.24395	35.94376	98.75977	86.86827	0.5521638	965.0967	218.9593	107.1355	0	170.6106	69.12065	148.7001	250.5707	11	12	0	1	0	0	0	0	
	21	2018-11-13_12:41:41	0	Presets_dockPreset_2	False	12.79881	96.62634	62.87271	81.55891	90	90	0	89.99999	33.03158	121.9008	38.72363	79.70876	0.5151733	1458.839	217.3184	196.9229	0	257.172	141.6368	170.6403	475.1491	25	4	4	1	11	6	0	0	
	23	2018-11-13_12:42:36	0	Presets_dockPreset_4	True	33.5444	89.0396	48.94841	70.87759	110	37.58459	0	0	9.298188	149.7191	176.3383	29.58444	0.5366002	5068.097	1054.006	1084.951	0	1470.123	228.8006	555.8835	674.3332	94	9	22	1	48	16	0	0	
	25	2018-11-13_12:42:47	0	Ltd Random	True	7.241678	97.11735	95.85889	96.14783	90	51.04062	0	89.99999	90	60	0	86.87685	0.4233785	1175.457	130.5489	108.7765	0	136.0001	80.17358	312.7491	407.2096	24	0	2	1	3	6	6	8	
	27	2018-11-13_12:43:10	0	Ltd Random	True	16.59384	97.78286	98.0319	96.35237	90	90	0	89.99999	30	180	180	33.68969	0.7333333	3682.931	246.388	404.3952	0	315.5455	155.9412	987.4404	1573.221	74	29	5	1	8	6	16	10	
	29	2018-11-13_12:43:33	0	Presets_dockPreset_3	True	17.00488	97.3087	99.3853	98.02195	110	113.31	0	135	0.5626831	171.6245	146.4182	53.77908	0.7521282	2544.863	108.3361	397.5967	0	472.6149	207.1342	616.9557	742.2252	38	13	0	1	1	3	17	5	
	31	2018-11-13_12:43:48	0	Presets_dockPreset_5	False	7.859186	98.53908	94.11315	96.17355	1.611493E-43	0	0	89.99999	26.91788	131.5547	141.5613	76.85468	0.433371	2654.845	370.4486	247.7945	0	358.6349	159.5888	151.4732	1366.906	38	19	5	1	10	2	2	2	
	33	2018-11-13_12:44:04	0	Presets_dockPreset_2	True	11.0185	99.34352	89.91615	95.19273	90	90	0	89.99999	12.08371	35.18887	65.66388	83.42849	0.425485	1292.884	166.4637	214.5053	0	477.8852	81.2939	96.40518	256.3304	30	1	3	1	1	7	10	8	
	35	2018-11-13_12:44:19	0	Presets_dockPreset_4	False	9.353609	78.83879	49.11522	63.60732	110	37.20343	0	8.510086E-42	17.38498	159.3025	77.22498	91.42416	0.4456843	988.8364	233.0255	256.234	0	217.8035	28.96695	41.0855	211.7212	1	0	0	1	2	0	0	0	
	37	2018-11-13_12:44:37	0	Ltd Random	True	14.19599	92.00774	44.4261	70.88889	30	69.54416	0	150	90	150	0	59.64928	0.543938	4198.658	403.5039	343.6776	0	384.6564	157.3781	653.559	2255.883	36	2	29	1	0	4	0	2	
	39	2018-11-13_12:44:56	0	Ltd Random	True	12.3891	92.26288	91.08861	91.32042	90	50.84845	0	30	90	0	0	75.35832	0.2898316	4263.159	523.7673	369.4647	0	711.1729	74.95219	1112.881	1470.92	60	2	2	1	10	4	16	28	
	41	2018-11-13_12:45:12	0	Presets_dockPreset_1	True	10.15414	93.98653	97.29461	94.89095	1.611493E-43	150	0	150	32.72592	74.9338	140.2839	77.36874	0.6088262	1601.781	251.3112	274.0509	0	195.4202	133.5986	109.6598	637.7408	23	5	0	1	0	8	7	4	
