
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	-1.620178	-147.6922	0	141.1489	-32.88391	54.58595	-104.9386	
1	-2.323486	-148.8643	0	141.8522	-32.35516	54.38897	-104.3787	
2	-1.620178	-148.8643	0	141.8522	-31.56223	53.93422	-104.1786	
3	-1.620178	-149.0987	0	141.6178	-30.83829	54.16185	-103.6314	
4	-1.620178	-149.0987	0	141.3834	-30.42081	53.78476	-102.3888	
5	-1.620178	-149.0987	0	135.757	-29.62424	54.35968	-100.7123	
6	-1.620178	-148.161	0	128.2552	-28.82874	54.66201	-98.23676	
7	-1.854614	-142.0658	0	116.0647	-28.02371	55.52082	-93.55615	
8	-1.854614	-132.4541	0	101.9988	-27.29208	57.81615	-87.16736	
9	-1.854614	-125.4211	0	70.11605	-25.84647	60.0998	-75.10242	
10	-1.620178	-122.6079	0	18.30658	-25.63821	62.90266	-60.95465	
11	-1.620178	-121.2013	0	0.4897489	-26.59402	64.50922	-41.36121	
12	-1.854614	-116.9816	0	0.0208845	-26.82898	64.76927	-28.59128	
13	-1.854614	-99.39917	0	-0.4479675	-24.28006	63.27317	-22.80127	
14	-1.620178	-77.36255	0	-0.4479675	-19.89914	61.48001	-23.72128	
15	-1.385742	-70.32959	0	0.02088454	-18.24796	59.99851	-21.52731	
16	-1.385742	-50.16846	0	-0.213562	-17.32492	58.67341	-19.94006	
17	-0.9169006	-18.52011	0	0.489749	-14.8815	56.13909	-20.61127	
18	-1.151306	-4.454193	0	0.02088456	-11.72644	52.69419	-18.8197	
19	-0.9169006	-1.641022	0	-0.213562	-10.66946	47.4997	-16.4632	
20	-0.4480286	-1.406586	0	-0.213562	-11.95813	40.17582	-13.3327	
21	-0.4480286	-1.641022	0	-0.213562	-11.13638	32.6993	-9.510437	
22	-0.2135925	-1.17215	0	-0.213562	-11.06555	25.383	-3.073608	
23	-0.2135925	-1.406586	0	0.2553129	-11.2037	18.90414	3.998849	
24	-0.4480286	-1.17215	0	-0.213562	-8.152222	13.24117	7.935494	
25	-0.2135925	-1.17215	0	-0.4479675	-5.391266	9.480616	9.435931	
26	0.02084112	-1.17215	0	-0.213562	-3.04538	8.292171	8.888351	
27	-0.4480286	-1.17215	0	-0.4479675	-1.378571	7.509801	7.950221	
28	0.02084116	-1.641022	0	0.2553129	-0.8807983	6.452695	7.663955	
29	-0.4480286	-1.406586	0	0.02088454	-2.290802	5.698281	5.377897	
30	0.02084118	-1.406586	0	0.02088453	-7.702759	6.531825	4.438285	
31	-0.2135925	-0.9377136	0	-0.213562	-13.5416	10.91138	4.42298	
32	0.02084117	-1.406586	0	-0.4479675	-15.92032	14.24622	3.554007	
33	0.02084117	-1.17215	0	-0.4479675	-18.48196	15.6105	1.57237	
34	0.02084117	-1.406586	0	0.255313	-17.64349	16.31624	-0.4056091	
35	-0.2135925	-1.406586	0	-0.213562	-14.27557	15.9744	-3.582947	
36	0.02084117	-1.17215	0	-0.213562	-15.4115	16.3047	-3.856689	
37	0.2552696	-1.17215	0	-0.213562	-14.26938	16.89371	-2.995575	
38	0.2552696	-0.9377136	0	-0.213562	-13.90933	19.9124	-3.789978	
39	0.2552696	-1.17215	0	0.02088462	-13.26718	21.82337	-6.629608	
40	0.02084118	-1.875458	0	0.7241775	-11.66644	22.95317	-7.475647	
41	-0.6824646	-1.17215	0	-0.213562	-12.26599	23.48915	-7.282135	
42	0.2552696	-1.406586	0	-0.213562	-6.331635	24.67628	-7.781128	
43	0.2552696	-1.17215	0	0.02088461	4.924813	30.85254	-10.81442	
44	0.2552696	-1.17215	0	-0.213562	6.467991	43.35317	-16.72885	
45	0.2552696	-1.17215	0	-0.213562	4.512857	60.10854	-21.52087	
46	0.4897057	-1.641022	0	0.2553129	9.396006	72.56593	-24.10666	
47	-0.2135925	-0.9377136	0	-0.213562	13.80789	78.10358	-27.24188	
48	0.4897056	-1.17215	0	-0.213562	9.284417	80.62785	-25.94055	
49	0.4897056	-0.9377136	0	-0.213562	5.801496	78.99625	-26.2662	
50	0.4897056	-1.17215	0	-0.4479675	7.969867	75.35658	-23.98245	
51	0.4897056	-1.406586	0	0.4897491	13.50481	75.91077	-17.59839	
52	0.4897056	-1.17215	0	0.02088464	16.75867	77.30239	-12.46127	
53	0.4897056	-1.17215	0	-0.213562	19.45038	78.27117	-9.277222	
54	0.724134	-0.9377136	0	-0.213562	19.42426	77.92435	-8.293152	
55	0.9585701	-0.9377136	0	-0.213562	17.79086	77.28359	-10.42737	
56	0.9585701	-1.17215	0	-0.4479675	16.06458	77.90102	-11.06445	
57	0.724134	-1.406586	0	0.02088462	12.43201	77.89017	-14.69397	
58	0.4897057	-0.9377136	0	-0.213562	4.925245	76.80245	-20.06146	
