
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	-2.620117	-2.34436	0	-0.2756042	-0.0005460286	0.1379679	-0.002466853	
1	0.9401945	-6.564087	0	7.035425	-0.0001019317	-0.008544922	0.0001832801	
2	-4.920593	0	0	-0.2319641	-0.007843018	0.07307847	-0.009887695	
3	1.174631	0.234436	0	0.2368947	-0.0003804139	0.2994339	-0.02148438	
4	0.7057665	0.234436	0	0.9401876	-0.000817073	0.4212206	-0.02368164	
5	0.2369021	0.234436	0	0.9401876	-0.0007895023	0.4459679	-0.0241394	
6	0.2369021	-4.454224	0	5.394396	-0.009216309	0.6893796	-0.03710938	
7	-3.279572	0.2344361	0	2.112353	0.03171847	0.689421	-0.04263306	
8	0.2369019	0.4688645	0	0.7057595	0.06288387	0.7222061	-0.02496338	
9	0.4713303	1.875458	0	0.4713234	0.2170121	0.7227886	-0.02328491	
10	2.11236	1.875458	0	0.236895	0.3644916	0.7799367	-0.04724121	
11	2.581217	2.134148E-07	0	-0.2319641	0.550606	0.9272085	-0.04534912	
12	3.050081	-1.875458	0	2.112353	0.6249418	0.9269994	-0.06484985	
13	-0.9352722	0.7033004	0	0.002466668	0.8642692	0.9349034	-0.1224365	
14	0.9401945	0.234436	0	-0.2319641	1.020049	1.145737	-0.1547241	
15	1.174631	0.4688645	0	0.7057595	1.427194	1.695246	-0.3009644	
16	0.4713302	-1.17215	0	7.738719	2.235038	2.15966	-0.5592346	
17	0.2369018	-15.23807	0	19.69475	2.458567	2.959707	-0.6860657	
18	-3.98288	-31.41388	0	26.96214	2.635877	3.755706	-0.7247009	
19	-0.9352722	-44.30765	0	35.87056	2.959761	3.928506	-0.8735352	
20	1.174631	-53.91937	0	45.95113	3.755545	3.605924	-1.139557	
21	3.050081	-57.43585	0	54.85955	9.050839	3.096667	-0.5565796	
22	2.815652	-58.13913	0	58.37602	15.66501	3.137705	1.228702	
23	3.050081	-60.48346	0	61.89251	24.99389	2.691403	4.398166	
24	-3.98288	-59.07684	0	62.5958	37.16918	0.7746671	3.19368	
25	-4.686157	-58.84244	0	64.23684	47.9126	-3.41507	-3.329041	
26	-6.561615	-54.15378	0	63.76797	55.45424	-8.095642	-9.456512	
27	-6.327179	-52.98163	0	61.89251	64.38775	-18.85657	-20.1619	
28	-7.499359	-55.32596	0	67.28445	69.7915	-32.18896	-36.96783	
29	-13.12573	-49.69958	0	65.64342	72.51319	-41.50061	-48.56699	
30	-9.843658	-47.82413	0	65.40899	77.0246	-61.24039	-71.17102	
31	-9.374817	-44.07321	0	75.724	75.70065	-120.1971	-132.6474	
32	-11.25027	-38.44684	0	83.46025	65.97807	-142.7643	-162.1701	
33	-15.00119	-36.57138	0	90.02435	59.8505	-148.081	-171.7555	
34	-15.47003	-39.38458	0	101.0426	51.66457	-146.2674	-174.534	
35	-18.75211	-37.74356	0	99.63606	46.91604	-144.3768	-174.2474	
36	-16.64221	-37.74356	0	99.63606	43.09779	-144.4871	-175.3758	
37	-16.64221	-39.61902	0	99.87049	40.95096	-145.0423	-174.6485	
38	-16.64221	-41.0256	0	100.3394	38.44674	-144.9782	-174.0629	
39	-20.62753	-44.30765	0	103.1525	36.21605	-146.1967	-174.0033	
40	-32.58359	-13.59705	0	101.2771	34.30143	-148.0937	-175.8785	
41	-48.52496	0.4688613	0	99.63607	32.51917	-149.0945	-177.7668	
42	-56.73007	1.875455	0	99.8705	32.66523	-149.0244	-177.6058	
43	-56.73007	2.813184	0	99.40163	31.13541	-150.6541	-179.0856	
44	-61.41873	1.40659	0	99.63606	30.71811	-152.2287	-179.9105	
45	-63.05975	-0.9377441	0	101.0427	30.65946	-152.22	-179.2347	
46	-67.98282	-2.813171	0	99.8705	30.33236	-153.7501	-179.9102	
47	-67.51398	-7.267395	0	100.1049	30.78402	-152.9242	-178.4263	
48	-67.27954	-11.01831	0	100.5738	30.70416	-153.0408	-178.0664	
49	-67.74841	-19.22342	0	99.8705	30.19957	-152.6778	-179.3873	
50	-67.27954	-46.88641	0	102.4492	29.88047	-152.0348	179.7995	
51	-63.29419	-70.09515	0	105.028	29.18072	-151.3107	176.3076	
52	-44.53964	-80.17575	0	104.3247	28.8112	-150.8958	174.6263	
53	-35.63123	-84.1611	0	104.0903	27.74696	-151.4739	173.8716	
54	-31.41144	-85.33325	0	103.6214	26.04983	-151.7866	173.5797	
55	-30.00485	-85.80212	0	104.5591	23.51064	-152.2081	172.6844	
56	-30.70816	-86.97427	0	105.4969	19.92321	-151.6566	172.6895	
57	-34.22464	-86.5054	0	103.6214	17.79059	-151.7301	173.7518	
58	-31.41147	-88.38086	0	104.0903	15.87235	-150.6583	174.4759	
59	-32.11475	-90.72519	0	103.387	13.78601	-149.3938	174.8462	
