
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	-0.6947937	-4.923065	0	1.884006	0.01618128	-4.939999E-05	-0.0008754624	
1	-1.640137	1.406593	0	-1.405731	-0.01617432	4.915274E-05	0.0008754485	
2	-0.4679871	1.406593	0	-1.874573	-0.04089355	2.731694E-05	-0.005889893	
3	0.0008754239	1.406593	0	-1.874573	-0.04089355	2.731694E-05	-0.005889893	
4	-0.233551	1.406593	0	-2.109009	-0.03234863	9.805908E-05	0.001750957	
5	-0.233551	0	0	1.173033	0	0	0	
6	-2.109009	1.406593	0	-2.109009	-0.007659912	0.0001220499	0.008528347	
7	0.0008753399	1.172157	0	-1.171295	-0.007659912	0.0001220499	0.008528347	
8	-0.4679871	1.406593	0	-1.874573	-0.007659912	0.0001220499	0.008528347	
9	-0.233551	1.406593	0	-1.640137	0	0	0	
10	-0.4679871	-1.17215	0	-0.4679871	0.3076641	0.1046245	-0.01763916	
11	-1.640137	-17.81683	0	-0.9368591	0.06816688	0.4143325	0.04021603	
12	-0.9368591	-18.98898	0	-1.640137	0.06298245	0.8935094	0.07549667	
13	0.46974	-19.45786	0	-2.343445	0.0482938	0.8939555	0.1086199	
14	0.7041683	-21.09888	0	-1.874573	0.1537461	1.02563	0.2808022	
15	0.2353039	-24.38092	0	-1.405731	0.1946251	1.658478	0.2804068	
16	0.000875522	-36.57138	0	2.110762	0.2609661	2.432559	0.5539395	
17	-1.171295	-60.01459	0	16.41112	0.5629391	3.35929	0.6914057	
18	0.0008754184	-73.14279	0	29.5393	0.4916538	3.709594	0.8120074	
19	-0.233551	-81.3479	0	40.79205	0.3388192	3.661048	0.8562904	
20	0.0008754026	-86.5054	0	48.99717	0.3145314	3.612231	0.8491706	
21	-0.4679871	-87.67755	0	50.87262	0.3062499	3.612079	0.8412536	
22	-1.405731	-87.91199	0	50.16933	0.2824947	3.61234	0.8661036	
