All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-22_11:42:50	0	Ltd Random	False	7.353817	93.81867	63.04056	80.23014	90	90	0	30	90	0	0	92.25789	0.3333333	887.2513	159.1793	159.6483	0	83.92667	80.867	194.7565	208.8735	14	10	0	1	2	0	2	2	
	2	2018-11-22_11:42:55	0	ZEROING DATA	True	4.027143	99.5116	99.57939	99.52979	4.335686E-18	2.104837E-37	0	1.459506E-18	0	0	0	100	6.439102E-21	1160.66	216.8495	176.293	0	158.2416	165.8199	209.3182	234.138	10	1	1	1	3	1	1	3	
	3	2018-11-22_11:43:02	0	Ltd Random	False	7.197691	97.74698	61.09685	81.52695	90	90	0	89.99999	5.008957E-06	5.008957E-06	90	86.48869	0.4	1058.061	215.6776	191.2965	0	481.2889	0	9.728415	160.0695	32	5	19	1	6	2	2	0	
	4	2018-11-22_11:43:04	0	ZEROING DATA	True	2.184323	99.66498	92.4863	96.5418	2.378987E-09	6.306061E-20	0	2.378987E-09	0	0	0	100	5.286638E-12	782.217	198.5979	169.0255	0	165.7096	9.392059	40.5583	198.9336	5	1	1	1	1	1	0	1	
	5	2018-11-22_11:43:14	0	Ltd Random	True	9.964278	90.26132	90.21868	89.01828	30	108.9438	0	150	30	180	180	65.78888	0.754382	2338.559	202.0804	304.2927	0	398.3	127.5893	182.9644	1123.333	25	21	2	1	0	0	0	2	
	6	2018-11-22_11:43:18	0	ZEROING DATA	True	3.356064	99.02319	99.77636	99.25918	2.340483E-15	6.471589E-31	0	1.134346E-14	0	0	0	100	1.520438E-17	1434.594	119.536	312.2634	0	222.0314	130.6796	328.4485	321.6354	12	3	3	1	1	1	3	1	
	7	2018-11-22_11:43:29	0	Presets_dockPreset_4	False	11.41698	84.98132	60.88834	74.0143	110	37.61264	0	1.611493E-43	88.03528	70.80552	71.95206	71.83221	0.4204505	4757.731	139.2526	418.4611	0	842.7831	251.3448	1143.36	1962.526	17	0	4	1	6	4	2	2	
	8	2018-11-22_11:43:54	0	ZEROING DATA	True	24.08406	99.72376	79.93737	90.95812	0	0	0	0	0	0	0	100	0	3956.346	570.5509	667.1934	0	299.4265	482.8995	1073.877	862.3995	65	13	13	1	19	15	2	3	
	9	2018-11-22_11:43:58	0	Ltd Random	False	4.652257	88.32184	67.21394	78.89404	90	51.14069	0	89.99999	90	0	0	92.04254	0.356823	1064.859	139.9559	177.9339	0	190.1244	83.57095	217.4888	255.785	14	4	4	1	3	1	2	2	
	10	2018-11-22_11:44:00	0	ZEROING DATA	True	1.658214	94.75784	96.03305	95.27256	6.92472E-07	2.995122E-15	0	6.92472E-07	0	0	0	100	1.538827E-09	1050.838	143.2267	174.183	0	213.3444	166.1749	167.817	186.0919	7	2	0	1	1	1	0	3	
