All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-02_15:02:19	0	Ltd Random	False	7.908017	84.26555	48.32761	68.14514	90	90	0	30	90	150	0	93.05521	0.5	498.1566	63.76547	65.64093	0	186.6079	54.11576	28.09684	99.92974	3	0	0	1	2	0	0	2	
	2	2018-11-02_15:02:23	0	ZEROING DATA	True	3.764653	99.79161	99.42467	99.59995	9.627743E-17	1.034144E-34	0	3.230204E-17	0	0	0	100	1.428661E-19	943.0278	89.50604	128.9377	0	241.9808	160.4751	101.1791	220.9493	6	1	1	1	1	1	1	1	
	3	2018-11-02_15:02:36	0	Presets_dockPreset_1	False	13.1982	87.84738	83.17236	85.6819	1.611493E-43	150	0	150	45.33043	152.3589	148.0827	81.77193	0.7175245	820.5903	29.53845	95.88272	0	252.4833	78.62949	188.797	175.259	8	2	0	1	0	3	4	0	
	4	2018-11-02_15:02:43	0	ZEROING DATA	True	7.110017	99.86977	99.21532	99.31377	0	1.611493E-43	0	1.123759E-32	0	0	0	100	1.248621E-35	1350.872	72.97272	245.9192	0	251.2468	159.4003	273.2172	348.1155	14	1	1	1	1	3	3	5	
	5	2018-11-02_15:02:59	0	Presets_dockPreset_4	True	15.55451	70.28801	54.93549	63.47926	110	37.25754	0	1.611493E-43	75.23431	164.4076	40.62844	77.73278	0.475031	1632.077	107.6043	200.205	0	221.0693	57.6115	465.2182	580.3693	30	0	2	1	2	15	0	12	
	6	2018-11-02_15:03:02	0	ZEROING DATA	True	3.227379	99.91007	99.55942	99.55889	2.926115E-14	3.001107E-30	0	0	0	0	0	100	3.251239E-17	977.4947	65.96466	152.1464	0	272.0862	147.4667	92.30293	247.5278	10	1	1	1	1	1	3	3	
	7	2018-11-02_15:03:12	0	Ltd Random	False	9.237683	94.46848	88.73307	90.84306	30	69.1517	0	89.99999	1.024528E-05	90	90	90.85158	0.4101686	706.6367	188.7177	86.73981	0	158.0072	49.09165	78.23257	145.848	13	4	2	1	4	2	2	0	
	8	2018-11-02_15:03:16	0	ZEROING DATA	True	4.634403	99.77453	99.50383	99.39478	2.291496E-21	4.820467E-43	0	6.783691E-21	0	0	0	100	1.008354E-23	798.3561	73.134	172.3075	0	152.3896	76.18257	210.4704	113.8718	8	1	1	1	1	1	1	3	
	9	2018-11-02_15:03:24	0	Presets_dockPreset_2	True	7.842708	95.46028	84.92399	89.84338	90	90	0	89.99999	0.7714844	169.4075	84.09167	86.97939	0.5825229	650.9398	85.56765	86.97421	0	144.879	32.77641	158.9502	141.7923	17	2	0	1	9	4	3	0	
	10	2018-11-02_15:03:35	0	ZEROING DATA	True	9.987788	99.8372	99.69324	99.48857	1.611493E-43	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1116.891	199.7969	143.7068	0	243.7484	65.68623	325.1062	138.8461	26	1	1	1	1	9	3	11	
	11	2018-11-02_15:03:44	0	Presets_dockPreset_3	False	9.677971	97.51934	82.48882	90.1694	110	113.2628	0	135	59.09015	101.6193	119.3823	84.6996	0.7092829	989.3683	188.7177	201.6115	0	254.8276	101.1309	91.31113	151.7695	5	0	3	1	2	0	0	0	
	12	2018-11-02_15:03:48	0	ZEROING DATA	True	4.004011	99.81471	98.62937	99.20497	7.947812E-18	5.97517E-37	0	9.65894E-18	0	0	0	100	1.956306E-20	1176.251	206.4536	216.6152	0	284.2126	131.2309	171.4525	166.2871	17	1	1	1	1	7	3	4	
	13	2018-11-02_15:03:57	0	Ltd Random	False	8.179648	93.15108	90.11861	90.52127	90	129.0035	0	89.99999	30	90	90	90.50606	0.5766706	428.3714	111.5896	82.28568	0	101.0402	0	54.22594	79.2299	8	2	0	1	4	0	2	0	
	14	2018-11-02_15:04:16	0	ZEROING DATA	True	19.12731	99.73952	97.75574	97.4408	1.611493E-43	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1149.216	146.395	270.5345	0	248.3885	61.3843	221.3868	201.1272	43	1	5	1	5	8	6	18	
	15	2018-11-02_15:04:28	0	Ltd Random	True	11.53188	93.03922	67.13976	81.7243	90	50.41049	0	150	90	90.00001	0	61.68411	0.5226783	5477.495	297.4942	305.6993	0	405.3329	90.47345	3537.192	841.3005	14	0	2	1	0	9	2	2	
	16	2018-11-02_15:04:37	0	ZEROING DATA	True	8.813405	99.83721	98.9751	99.37122	1.6427E-40	1.611493E-43	0	2.615804E-40	0	0	0	100	4.736389E-43	1578.902	145.5832	139.487	0	313.4347	181.3899	470.7088	328.2982	18	1	3	1	3	1	5	5	
	17	2018-11-02_15:04:47	0	Ltd Random	True	10.33862	96.39117	73.0486	85.86793	30	69.64023	0	150	90	0	0	90.37874	0.377378	915.6407	149.5676	120.4981	0	171.3698	78.87267	142.8587	252.4737	13	1	2	1	0	6	4	2	
	18	2018-11-02_15:04:53	0	ZEROING DATA	True	6.071765	98.1115	99.15821	98.45321	4.067086E-28	1.611493E-43	0	1.933834E-27	0	0	0	100	2.600603E-30	1135.058	67.75327	153.553	0	300.5395	168.8179	219.8178	224.577	17	1	2	1	3	3	5	3	
	19	2018-11-02_15:05:04	0	Ltd Random	True	10.9189	96.09608	96.81633	96.23497	30	68.94318	0	150	5.008957E-06	5.008957E-06	90	91.27333	0.3766035	525.3134	107.1355	85.56773	0	200.4046	2.269684	8.051697	121.8842	15	4	1	1	0	3	4	5	
	20	2018-11-02_15:05:10	0	ZEROING DATA	True	5.71229	97.94035	98.45399	98.03633	1.967496E-26	1.611493E-43	0	9.505035E-26	0	0	0	100	1.274726E-28	813.0734	56.9368	148.3954	0	331.986	21.78543	38.08094	215.8888	34	3	4	1	2	9	5	12	
	21	2018-11-02_15:05:21	0	Ltd Random	False	10.66216	90.68867	80.7808	85.94183	90	129.1794	0	89.99999	90	0	0	91.19143	0.4435327	619.7868	105.9633	206.5345	0	42.02431	68.55451	77.8242	118.8859	7	3	2	1	0	0	2	2	
	22	2018-11-02_15:05:29	0	ZEROING DATA	True	7.886812	97.46012	98.26612	97.60789	3.689975E-36	1.611493E-43	0	3.689975E-36	0	0	0	100	8.199945E-39	1034.572	184.9676	252.9521	0	74.78307	164.6037	193.365	163.9006	10	1	0	1	0	1	5	3	
	23	2018-11-02_15:05:40	0	Ltd Random	False	10.66887	95.35101	95.75125	93.71099	30	30	0	150	30	30	180	84.42255	0.5	1448.603	90.96725	252.7177	0	362.205	75.50195	65.0014	602.2092	12	0	1	1	1	2	6	2	
	24	2018-11-02_15:05:46	0	ZEROING DATA	True	6.121594	99.02319	99.39374	98.978	2.499102E-28	1.611493E-43	0	1.206672E-27	0	0	0	100	1.618425E-30	1026.855	116.9754	149.3332	0	305.471	29.09096	43.53913	382.4459	28	3	8	1	3	3	3	9	
	25	2018-11-02_15:06:01	0	Presets_dockPreset_5	True	14.69653	98.93344	82.18824	91.65056	1.611493E-43	0	0	89.99999	81.87747	100.9966	156.1358	65.603	0.4766777	4446.334	107.6043	289.0547	0	636.2484	158.7962	2508.9	745.7291	27	5	5	1	5	9	4	0	
	26	2018-11-02_15:06:06	0	ZEROING DATA	True	4.69269	99.31623	98.69283	98.81496	0	0	0	3.03556E-21	0	0	0	100	3.372845E-24	1327.346	3.381744	9.846139	0	179.9441	165.4741	667.8778	300.8219	16	1	3	1	3	3	5	3	
	27	2018-11-02_15:06:15	0	Ltd Random	True	9.024453	96.93714	87.00961	91.63463	90	90	0	150	90	0	0	88.88385	0.4666667	879.5869	78.0658	98.93033	0	143.4166	66.41695	182.2436	310.5132	13	2	0	1	1	0	6	6	
	28	2018-11-02_15:06:20	0	ZEROING DATA	True	5.594549	99.37408	99.29189	99.30159	2.103794E-25	1.611493E-43	0	3.400102E-25	0	0	0	100	6.11544E-28	1043.342	191.2055	164.3368	0	315.402	152.7207	66.24058	153.437	12	1	1	1	3	1	3	3	
	29	2018-11-02_15:06:32	0	Ltd Random	True	11.54301	83.25895	97.56869	88.65353	90	50.83813	0	89.99999	1.024528E-05	90	90	87.72945	0.4564868	733.7398	72.20508	59.78015	0	337.8708	17.16594	80.90707	165.8109	16	0	2	1	4	6	3	2	
	30	2018-11-02_15:06:36	0	ZEROING DATA	True	3.987752	99.64183	99.52869	99.437	8.421005E-18	4.520899E-37	0	8.421005E-18	0	0	0	100	1.871334E-20	922.274	47.35329	142.3002	0	246.8588	83.48112	182.7706	219.5099	8	1	1	1	1	1	3	1	
	31	2018-11-02_15:06:46	0	Presets_dockPreset_4	True	9.731271	90.17821	95.08774	91.02134	110	38.58374	0	1.611493E-43	19.62207	20.19864	39.5453	93.23564	0.2532775	697.6033	60.01651	100.8058	0	361.0253	40.70404	10.90048	124.1513	21	0	2	1	7	6	7	0	
	32	2018-11-02_15:06:53	0	ZEROING DATA	True	6.559129	99.80463	99.23097	99.43967	8.197451E-30	1.611493E-43	0	0	0	0	0	100	9.10828E-33	459.4306	138.313	167.15	0	0	66.0871	37.11533	50.76522	13	1	3	1	1	1	3	5	
	33	2018-11-02_15:06:59	0	Ltd Random	False	6.371965	85.21828	95.2961	88.59743	90	90	0	29.99999	30	90	90	93.33522	0.4666667	490.9706	93.30396	87.67758	0	107.1354	26.43546	91.17216	85.24614	6	0	2	1	0	0	2	2	
	34	2018-11-02_15:07:03	0	ZEROING DATA	True	3.585673	99.7085	99.62934	99.39464	6.088937E-16	4.138822E-33	0	2.043987E-16	0	0	0	100	9.036581E-19	949.4513	99.8736	224.5859	0	160.346	68.32436	207.5351	188.7865	16	1	3	1	1	5	1	5	
	35	2018-11-02_15:07:10	0	Ltd Random	False	7.300432	97.53875	58.6623	79.78468	30	69.517	0	89.99999	90	150	0	88.90579	0.4772411	1494.611	148.161	165.509	0	609.5231	89.91113	146.4945	335.0121	2	0	0	1	1	0	0	2	
	36	2018-11-02_15:07:17	0	ZEROING DATA	True	6.411921	99.8372	99.65265	99.52593	1.070606E-29	1.611493E-43	0	3.186028E-29	0	0	0	100	4.729592E-32	1058.532	76.65067	253.6554	0	216.6239	148.5837	112.9703	250.0483	16	3	1	1	1	7	3	1	
	37	2018-11-02_15:07:24	0	Presets_dockPreset_2	False	6.777591	95.06152	60.94421	80.37914	90	90	0	89.99999	70.88608	99.73051	129.4527	89.92959	0.6334102	612.1133	93.30389	72.67389	0	169.9632	54.41289	73.24684	148.5126	7	2	0	1	2	3	0	0	
	38	2018-11-02_15:07:28	0	ZEROING DATA	True	4.11591	99.93487	99.80616	99.51595	2.027025E-18	4.58709E-38	0	2.027025E-18	0	0	0	100	4.504499E-21	1044.685	202.9908	166.6812	0	229.0674	152.6518	85.55407	207.7401	24	1	1	1	1	11	3	7	
	39	2018-11-02_15:07:37	0	Ltd Random	False	8.649808	88.50274	88.98187	87.62785	30	30	0	89.99999	30	90	180	79.2169	0.5	1991.638	28.13187	139.2526	0	75.95597	61.95125	75.68275	1610.664	27	2	2	1	1	6	0	16	
	40	2018-11-02_15:07:45	0	ZEROING DATA	True	8.104219	99.83721	99.27748	99.48706	1.297933E-37	1.611493E-43	0	3.850239E-37	0	0	0	100	5.720198E-40	1185.712	144.0565	304.5272	0	201.0273	33.43905	124.852	377.81	14	3	5	1	1	1	3	1	
	41	2018-11-02_15:07:53	0	Presets_dockPreset_1	False	8.205971	94.8471	87.68483	90.08762	1.611493E-43	150	0	150	18.77762	14.33106	123.1816	86.03416	0.5069892	1334.065	195.2819	168.7911	0	228.1024	74.46693	50.22226	617.2008	13	3	0	1	1	8	2	0	
	42	2018-11-02_15:08:01	0	ZEROING DATA	True	7.298707	99.81864	99.72972	99.72163	0	1.611493E-43	0	3.75028E-33	0	0	0	100	4.166978E-36	1420.302	176.7617	238.8862	0	317.9402	138.3899	82.49349	465.83	21	3	3	1	1	9	3	3	
	43	2018-11-02_15:08:13	0	Presets_dockPreset_3	False	12.34755	97.82394	90.61815	92.33732	110	113.3083	0	135	5.078856	136.7417	98.48123	70.32526	0.6651223	1726.792	107.3699	88.14639	0	132.4541	115.142	179.2126	1104.467	30	1	0	1	1	16	12	0	
	44	2018-11-02_15:08:20	0	ZEROING DATA	True	6.594865	99.77208	99.22855	99.43919	4.794754E-30	1.611493E-43	0	5.767765E-30	0	0	0	100	1.173613E-32	1338.382	214.9575	199.0327	0	272.8954	105.3479	246.45	299.6977	14	1	1	1	1	7	3	1	
	45	2018-11-02_15:08:29	0	Ltd Random	True	8.849612	96.46085	97.93412	96.32239	90	50.41354	0	150	30	180	90	85.2411	0.6560151	864.8188	172.3075	84.86437	0	140.4248	91.40326	185.6926	190.1266	11	4	1	1	0	2	2	2	
	46	2018-11-02_15:08:33	0	ZEROING DATA	True	4.357817	99.79826	99.836	99.65882	1.417343E-19	1.279792E-40	0	2.317646E-19	0	0	0	100	4.149987E-22	1425.602	205.6911	167.3845	0	291.0703	118.4513	348.7197	294.285	8	1	3	1	1	1	1	1	
	47	2018-11-02_15:08:44	0	Presets_dockPreset_5	True	10.08882	96.16783	97.2955	95.58634	1.611493E-43	1.611493E-43	0	89.99999	30.18457	140.9808	63.89719	89.26998	0.3611806	761.9342	157.3039	34.46149	0	135.0328	55.49667	186.9897	192.6496	24	3	4	1	6	2	7	4	
	48	2018-11-02_15:08:50	0	ZEROING DATA	True	5.822718	99.76521	99.41648	99.4137	0	0	0	1.817398E-26	0	0	0	100	2.019331E-29	921.103	28.60068	95.41379	0	177.2553	109.4814	302.4634	207.8885	21	3	3	1	3	5	3	5	
