
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	1.219119	0.2343569	0	0.04694872	-0.1841431	-1.554779	0.06936584	
1	-0.06433105	0.2344284	0	0.170092	-0.05462646	-0.001163034	-0.01708984	
2	-0.06433105	0	0	-0.06433105	0.06343278	0.0329217	0.009112017	
3	-0.06433105	0	0	-0.06433105	0.1005775	0.05734128	-0.01870728	
4	-0.06433105	0.2344284	0	-0.06433105	0.2018829	0.06671736	-0.03543091	
5	-0.06433105	0	0	-0.06433105	0.2688693	0.0603025	-0.04077148	
6	-0.06433105	0	0	-0.06433105	0.2621854	0.05983448	-0.05007935	
7	-0.06433105	0	0	0.4045204	0.3060446	0.05938263	-0.0675354	
8	-0.2987671	0	0	-0.06433105	0.3332199	0.1571564	-0.0914917	
9	-0.06433105	0	0	-0.06433105	0.2402488	0.287342	-0.08718872	
10	-0.06433105	0	0	-0.06433105	0.3339102	0.2827896	-0.05514526	
11	-0.06433105	0	0	-0.06433105	0.5396683	0.188232	-0.001091521	
12	-0.06433105	0	0	-0.06433105	0.7158556	0.1843727	0.02800894	
13	0.1700844	0	0	0.4045203	0.7077635	0.1818443	-0.02255249	
14	-0.06433105	0	0	0.170092	0.7733472	0.1481064	-0.06820679	
15	-0.06433105	0.2344284	0	-0.06433105	0.852964	0.1905994	-0.05651855	
16	-0.06433105	0	0	-0.06433105	0.813654	0.3133194	-0.07550049	
17	-0.06433105	0	0	-0.06433105	0.7745662	0.3442642	-0.09121704	
18	0.1700844	0	0	-0.06433105	0.8096143	0.2867615	-0.09988403	
19	0.1700844	0	0	0.4045203	0.9543239	0.2251076	-0.07397461	
20	-0.06433105	0	0	-0.06433105	1.224936	0.2458747	-0.07113647	
21	0.1700844	0	0	-0.06433105	1.385682	0.2098757	-0.04367065	
22	-0.06433105	0.2344284	0	-0.06433105	1.73006	0.06449268	-0.2297974	
23	-0.06433105	0	0	-0.06433105	2.367584	-0.09008789	-0.500885	
24	-0.06433105	0	0	-0.06433105	3.647707	-0.2740479	-0.4732971	
25	-0.06433105	0	0	0.4045203	5.416728	-0.4553528	-0.5625	
26	-0.2987671	0	0	-0.06433105	7.246846	-0.6048889	-0.8292236	
27	0.1700844	-0.234436	0	-0.06433105	9.222691	-0.7898254	-0.907959	
28	-0.06433105	-0.234436	0	7.437479	12.07924	-0.9878845	-1.740295	
29	-0.06433105	0	0	14.70487	15.10677	-1.467316	-2.767242	
30	-0.06433105	0	0	19.15908	18.37199	-1.781219	-3.371552	
31	-0.06433105	0	0	20.33124	19.04111	-1.757568	-3.652161	
32	-0.06433105	-0.234436	0	20.56568	18.36777	-1.783081	-4.008606	
33	0.1700844	-0.234436	0	20.80011	17.93132	-1.905792	-4.250153	
34	-0.06433105	0	0	20.80011	17.72985	-1.97464	-4.310883	
35	-0.06433105	0	0	21.03454	17.31229	-1.969086	-4.316437	
36	-0.06433105	-0.234436	0	20.80011	17.10372	-1.948975	-4.301514	
37	-0.06433105	-0.234436	0	21.03454	17.31452	-1.989166	-3.942535	
38	0.1700844	-0.4688721	0	22.44114	17.50423	-1.987793	-3.983307	
39	-0.06433105	-0.7033081	0	25.72318	18.63722	-2.008026	-3.98111	
40	-0.06433105	-3.047607	0	33.69387	20.49336	-2.078033	-4.208984	
41	-0.06433105	-3.516479	0	38.85138	24.66228	-2.205933	-3.595428	
42	-0.06433105	-3.516479	0	40.72683	27.88662	-2.271973	-1.464508	
