All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-14_14:39:49	0	Presets_dockPreset_1	False	20.05656	42.37894	43.41412	36.6958	0	150	0	150	54.17697	172.0619	116.6111	78.66901	0.7142777	980.7158	195.0472	242.8716	0	357.2742	33.86492	12.77809	138.88	1	2	0	1	0	0	0	0	
	2	2018-11-14_14:40:06	0	ZEROING DATA	True	17.0522	99.86975	99.44017	99.63988	0	1.611493E-43	0	1.611493E-43	0	0	0	100	0	1081.686	430.8864	284.1312	0	138.7837	23.94216	2.260648	201.6823	52	3	21	1	19	3	3	5	
	3	2018-11-14_14:40:42	0	Ltd Random	False	35.52787	94.56147	37.78791	69.76285	90	90	0	150	90	150	0	59.79275	0.6333333	2395.726	656.4078	469.099	0	807.149	46.79929	133.187	283.0855	9	4	2	1	0	2	0	2	
	4	2018-11-14_14:40:54	0	ZEROING DATA	True	11.6252	99.05576	87.18597	93.7763	0	0	0	0	0	0	0	100	0	2324.298	396.8934	361.7286	0	450.5785	166.0557	149.6227	799.4183	63	43	11	1	7	1	0	1	
	5	2018-11-14_14:41:08	0	Ltd Random	True	14.31763	97.33213	97.85874	97.08772	90	129.1868	0	89.99999	5.122642E-06	150	90	75.0345	0.6102076	1459.55	266.3147	344.146	0	524.8932	33.40144	97.25165	193.543	25	14	1	1	4	2	5	0	
	6	2018-11-14_14:41:17	0	ZEROING DATA	True	8.612948	98.82784	99.69951	99.18351	8.406207E-40	1.611493E-43	0	8.406207E-40	0	0	0	100	1.867931E-42	1478.865	301.0108	366.6517	0	363.1353	5.92325	281.7703	160.3742	14	3	3	1	5	1	1	1	
	7	2018-11-14_14:41:25	0	Ltd Random	True	8.011583	90.76156	99.66713	94.29359	30	69.70279	0	89.99999	5.008957E-06	90	5.008957E-06	94.55104	0.3107809	552.1544	108.5421	150.0364	0	224.5858	0	68.99005	0	9	0	2	1	6	1	1	1	
	8	2018-11-14_14:41:31	0	ZEROING DATA	True	5.325022	99.90232	99.55801	99.74468	1.22549E-24	1.611493E-43	0	3.641352E-24	0	0	0	100	5.407603E-27	766.171	90.95973	210.0511	0	303.355	3.586514	158.2189	0	11	3	1	1	7	1	1	1	
	9	2018-11-14_14:41:43	0	Presets_dockPreset_4	True	12.18387	78.71743	84.34684	80.02264	110	38.31155	0	1.611493E-43	16.74045	109.5504	9.879578	91.06926	0.3160911	1106.983	217.7874	305.6994	0	448.2339	0	11.51991	123.7428	11	0	2	1	2	0	0	8	
	10	2018-11-14_14:41:49	0	ZEROING DATA	True	5.864997	98.46968	99.95033	99.06689	9.862095E-27	1.611493E-43	0	0	0	0	0	100	1.095788E-29	991.0268	246.1537	176.9961	0	266.0803	2.800965	147.8775	151.1181	21	1	15	1	3	1	1	1	
