
Angles Over Time
Frames	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z	
0	0.955891	5.391945	0	0.2525217	-0.05651855	-0.0003540371	-0.009338379	
1	0.009352538	-0.7033081	0	0.4782169	-0.0463562	-0.0004547182	-0.01464844	
2	-0.6939392	0	0	0.4782169	-0.04147339	-0.0008072603	-0.03009033	
3	0.2437886	0.2344284	0	0.009352563	-0.03131104	-0.000910465	-0.03536987	
4	0.4782169	0.2344284	0	-0.2250671	-0.02114868	-0.001014607	-0.04064941	
5	0.4782169	0.2344284	0	-0.2250671	-0.1339111	0.0143581	-0.03411865	
6	0.4782169	0	0	-0.4595032	-0.34375	0.1839831	0.005612898	
7	0.4782169	-0.4688721	0	0.478217	-0.5337524	0.5684575	0.02806094	
8	-0.2250671	-0.234436	0	0.00935264	-0.1960144	0.7641447	0.02964054	
9	0.2437885	-0.7033081	0	0.00935264	-0.3453674	1.44979	0.2277985	
10	0.009352479	-5.157501	0	0.00935264	-0.2023621	1.642258	0.3300446	
11	0.009352479	-5.157501	0	-0.2250671	0.2194244	1.529013	0.6344141	
12	0.009352479	-24.38092	0	0.9470815	0.1433364	-0.1185303	6.396554	
13	-0.4595032	-37.50912	0	0.4782172	-0.5594482	-2.920898	4.747179	
14	-0.2250671	-41.0256	0	0.2437888	-0.7031555	-4.563171	3.926907	
15	0.009352517	-67.28198	0	0.009352772	-0.6682739	-4.833344	5.310585	
16	0.009352517	-72.67392	0	-0.2250671	-0.7063599	-4.638611	9.822938	
17	-2.803833	-72.90836	0	-0.2250671	-0.8811951	-4.685822	11.17424	
18	-2.803833	-71.73621	0	1.415946	-1.258575	-5.414673	11.31196	
19	-3.741547	-72.67392	0	0.7126531	-1.177704	-6.309723	12.31485	
20	-6.085876	-72.90836	0	0.00935266	-0.9161072	-8.758209	13.58717	
21	-16.16644	-73.14279	0	0.00935266	0.1738122	-14.61447	17.57318	
22	-37.49976	-65.64096	0	0.00935266	0.2255253	-24.60965	23.24801	
23	-59.77081	1.64102	0	-0.4595032	-0.9650574	-34.60645	24.84016	
24	-70.55469	0.2344267	0	1.415946	-3.271851	-38.55212	9.805033	
25	-59.53638	1.64102	0	0.2437888	-0.6445313	-42.30914	2.976604	
26	-48.28363	1.406584	0	-0.2250671	0.6653998	-46.55185	0.1886408	
27	-41.01624	1.64102	0	0.009352878	-2.187042	-50.02603	-6.518341	
28	-1.866119	1.64102	0	-0.2250671	-5.352814	-55.43997	-14.6283	
29	0.9470822	1.64102	0	-0.2250671	-6.880341	-60.20087	-16.60052	
30	0.9470822	1.406584	0	0.2437889	-9.049591	-66.09601	-19.02698	
31	-2.569397	1.64102	0	0.009352894	-12.26633	-73.03766	-27.46011	
32	-1.866089	1.64102	0	0.009352894	-16.16907	-77.4819	-37.1792	
33	-2.100525	1.406584	0	-0.2250671	-23.05042	-82.31219	-46.33026	
34	-2.100525	1.64102	0	-0.2250671	-34.35837	-91.68109	-54.67279	
35	-5.85144	0.4688626	0	0.4782173	-44.52988	-103.0957	-52.68167	
36	-11.94669	0.9377269	0	0.4782173	-56.22095	-112.1326	-50.9437	
37	-14.52542	1.406584	0	0.009352936	-66.07697	-118.8825	-46.3895	
38	-17.10419	1.875448	0	0.009352936	-74.93781	-125.4743	-44.50281	
39	-22.73056	1.406584	0	0.009352936	-80.4071	-143.2695	-27.10782	
40	-27.65363	1.172156	0	0.009352936	-83.43796	-168.15	-3.957275	
41	-29.06021	0.7032912	0	1.884811	-81.37433	164.1597	23.46043	
42	-29.29465	1.172156	0	0.7126535	-78.50278	149.7855	37.31562	
43	-29.06021	1.406584	0	0.009353033	-77.61511	139.0717	46.91658	
44	-29.06021	-7.501831	0	0.009353033	-77.91107	141.2649	44.53843	
45	-29.06021	-24.84979	0	-0.2250671	-78.00739	154.646	31.02843	
46	-18.97964	-25.31866	0	-0.2250671	-75.04523	154.4224	28.14222	
47	-10.5401	-25.5531	0	0.4782175	-71.23172	154.1194	26.92691	
48	-6.554749	-25.31866	0	-0.2250671	-71.80917	152.7908	22.33419	
49	-3.038269	-25.08423	0	0.009353051	-71.74164	153.1219	17.96405	
50	-1.397247	-13.59708	0	5.635726	-70.59045	154.7541	13.15796	
51	-1.162811	-2.543311E-06	0	5.166862	-68.95087	164.7747	-0.1176758	
52	-0.6939392	-0.7033081	0	1.415947	-70.5423	171.8457	-8.115601	
53	-1.162811	-2.561273E-06	0	0.4782182	-74.63428	174.0034	-9.148499	
54	-0.4595337	0.2344258	0	-0.2250671	-73.1091	-178.8609	-13.16309	
55	-0.2250977	0.7032902	0	0.2437897	-73.38376	-176.8383	-16.83057	
56	-0.2250977	0.7032902	0	0.009353707	-72.38162	-179.8285	-13.28018	
57	0.47821	0.4688618	0	-0.2250671	-72.43472	178.2034	-12.17407	
58	-0.2250977	-0.4688721	0	1.415947	-72.7804	176.8645	-11.50931	
59	-1.162811	0.4688618	0	15.95073	-71.50623	176.4644	-10.72086	
60	-0.2250977	0.7032902	0	33.06427	-71.70032	179.7484	-15.30121	
61	0.009345608	0.7032902	0	48.53678	-72.44424	179.9524	-15.49002	
62	0.2437816	0.9377262	0	61.43054	-72.5235	-179.3399	-16.44598	
63	0.2437816	0.9377262	0	70.33896	-75.02997	-177.433	-20.59787	
64	0.2437816	-2.617128E-06	0	56.97634	-76.07397	-173.6058	-25.09241	
65	-0.2250977	0.7032902	0	81.59169	-76.89755	-171.1679	-27.88824	
66	0.009345661	0.4688618	0	84.63931	-78.49033	-164.4596	-36.06314	
67	-0.2250977	0.4688618	0	92.84443	-79.5065	-156.6225	-44.46948	
68	0.009345661	0.7032902	0	99.17409	-81.27274	-146.1093	-55.52652	
69	-0.2250977	-0.4688721	0	99.40852	-82.87659	-138.874	-63.21417	
70	-0.9283752	0.4688619	0	100.1118	-82.72153	-141.6405	-59.72415	
71	-0.2250977	0.4688619	0	100.5807	-82.86877	-139.4662	-61.14368	
72	-0.2250977	0.9377262	0	103.1594	-82.66986	-142.7595	-56.8616	
73	0.2437817	0.4688618	0	105.9726	-83.66217	-132.7576	-67.8634	
74	0.2437817	0.9377262	0	107.8481	-84.61108	-118.679	-82.45813	
75	0.2437817	0.2344257	0	107.6136	-85.15479	-109.4794	-91.80365	
76	-0.4595337	0.4688618	0	109.2546	-85.50992	-88.61548	-112.2052	
77	-0.2250977	0.2344258	0	109.7235	-84.82245	-56.27881	-145.1063	
78	0.009345701	0.4688618	0	110.4268	-83.25378	-38.85434	-162.4927	
79	0.009345701	0.4688618	0	111.1301	-80.87201	-31.04379	-170.4082	
80	-0.2250977	-2.61466E-06	0	111.3645	-77.36288	-30.29132	-172.246	
81	-0.9283752	0.2344258	0	112.0678	-74.27246	-31.0672	-173.0065	
82	-0.4595337	0.4688618	0	112.7711	-71.33408	-30.77661	-174.6528	
83	0.009345699	0.7032902	0	113.0056	-70.17422	-30.99426	-175.0476	
84	0.009345699	0.7032902	0	113.24	-69.5679	-31.29706	-175.1766	
85	0.2437817	0.7032902	0	113.0056	-68.99115	-31.23062	-175.5548	
86	0.00934569	-2.603192E-06	0	112.7711	-68.64368	-30.65808	-176.1969	
87	-0.4595337	0.7032902	0	113.0056	-67.72501	-31.18527	-176.1328	
88	-0.4595337	0.4688618	0	113.24	-66.73572	-30.86063	-176.9426	
89	-0.2250977	0.4688618	0	113.24	-66.19662	-28.98801	-177.8124	
90	0.009345807	0.2344258	0	113.24	-66.12845	-27.92566	-177.7071	
91	-0.2250977	-2.587996E-06	0	112.5367	-66.1687	-26.45929	-177.8177	
92	-0.6939392	0.2344258	0	112.7711	-66.28705	-25.0834	-178.0089	
93	-0.2250977	0.4688618	0	113.24	-66.91113	-23.04294	-178.0611	
94	0.009345821	0.4688618	0	113.24	-68.17273	-22.99106	-176.5724	
95	0.2437818	0.7032902	0	112.7711	-68.9953	-22.94168	-175.4322	
96	0.009345823	0.4688618	0	113.0056	-70.36652	-23.67447	-172.1563	
97	0.009345823	-2.589245E-06	0	112.3023	-71.44925	-24.71121	-169.3402	
98	-0.6939392	0.4688618	0	113.0056	-72.30536	-25.7016	-167.2469	
99	0.00934581	0.4688618	0	113.0056	-73.33353	-26.85132	-164.3137	
100	0.00934581	0.7032902	0	112.5367	-74.76849	-29.63635	-160.4276	
101	0.2437818	0.7032902	0	112.7712	-75.81903	-32.37988	-156.8484	
102	0.2437818	0.4688618	0	112.7712	-75.96582	-31.84561	-156.8563	
103	0.009345809	-0.234436	0	111.599	-75.90552	-31.18582	-157.4749	
104	-0.6939392	0.4688618	0	112.7711	-75.84204	-30.30835	-158.5735	
105	0.00934581	0.4688618	0	112.5367	-75.81628	-29.1077	-159.3908	
106	0.00934581	0.4688618	0	112.7711	-75.99625	-28.86719	-159.1404	
107	0.00934581	0.4688618	0	112.7711	-76.08911	-28.27298	-159.2487	
108	0.00934581	-0.234436	0	111.599	-76.15482	-27.53607	-159.4904	
109	-0.6939392	0.2344256	0	112.3023	-76.19165	-27.43512	-159.3902	
110	-0.2250977	0.70329	0	112.0679	-76.39688	-29.45392	-157.3982	
111	0.2437818	0.4688616	0	111.599	-76.65097	-35.68668	-153.2595	
112	0.009345743	0.70329	0	111.8334	-76.54034	-41.1304	-151.2422	
113	0.2437818	0.4688616	0	111.8334	-77.27814	-44.36133	-150.5212	
114	0.2437818	0.2344255	0	111.3646	-77.31653	-46.43182	-150.8404	
115	-0.4595337	0.4688616	0	111.8334	-77.79657	-49.50854	-148.8306	
116	0.2437818	0.4688616	0	111.8334	-77.8812	-49.5762	-149.2787	
117	0.009345743	0.4688616	0	111.8334	-77.63837	-48.77182	-151.7202	
118	0.009345743	0.4688616	0	111.599	-77.72821	-49.30154	-151.3718	
119	0.009345743	-2.802687E-06	0	110.8957	-77.97934	-48.67404	-152.7599	
120	-0.6939392	0.2344256	0	111.3646	-78.22897	-46.53418	-154.6346	
121	-0.2250977	0.4688616	0	111.8334	-78.31775	-44.02191	-157.238	
122	0.009345674	0.937726	0	111.8334	-78.64087	-44.5368	-156.6565	
123	0.009345674	0.4688616	0	111.8334	-78.72397	-44.02936	-157.1734	
124	-0.2250977	0.70329	0	111.599	-78.83347	-43.71289	-157.6624	
125	-0.2250977	-2.828072E-06	0	110.8957	-78.97479	-43.84827	-157.3638	
126	-0.6939392	0.70329	0	111.599	-79.09052	-43.1196	-158.1032	
127	-0.2250977	0.4688616	0	111.599	-79.12531	-43.13406	-158.0321	
128	0.009345714	0.937726	0	111.8334	-79.29813	-43.28717	-158.0346	


Angle MV instances
Rotate	2.813185	2.34433	10.08057	21.33331	22.27106	10.78387	11.01831	11.25275	7.267395	39.15012	3.750916	6.095245	2.578735	2.578766	5.626373	4.923065	10.08057	8.439545	3.985352	3.516479	
ChildRotate	5.391945	6.095253	4.454193	19.22342	13.1282	3.516479	26.25638	5.391937	7.501831	67.28198	8.908415	17.34796	11.48715	13.59707	
RotateInverse	
ChildRotateInverse	5.626373	3.750916	14.53478	17.11354	15.47251	12.89376	8.908421	13.36262	24.61535	3.047623	8.205116	6.329659	2.578751	2.813171	
Docking x	2.306793	2.627319	3.165771	2.16925	3.216736	3.90274	6.881348	11.30795	10.17151	11.69107	9.856018	8.86084	5.469299	3.030853	2.063629	2.871552	2.962158	3.813507	4.09198	2.50647	2.381775	3.509125	3.090424	2.938385	
Docking y	2.802368	2.448486	5.856262	9.995178	9.996796	3.945679	3.757019	4.242706	3.474182	5.41394	4.760895	5.895142	6.94165	4.444244	4.830292	9.368896	11.41458	9.036926	6.749908	6.591827	17.79512	24.88051	332.3097	14.37425	10.71371	2.193176	13.38112	10.02066	7.070984	2.1577	352.8643	2.022598	2.990219	3.284042	3.827179	2.437943	6.708252	7.837128	10.51321	7.235229	2.766479	2.174286	3.293289	10.00188	14.0786	9.199677	20.86389	32.33667	17.42447	7.810547	2.040466	2.785034	2.74353	2.018799	6.232758	5.443726	3.230927	2.070496	3.076721	2.139862	2.512268	
Docking z	5.76214	4.512353	3.986017	5.674829	15.03513	6.828429	2.787963	6.706982	8.109955	2.426453	8.433136	9.719086	9.151062	8.342529	4.554199	17.39499	23.15054	27.4177	13.85519	9.600964	2.378155	13.51	2.886211	4.592724	4.370138	4.806094	13.27563	7.997925	4.014587	3.66748	3.550385	4.580353	4.151886	4.494537	2.795837	8.174896	8.406342	11.05704	7.687653	3.490021	4.282074	11.0018	14.59473	9.34552	20.40154	32.90109	17.38641	7.915558	3.275955	2.816116	2.093262	2.933228	3.886108	3.579163	4.138763	2.017258	2.009857	2.441528	2.603363	
Total MV Amount	2227.401


Angle TRE instances
Rotate	1	20	28	35	49	
ChildRotate	2	10	23	44	51	
RotateInverse	1	
ChildRotateInverse	
Docking x	42	67	80	86	95	123	
Docking y	28	29	77	78	115	120	
Docking z	101	113	114	115	117	
Total TRE Count	26


Correct Angles	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z
	-1.611493E-43	0	0	90	-73.66211	-51.71597	-155.563

Angle Error	Rotate	ChildRotate	RotateInverse	ChildRotateInverse	Docking x	Docking y	Docking z
	0.009345714	0.70329	0	21.83341	5.746185	8.414398	2.165253

Time Taken	Hours	Minutes	Seconds	Milliseconds	Seconds float	Completion time
	0	0	7	597	7.596552	00h:00m:07s:597ms

Final Results	Tester Name	Time of Test	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Efficiency %	Difficulty	Total MV	Total TRE	
	0	2018-11-07_09:19:25	Presets_dockPreset_5	True	00h:00m:07s:597ms	96.86861	98.0408	96.91493	82.3306	0.4121568	2227.401	26	
