All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-22_12:03:53	1	Presets_dockPreset_4	True	25.995	98.93795	97.44899	98.02741	110	38.40872	0	0	9.470121	92.77727	28.02341	56.71181	0.3096439	6380.491	1018.841	611.3986	0	1249.054	251.8888	1775.146	1474.167	100	26	11	1	17	21	4	22	
	2	2018-11-22_12:03:58	1	ZEROING DATA	True	4.948083	99.38136	61.13206	82.63528	7.329309E-23	0	0	0	0	0	0	100	8.143676E-26	2103.457	396.4245	109.2454	0	59.7802	81.26556	171.094	1285.647	9	3	1	1	3	3	0	0	
	3	2018-11-22_12:04:21	1	Presets_dockPreset_2	True	22.55951	88.56843	99.16718	92.66481	90	90	0	90	78.44958	144.1001	76.5568	-10.69885	0.6323406	12250.26	594.2852	509.1863	0	659.926	611.3145	3328.582	6546.958	60	6	8	1	4	22	11	9	
	4	2018-11-22_12:04:28	1	ZEROING DATA	True	7.536004	99.34879	66.07893	84.72223	6.907946E-35	0	0	6.907946E-35	0	0	0	100	1.535099E-37	3222.454	144.4101	417.9922	0	336.1754	260.3202	814.5329	1249.023	25	3	3	1	5	11	1	2	
	5	2018-11-22_12:04:43	1	BAD DATA	False	14.82693	59.61312	88.89052	69.77478	90	50.31665	0	150	30	30	30	85.09984	0.422574	1943.353	287.8631	272.41	0	400.4099	113.2094	125.587	743.8739	2	0	0	1	0	0	2	0	
	6	2018-11-22_12:04:46	1	ZEROING DATA	True	1.965497	99.86976	99.9519	99.89899	1.876981E-08	2.288307E-18	0	2.966531E-08	0	0	0	100	5.381681E-11	22.27101	0	0	0	22.27101	0	0	0	0	1	1	1	1	1	1	1	
	7	2018-11-22_12:04:53	1	Presets_dockPreset_1	False	7.799652	92.97717	88.50109	90.78586	0	150	0	150	88.8622	120.3671	78.83544	79.99081	0.6534053	1282.328	130.813	231.3843	0	138.7837	82.6228	351.7532	346.9702	20	9	0	1	0	3	0	9	
	8	2018-11-22_12:04:58	1	ZEROING DATA	True	4.606049	99.25114	97.81922	98.56056	0	1.444739E-42	0	1.438212E-20	0	0	0	100	1.598013E-23	1187.524	16.17578	315.0766	0	341.8018	164.8154	178.2113	171.4436	12	3	3	1	3	1	0	3	
	9	2018-11-22_12:05:08	1	Ltd Random	False	9.729772	91.56134	97.59371	94.00959	30	108.0804	0	90	5.122642E-06	90	150	80.94119	0.5200894	1291.548	291.1645	308.278	0	212.1609	88.50208	101.7841	289.6594	29	4	6	1	6	3	10	1	
	10	2018-11-22_12:05:11	1	ZEROING DATA	True	2.99699	99.89771	99.67352	99.76392	1.179717E-13	1.667029E-27	0	3.512494E-13	0	0	0	100	5.213567E-16	1228.708	57.18481	269.5968	0	314.39	71.01175	201.5271	314.9979	16	3	3	1	1	5	3	3	
	11	2018-11-22_12:05:32	1	Presets_dockPreset_3	True	20.33174	96.5613	95.56445	96.0061	110	113.2483	0	135	44.45346	131.953	135.216	38.5213	0.744301	2926.751	421.2744	612.5705	0	312.4979	249.9229	338.0124	992.4724	66	0	15	1	34	5	12	0	
	12	2018-11-22_12:05:37	1	ZEROING DATA	True	5.302109	99.48969	96.33556	98.10038	3.55912E-24	0	0	4.185903E-24	0	0	0	100	8.60558E-27	1609.131	207.4341	272.6444	0	297.7671	185.6474	282.7368	362.9011	13	1	3	1	1	5	0	3	
	13	2018-11-22_12:05:48	1	Presets_dockPreset_5	True	10.50739	98.82867	92.46425	95.94148	0	0	0	90	13.29456	133.6671	95.37415	79.12209	0.369262	3103.219	305.6994	274.051	0	306.6371	199.1822	738.8786	1278.771	31	7	5	1	4	9	2	6	
	14	2018-11-22_12:05:53	1	ZEROING DATA	True	5.553214	99.34881	95.76096	97.7918	0	0	0	3.001719E-25	0	0	0	100	3.335243E-28	773.9046	13.59707	56.73248	0	244.5047	86.43554	198.2219	174.413	21	1	11	1	5	3	0	3	
	15	2018-11-22_12:06:05	1	Ltd Random	True	11.51552	95.53437	64.94753	81.84383	30	110.0279	0	150	90	60	0	72.86103	0.4889199	899.2499	170.6665	125.89	0	182.1536	68.30775	148.9833	203.2488	71	8	0	1	62	0	0	2	
	16	2018-11-22_12:06:08	1	ZEROING DATA	True	2.889608	98.72809	92.76265	96.16369	3.337875E-13	1.29858E-26	0	1.574823E-12	0	0	0	100	2.120679E-15	1294.002	72.91583	234.9009	0	436.0362	162.3929	130.3945	257.3615	10	3	2	1	1	1	0	3	
	17	2018-11-22_12:06:19	1	Presets_dockPreset_1	False	11.20592	95.53557	92.088	92.49025	0	150	0	150	22.32305	20.56377	117.8584	79.52035	0.5119391	2179.816	326.7982	444.4833	0	328.2048	100.0866	117.5637	862.6796	15	5	0	1	0	2	4	5	
	18	2018-11-22_12:06:26	1	ZEROING DATA	True	6.600956	98.35328	95.30199	96.84715	0	0	0	5.426863E-30	0	0	0	100	6.029848E-33	1898.799	125.8226	373.9191	0	399.5394	94.07202	118.2144	787.2316	21	5	6	1	5	1	4	1	
