All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-22_11:42:50	0	Ltd Random	False	7.353817	93.81867	63.04056	80.23014	90	90	0	30	90	0	0	92.25789	0.3333333	887.2513	159.1793	159.6483	0	83.92667	80.867	194.7565	208.8735	14	10	0	1	2	0	2	2	
	3	2018-11-22_11:43:02	0	Ltd Random	False	7.197691	97.74698	61.09685	81.52695	90	90	0	89.99999	5.008957E-06	5.008957E-06	90	86.48869	0.4	1058.061	215.6776	191.2965	0	481.2889	0	9.728415	160.0695	32	5	19	1	6	2	2	0	
	5	2018-11-22_11:43:14	0	Ltd Random	True	9.964278	90.26132	90.21868	89.01828	30	108.9438	0	150	30	180	180	65.78888	0.754382	2338.559	202.0804	304.2927	0	398.3	127.5893	182.9644	1123.333	25	21	2	1	0	0	0	2	
	7	2018-11-22_11:43:29	0	Presets_dockPreset_4	False	11.41698	84.98132	60.88834	74.0143	110	37.61264	0	1.611493E-43	88.03528	70.80552	71.95206	71.83221	0.4204505	4757.731	139.2526	418.4611	0	842.7831	251.3448	1143.36	1962.526	17	0	4	1	6	4	2	2	
	9	2018-11-22_11:43:58	0	Ltd Random	False	4.652257	88.32184	67.21394	78.89404	90	51.14069	0	89.99999	90	0	0	92.04254	0.356823	1064.859	139.9559	177.9339	0	190.1244	83.57095	217.4888	255.785	14	4	4	1	3	1	2	2	
	11	2018-11-22_11:44:09	0	Presets_dockPreset_2	True	8.908819	98.78603	90.74788	95.07822	90	90	0	89.99999	13.16198	103.6812	129.3349	55.47631	0.5735312	5472.199	217.8596	304.5273	0	290.9301	163.0786	1953.755	2542.051	29	3	1	1	8	7	8	2	
	13	2018-11-22_11:44:24	0	Ltd Random	True	9.556094	94.83167	79.55825	88.13895	90	90	0	150	90	0	0	81.53677	0.4666667	2200.795	153.8822	268.1902	0	202.3148	78.81731	743.8286	753.7632	17	6	2	1	0	3	4	4	
	15	2018-11-22_11:44:39	0	Presets_dockPreset_1	True	11.39132	97.02691	72.40295	81.83596	1.611493E-43	150	0	150	60.79025	172.8334	177.3358	49.35167	0.789955	4772.416	509.1862	509.6551	0	674.6953	223.2147	1186.516	1669.146	10	2	2	1	1	0	4	2	
	17	2018-11-22_11:45:11	0	Ltd Random	True	21.96448	94.18508	74.71295	84.35558	90	50.90939	0	150	30	30	180	40.4315	0.5898994	5901.63	638.0687	727.9116	0	1082.138	320.4006	1017.801	2115.309	41	7	10	1	0	14	2	8	
	19	2018-11-22_11:45:30	0	Ltd Random	False	15.4354	67.89642	43.60677	57.48488	90	50.44254	0	89.99999	4.695755E-06	150	150	81.83152	0.5893806	1139.099	179.3663	189.8898	0	212.6298	34.77289	139.389	383.0515	8	0	0	1	0	7	0	2	
	21	2018-11-22_11:45:38	0	BAD DATA	False	7.143021	93.23004	73.01668	83.94449	90	129.1503	0	89.99999	90	0	0	92.25249	0.4435003	832.5997	104.5567	252.4832	0	142.0658	76.06896	99.12386	158.3009	4	2	0	1	0	0	2	2	
	23	2018-11-22_11:46:10	0	Presets_dockPreset_3	True	27.42452	93.95807	95.29507	93.84183	110	113.249	0	135	77.70593	48.35791	164.2415	-44.30819	0.720616	12983.22	464.4032	774.5637	0	729.0834	525.6613	5294.346	5195.167	87	0	22	1	32	12	6	15	
	25	2018-11-22_11:46:36	0	Presets_dockPreset_5	False	11.1053	91.08782	79.12567	85.88531	0	0	0	89.99999	82.64819	135.5686	156.7435	59.57161	0.5166227	4814.985	353.2152	476.8347	0	688.2922	262.3322	839.0214	2195.292	38	7	8	1	8	5	0	12	
	27	2018-11-22_11:46:53	0	Presets_dockPreset_1	False	5.416776	96.95579	79.00907	87.35397	0	150	0	150	38.66873	146.5844	151.3192	78.75132	0.7073025	1962.508	99.18673	341.0986	0	165.0401	169.384	239.6101	948.1884	11	12	0	1	0	0	0	0	
	29	2018-11-22_11:47:14	0	Ltd Random	True	12.75965	84.36602	98.28911	89.93189	30	69.14941	0	89.99999	5.122642E-06	90	150	64.33721	0.4768327	4203.134	556.4763	495.3549	0	278.7396	261.6193	1221.375	1389.566	41	10	6	1	4	7	5	10	
	31	2018-11-22_11:47:36	0	Presets_dockPreset_4	True	13.45316	68.45865	97.42459	79.9823	110	37.63937	0	1.611493E-43	21.08866	61.90381	151.0621	76.79259	0.4241043	1926.782	147.4577	206.0656	0	192.7031	84.04971	204.9164	1091.589	44	0	2	1	4	20	13	6	
	33	2018-11-22_11:48:03	0	Presets_dockPreset_2	False	4.535215	86.93036	69.47523	78.62456	90	90	0	90	72.51738	81.48664	2.255127	91.4854	0.4736213	944.2435	45.94867	162.227	0	134.0951	102.9133	228.7789	270.2805	9	0	0	1	2	4	0	4	
	35	2018-11-22_11:48:16	0	Ltd Random	True	8.802168	91.23277	96.54565	92.01363	30	69.58704	0	90	5.122642E-06	150	90	83.57632	0.4773189	1260.602	185.6701	215.6774	0	330.0803	76.39319	171.1176	281.6631	27	4	4	1	4	2	6	8	
	37	2018-11-22_11:48:35	0	Presets_dockPreset_3	True	15.13554	97.06231	97.43828	96.61458	110	113.2863	0	135	15.36014	41.39297	96.00857	66.28728	0.5678311	2923.55	440.4976	431.8236	0	788.1603	243.5914	398.7161	620.7609	30	6	3	1	2	8	4	7	
	39	2018-11-22_11:48:47	0	Presets_dockPreset_5	False	6.206104	98.85735	90.01536	94.57944	0	0	0	90	1.787323	167.7088	170.9398	83.49258	0.4782621	1330.931	138.5373	284.6003	0	294.2242	123.8499	227.9943	261.725	30	8	21	1	1	2	0	0	
	41	2018-11-22_11:49:08	0	Presets_dockPreset_3	True	17.20312	97.05529	90.18227	93.50418	110	113.2495	0	135	54.53719	51.91072	170.9279	27.94017	0.7062504	4282.844	432.5269	469.5671	0	815.5887	234.146	619.4559	1711.558	84	24	9	1	28	20	3	0	
	43	2018-11-22_11:49:42	0	Ltd Random	False	25.66174	90.21665	72.65797	82.68074	90	90	0	150	30	90	180	12.54873	0.7	8526.865	457.3768	508.2486	0	892.7169	107.7739	3050.99	3509.758	28	2	6	1	1	3	6	10	
	45	2018-11-22_11:50:02	0	Ltd Random	True	9.807491	96.08067	33.64632	69.07772	30	109.325	0	150	90	150	0	73.66708	0.5881388	1896.581	202.3148	240.7616	0	214.7397	73.57584	452.7078	712.4808	32	2	3	1	23	3	0	2	
	47	2018-11-22_11:50:35	0	Ltd Random	True	24.27703	88.21243	38.62971	65.57182	30	108.9609	0	150	5.008957E-06	5.008957E-06	90	69.32944	0.4210677	3756.292	491.8383	484.8054	0	375.0911	218.6873	639.4926	1546.377	22	12	2	1	0	4	6	0	
	49	2018-11-22_11:50:54	0	Ltd Random	True	14.61204	96.3092	64.68381	82.38453	90	50.41776	0	30	90	0	0	84.76962	0.2893531	1602.393	229.0401	169.4943	0	572.9493	81.67968	299.3893	249.8404	45	11	0	1	15	15	2	4	
	51	2018-11-22_11:51:05	0	Ltd Random	True	8.164573	87.97183	92.00436	88.93478	30	69.59381	0	90	5.008956E-06	5.008956E-06	5.008956E-06	94.47992	0.2106598	803.9176	70.09527	208.879	0	438.1227	8.726951	7.797199	70.2969	20	2	4	1	0	6	7	4	
	53	2018-11-22_11:51:24	0	Presets_dockPreset_4	True	15.36421	95.13895	97.46289	95.55283	110	37.45923	0	0	29.81034	177.6448	75.32153	74.18146	0.4780399	2264.496	198.0502	310.1536	0	753.2297	114.5042	572.7496	315.8086	33	4	6	1	9	4	10	1	
	55	2018-11-22_11:51:51	0	Ltd Random	True	23.42468	94.97382	96.78889	95.53234	30	107.5601	0	150	30	180	180	24.31334	0.7528445	4810.958	779.5128	557.9481	0	787.457	136.8735	548.8274	2000.339	59	14	10	1	0	11	4	20	
	57	2018-11-22_11:52:07	0	Ltd Random	True	10.59988	95.12426	73.72892	85.64026	30	109.1025	0	90	90	0	0	90.15546	0.3545584	1116.576	215.6773	183.7947	0	177.2306	82.5169	224.5982	232.7586	13	4	0	1	2	3	4	2	
	59	2018-11-22_11:52:26	0	Presets_dockPreset_2	True	13.35646	97.7873	98.6517	97.58385	90	90	0	90	2.111511	66.57013	85.85495	81.1869	0.4717073	1352.652	140.1903	262.3293	0	609.7577	12.70567	107.7804	219.8887	26	1	2	1	7	6	4	7	
	61	2018-11-22_11:52:52	0	Ltd Random	False	20.98463	82.22731	63.07938	73.73771	90	90	0	150	5.008957E-06	5.008956E-06	150	60.91166	0.5333334	3930.602	273.5821	493.9482	0	401.582	403.9314	1363.477	994.0804	27	8	2	1	0	13	6	0	
	63	2018-11-22_11:53:10	0	Ltd Random	False	11.86373	74.99442	62.17138	67.49133	90	129.3736	0	30	5.008957E-06	5.008957E-06	90	84.36852	0.3770818	2259.009	483.8676	591.472	0	439.5598	122.2078	246.7967	375.1053	15	9	0	1	4	2	2	0	
	65	2018-11-22_11:53:26	0	Ltd Random	True	12.92183	98.27127	82.78159	91.42204	90	90	0	90	5.008957E-06	5.008957E-06	90	88.37292	0.4	814.5868	136.6717	217.3184	0	360.3369	5.085547	10.16084	85.01326	16	6	1	1	5	3	3	0	
	67	2018-11-22_11:53:34	0	Ltd Random	True	5.839263	98.98759	82.433	91.85281	90	90	0	90	5.008957E-06	5.008957E-06	90	92.15773	0.4	676.6399	168.5566	190.8277	0	310.3879	0	4.777191	2.090435	14	10	1	1	1	1	3	0	
	69	2018-11-22_11:53:49	0	Ltd Random	True	12.63325	89.18921	88.57194	88.75199	30	108.2027	0	150	30	90	180	62.35896	0.6535586	2596.073	306.6579	231.6189	0	782.0651	81.9396	100.6693	1093.122	39	6	10	1	0	13	4	6	
	71	2018-11-22_11:53:55	0	Presets_dockPreset_1	True	3.129634	97.12366	87.94715	92.52835	3.611456E-30	150	0	150	55.22401	155.9111	151.5918	80.98994	0.7363632	1968.65	13.59708	131.9852	0	251.0766	130.5745	892.9462	548.4706	6	5	0	1	0	2	0	0	
	73	2018-11-22_11:54:13	0	Ltd Random	True	15.7701	93.15444	98.05368	94.94673	90	90	0	30	1.024528E-05	90	90	74.41343	0.4333333	2427.584	245.2158	280.6152	0	1328.45	96.74507	82.25323	394.3038	38	0	5	1	12	5	10	7	
	75	2018-11-22_11:54:20	0	Ltd Random	False	4.421539	95.04929	98.62178	96.50388	90	51.00229	0	90	5.008956E-06	5.008956E-06	5.008956E-06	94.68765	0.2566692	827.5721	186.8174	279.6773	0	246.1286	0	0	114.9488	16	2	5	1	0	1	6	5	
	77	2018-11-22_11:54:29	0	Presets_dockPreset_5	True	6.961065	86.52051	68.33713	78.62659	1.415487E-39	0	0	90	84.73355	71.79871	58.88498	87.65707	0.3393525	1641.095	170.9009	281.0839	0	503.5599	76.16822	290.541	318.8413	26	23	4	1	0	1	0	0	
	79	2018-11-22_11:54:41	0	Presets_dockPreset_2	False	9.038038	89.01006	41.4719	66.14995	90	90	0	90	54.33334	131.4987	7.635101	89.2307	0.5149636	1087.471	73.1427	126.1244	0	212.874	159.3845	266.4029	249.5435	2	0	0	1	0	2	0	0	
	81	2018-11-22_11:54:50	0	Ltd Random	False	4.9598	88.95876	92.42204	89.23363	30	107.9727	0	150	5.122642E-06	150	90	87.94165	0.5866363	1059.527	204.1903	140.8937	0	336.4099	64.99454	156.162	156.8764	11	4	2	1	0	4	2	0	
	83	2018-11-22_11:55:16	0	Presets_dockPreset_4	True	22.95842	88.69554	96.77773	91.97482	110	38.55405	0	0	67.11322	172.8876	39.39426	44.61392	0.475499	7252.148	666.9188	646.7979	0	1563.661	590.4453	2348.859	1435.466	43	0	4	1	10	15	9	6	
	85	2018-11-22_11:55:30	0	Presets_dockPreset_1	False	6.496077	86.33122	92.39225	87.08193	1.815234E-28	150	0	150	7.593628	174.416	176.1377	78.91674	0.7312747	1633.475	295.0287	342.0364	0	281.7873	118.4404	225.1611	371.0208	13	5	0	1	0	0	9	0	
	87	2018-11-22_11:55:47	0	Presets_dockPreset_3	False	11.32331	90.72429	62.48027	70.43981	110	113.277	0	135	43.86682	154.0331	18.44962	68.96333	0.638474	2628.739	206.769	223.4136	0	441.6698	387.335	459.7892	909.7627	22	0	4	1	0	10	0	8	
