All Test Averages	Trial Number	Test Timestamp	Tester Name	Dock Shape Style	Virtual Device Visible	Time Taken	Shape Precision %	Orientation Precision %	Overall Precision %	Dock Rotate Angle	Dock ChildRotate Angle	Dock RotateInverse Angle	Dock ChildRotateInverse Angle	Dock x Rotation	Dock y Rotation	Dock z Rotation	Efficiency %	Total Difficulty	MV Avg	MV Rotate Angle	MV ChildRotate Angle	MV RotateInverse Angle	MV ChildRotateInverse Angle	MV x Rotation	MV y Rotation	MV z Rotation	TRE Avg	TRE Rotate Angle	TRE ChildRotate Angle	TRE RotateInverse Angle	TRE ChildRotateInverse Angle	TRE x Rotation	TRE y Rotation	TRE z Rotation	
	1	2018-11-02_12:45:48	1	Ltd Random	True	18.16459	93.22323	91.25054	92.20277	90	128.8921	0	150	4.695755E-06	150	150	34.66795	0.7432134	4474.023	695.3253	515.9849	0	598.7394	56.03006	227.0705	2380.874	50	9	1	1	0	23	4	14	
	2	2018-11-02_12:45:53	1	ZEROING DATA	True	4.830413	99.186	99.34441	99.24646	4.413934E-22	0	0	6.726035E-22	0	0	0	100	1.237774E-24	2052.778	260.6884	321.1718	0	312.2634	151.309	297.002	710.3437	19	3	3	1	3	3	5	3	
	3	2018-11-02_12:46:03	1	Ltd Random	False	10.37894	97.62819	76.87889	88.21063	90	90	0	150	90	0	0	88.38783	0.4666667	1250.429	135.7361	195.2819	0	214.7397	68.83054	290.9401	344.9009	4	1	1	1	0	0	2	2	
	4	2018-11-02_12:46:07	1	ZEROING DATA	True	3.902706	98.14407	99.65869	98.76698	1.709538E-17	3.271159E-36	0	2.781181E-17	0	0	0	100	4.989688E-20	1171.51	185.2013	207.7068	0	271.7067	152.2285	140.9853	213.6817	7	1	2	1	1	1	1	1	
	5	2018-11-02_12:46:17	1	Ltd Random	False	9.406186	95.92625	89.3664	92.9095	30	69.13058	0	30	90	0	0	94.59811	0.2434784	578.014	45.24538	128.7032	0	173.2453	74.97362	58.34903	97.49762	14	0	8	1	2	1	2	3	
	6	2018-11-02_12:46:21	1	ZEROING DATA	True	3.496906	99.38134	87.13654	94.11535	4.150574E-16	1.316839E-32	0	4.150574E-16	0	0	0	100	9.223498E-19	786.5082	148.8643	202.7837	0	107.8387	162.9174	86.41204	77.69193	15	3	3	1	3	1	0	6	
	7	2018-11-02_12:46:31	1	Ltd Random	False	9.872498	97.07574	72.99716	86.24319	90	90	0	90	90	0	0	89.46471	0.4	1046.572	99.63363	169.7288	0	256.2342	76.03954	196.2768	248.6596	13	0	5	1	6	0	2	2	
	8	2018-11-02_12:46:34	1	ZEROING DATA	True	3.181424	98.86349	99.69557	99.21491	4.856478E-14	2.633029E-29	0	4.856478E-14	0	0	0	100	1.079217E-16	1080.424	211.2121	203.7214	0	219.9084	160.0221	120.7482	164.8112	14	3	3	1	3	1	3	1	
	9	2018-11-02_12:46:53	1	Ltd Random	False	18.68998	89.58117	89.69246	89.19752	90	51.24976	0	90	1.024528E-05	90	90	69.21537	0.4569442	2568.068	315.5456	602.9591	0	393.1425	182.9317	353.6015	719.8892	47	10	8	1	8	4	4	14	
	10	2018-11-02_12:46:58	1	ZEROING DATA	True	5.490786	98.89293	91.73702	95.56841	3.701585E-25	0	0	3.701585E-25	0	0	0	100	8.225744E-28	1644.519	283.4753	302.4173	0	381.6087	101.1079	234.0516	341.8578	39	13	11	1	7	3	0	5	
	11	2018-11-02_12:47:07	1	Presets_dockPreset_2	True	8.85498	93.12433	96.74197	93.6032	90	90	0	90	40.41701	121.5468	179.6514	73.95224	0.6795725	1347.465	279.4897	266.549	0	302.198	110.1306	155.8159	233.2813	32	6	4	1	0	8	6	8	
	12	2018-11-02_12:47:11	1	ZEROING DATA	True	3.835666	97.46279	95.30022	96.49258	3.63918E-17	1.48542E-35	0	3.63918E-17	0	0	0	100	8.087068E-20	1548.25	260.328	335.2377	0	299.0271	95.90448	215.173	342.58	29	5	10	1	12	1	0	1	
